,diary_male,diary_female,tuple,average_male,average_female,female-male
0,0.046499684,-0.036199972,"('unsociable', 'sociable')",0.0464997,-0.0362,-0.0826997
1,1.0066205,1.0069501,"('unfriendly', 'friendly')",1.0066205,1.0069501,0.0003296
2,0.21260656,0.3386792,"('unlikable', 'likable')",0.2126066,0.3386792,0.1260726
3,0.795987,0.77538,"('repellent', 'pleasant')",0.795987,0.77538,-0.020607
4,-7.263701,-7.548006,"('disliked', 'liked')",-7.263701,-7.5480061,-0.2843051
5,-0.5886996,-0.49278378,"('distant', 'outgoing')",-0.5886996,-0.4927838,0.0959158
6,-0.09438299,-0.047920574,"('distant', 'open')",-0.094383,-0.0479206,0.0464624
7,1.1802642,1.2243341,"('insensitive', 'sensitive')",1.1802642,1.2243341,0.0440699
8,0.9623668,0.98739105,"('unaffectionate', 'affectionate')",0.9623668,0.9873911,0.0250243
9,1.3678507,1.5494204,"('unaffectionate', 'caring')",1.3678507,1.5494204,0.1815697
10,0.9957418,0.931921,"('unsympathetic', 'sympathetic')",0.9957418,0.931921,-0.0638208
11,1.6986214,1.8400438,"('unhelpful', 'helpful')",1.6986214,1.8400438,0.1414224
12,-1.5869967,-1.5815897,"('unsupportive', 'supportive')",-1.5869967,-1.5815897,0.005407
13,-0.22121479,-0.23203313,"('impolite', 'polite')",-0.2212148,-0.2320331,-0.0108183
14,-0.2514802,-0.26558593,"('antisocial', 'social')",-0.2514802,-0.2655859,-0.0141057
15,0.03463528,0.008060684,"('boring', 'funny')",0.0346353,0.0080607,-0.0265746
16,-0.1564374,-0.1496914,"('unpopular', 'popular')",-0.1564374,-0.1496914,0.006746
17,-0.02682464,-0.046786014,"('nasty', 'nice')",-0.0268246,-0.046786,-0.0199614
18,-0.52245647,-0.5346391,"('disagreeable', 'welcoming')",-0.5224565,-0.5346391,-0.0121826
19,-0.8204133,-0.7519387,"('inhospitable', 'hospitable')",-0.8204133,-0.7519387,0.0684746
20,0.931363,0.7899454,"('rough', 'thoughtful')",0.931363,0.7899454,-0.1414176
21,-0.32883066,-0.27519435,"('immoral', 'moral')",-0.3288307,-0.2751943,0.0536364
22,-0.24962313,-0.32937577,"('untrustworthy', 'trustworthy')",-0.2496231,-0.3293758,-0.0797527
23,6.1150837,6.421577,"('insincere', 'sincere')",6.1150837,6.421577,0.3064933
24,1.6043102,1.6414362,"('dishonest', 'honest')",1.6043102,1.6414362,0.037126
25,0.2099134,0.1713073,"('egoistic', 'altruistic')",0.2099134,0.1713073,-0.0386061
26,0.6573212,0.47455627,"('hardhearted', 'benevolent')",0.6573212,0.4745563,-0.1827649
27,1.7191491,1.4551803,"('hardhearted', 'softhearted')",1.7191491,1.4551803,-0.2639688
28,1.0316678,1.0935916,"('disloyal', 'loyal')",1.0316678,1.0935916,0.0619238
29,-0.15417428,-0.2481629,"('unfair', 'fair')",-0.1541743,-0.2481629,-0.0939886
30,0.5965953,0.6826442,"('intolerant', 'tolerant')",0.5965953,0.6826442,0.0860489
31,-1.329586,-1.3884943,"('evil', 'good')",-1.329586,-1.3884943,-0.0589083
