,nougat_male,nougat_female,tuple,average_male,average_female,female-male
0,-0.57469857,-0.7548067,"('unsociable', 'sociable')",-0.5746986,-0.7548067,-0.1801081
1,-0.5677771,-0.5344311,"('unfriendly', 'friendly')",-0.5677771,-0.5344311,0.033346
2,-0.08450584,-0.08838859,"('unlikable', 'likable')",-0.0845058,-0.0883886,-0.0038828
3,-1.0331842,-0.9588226,"('repellent', 'pleasant')",-1.0331842,-0.9588226,0.0743616
4,-1.0716856,-0.97775257,"('disliked', 'liked')",-1.0716856,-0.9777526,0.093933
5,-0.2645729,-0.10307806,"('distant', 'outgoing')",-0.2645729,-0.1030781,0.1614948
6,-0.56013423,-0.39854702,"('distant', 'open')",-0.5601342,-0.398547,0.1615872
7,-0.96231055,-1.0173625,"('insensitive', 'sensitive')",-0.9623106,-1.0173625,-0.0550519
8,-0.37519813,-0.35439867,"('unaffectionate', 'affectionate')",-0.3751981,-0.3543987,0.0207994
9,-0.74773204,-0.7217486,"('unaffectionate', 'caring')",-0.747732,-0.7217486,0.0259834
10,-1.0758654,-1.1085507,"('unsympathetic', 'sympathetic')",-1.0758654,-1.1085507,-0.0326853
11,0.32621452,0.27508622,"('unhelpful', 'helpful')",0.3262145,0.2750862,-0.0511283
12,-1.3473632,-1.224523,"('unsupportive', 'supportive')",-1.3473632,-1.2245229,0.1228403
13,-0.051158853,-0.17810133,"('impolite', 'polite')",-0.0511589,-0.1781013,-0.1269424
14,-0.61865664,-0.7443283,"('antisocial', 'social')",-0.6186566,-0.7443283,-0.1256717
15,1.1712401,0.9981511,"('boring', 'funny')",1.1712401,0.9981511,-0.173089
16,-0.057750896,-0.06579601,"('unpopular', 'popular')",-0.0577509,-0.065796,-0.0080451
17,0.23926829,0.29202977,"('nasty', 'nice')",0.2392683,0.2920298,0.0527615
18,-1.3615854,-1.371478,"('disagreeable', 'welcoming')",-1.3615854,-1.371478,-0.0098926
19,-0.7836343,-0.69767463,"('inhospitable', 'hospitable')",-0.7836343,-0.6976746,0.0859597
20,0.013929848,-0.014473839,"('rough', 'thoughtful')",0.0139298,-0.0144738,-0.0284036
21,0.0049173776,-0.04527835,"('immoral', 'moral')",0.0049174,-0.0452784,-0.0501958
22,-0.70431703,-0.77168787,"('untrustworthy', 'trustworthy')",-0.704317,-0.7716879,-0.0673709
23,0.5027246,0.41341442,"('insincere', 'sincere')",0.5027246,0.4134144,-0.0893102
