,prejudice_male,prejudice_female,tuple,average_male,average_female,female-male
0,0.22217046,0.15061647,"('unsociable', 'sociable')",0.2221705,0.1506165,-0.071554
1,0.5442097,0.44736105,"('unfriendly', 'friendly')",0.5442097,0.4473611,-0.0968486
2,0.210153,0.37943524,"('unlikable', 'likable')",0.210153,0.3794352,0.1692822
3,0.94756347,1.00348,"('repellent', 'pleasant')",0.9475635,1.00348,0.0559165
4,-7.03672,-7.2298346,"('disliked', 'liked')",-7.0367198,-7.2298346,-0.1931148
5,-0.9870633,-0.9841652,"('distant', 'outgoing')",-0.9870633,-0.9841652,0.0028981
6,-0.4207136,-0.4973061,"('distant', 'open')",-0.4207136,-0.4973061,-0.0765925
7,1.1588835,1.1735694,"('insensitive', 'sensitive')",1.1588835,1.1735694,0.0146859
8,0.6853951,0.5772477,"('unaffectionate', 'affectionate')",0.6853951,0.5772477,-0.1081474
9,1.1597842,1.1978776,"('unaffectionate', 'caring')",1.1597842,1.1978776,0.0380934
10,1.7335608,1.7804813,"('unsympathetic', 'sympathetic')",1.7335608,1.7804813,0.0469205
11,1.7606251,1.8009859,"('unhelpful', 'helpful')",1.7606251,1.8009859,0.0403608
12,-1.5134715,-1.4913458,"('unsupportive', 'supportive')",-1.5134715,-1.4913458,0.0221257
13,0.2934747,0.36170676,"('impolite', 'polite')",0.2934747,0.3617068,0.0682321
14,0.14902568,0.09594194,"('antisocial', 'social')",0.1490257,0.0959419,-0.0530838
15,-0.028332733,-0.1190305,"('boring', 'funny')",-0.0283327,-0.1190305,-0.0906978
16,-0.36314774,-0.39882648,"('unpopular', 'popular')",-0.3631477,-0.3988265,-0.0356788
17,-0.078647554,-0.11489031,"('nasty', 'nice')",-0.0786476,-0.1148903,-0.0362427
18,-0.5722529,-0.52952343,"('disagreeable', 'welcoming')",-0.5722529,-0.5295234,0.0427295
19,-1.0647041,-1.0615907,"('inhospitable', 'hospitable')",-1.0647041,-1.0615907,0.0031134
20,0.9018079,0.8321215,"('rough', 'thoughtful')",0.9018079,0.8321215,-0.0696864
21,0.17462112,0.4103802,"('immoral', 'moral')",0.1746211,0.4103802,0.2357591
22,0.091452226,0.08111847,"('untrustworthy', 'trustworthy')",0.0914522,0.0811185,-0.0103337
23,5.7916183,5.889931,"('insincere', 'sincere')",5.7916183,5.8899312,0.0983129
24,1.5962355,1.6130557,"('dishonest', 'honest')",1.5962355,1.6130557,0.0168202
25,0.07332788,0.050904706,"('egoistic', 'altruistic')",0.0733279,0.0509047,-0.0224232
26,0.53374636,0.28595167,"('hardhearted', 'benevolent')",0.5337464,0.2859517,-0.2477947
27,1.5238163,1.3355669,"('hardhearted', 'softhearted')",1.5238163,1.3355669,-0.1882494
28,0.9987188,0.96165264,"('disloyal', 'loyal')",0.9987188,0.9616526,-0.0370662
29,-0.6363595,-0.7355252,"('unfair', 'fair')",-0.6363595,-0.7355252,-0.0991657
