,cocoa_male,cocoa_female,tuple,average_male,average_female,female-male
0,-0.33883142,-0.3521921,"('unsociable', 'sociable')",-0.3388314,-0.3521921,-0.0133607
1,0.9764701,0.9819695,"('unfriendly', 'friendly')",0.9764701,0.9819695,0.0054994
2,-0.18691954,-0.12766562,"('unlikable', 'likable')",-0.1869195,-0.1276656,0.0592539
3,0.8485824,0.86853147,"('repellent', 'pleasant')",0.8485824,0.8685315,0.0199491
4,-7.249359,-7.4279513,"('disliked', 'liked')",-7.2493591,-7.4279513,-0.1785922
5,-0.4772692,-0.49398434,"('distant', 'outgoing')",-0.4772692,-0.4939843,-0.0167151
6,0.18867347,0.09902169,"('distant', 'open')",0.1886735,0.0990217,-0.0896518
7,0.52981114,0.62226975,"('insensitive', 'sensitive')",0.5298111,0.6222697,0.0924586
8,1.1790063,1.0965949,"('unaffectionate', 'affectionate')",1.1790063,1.0965949,-0.0824114
9,1.3186439,1.3703446,"('unaffectionate', 'caring')",1.3186439,1.3703446,0.0517007
10,0.5564263,0.60335404,"('unsympathetic', 'sympathetic')",0.5564263,0.603354,0.0469277
11,1.018913,1.0860946,"('unhelpful', 'helpful')",1.018913,1.0860946,0.0671816
12,-1.9753867,-1.9657986,"('unsupportive', 'supportive')",-1.9753867,-1.9657986,0.0095881
13,-0.6452337,-0.59373087,"('impolite', 'polite')",-0.6452337,-0.5937309,0.0515028
14,0.30164322,0.277703,"('antisocial', 'social')",0.3016432,0.277703,-0.0239402
15,0.119996935,0.038045794,"('boring', 'funny')",0.1199969,0.0380458,-0.0819511
16,-0.35914463,-0.36285177,"('unpopular', 'popular')",-0.3591446,-0.3628518,-0.0037072
17,-0.14060794,-0.057254404,"('nasty', 'nice')",-0.1406079,-0.0572544,0.0833535
18,-0.13296023,-0.17636007,"('disagreeable', 'welcoming')",-0.1329602,-0.1763601,-0.0433999
19,-0.589512,-0.6004531,"('inhospitable', 'hospitable')",-0.589512,-0.6004531,-0.0109411
