,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5293364,0.3842856,"('unsociable', 'sociable')",0.3279394,0.27087766,1.3409919,1.1661724,0.0022679549,-0.16247113,-0.008632202,-0.20627663,0.4383807,0.2905176,-0.1478631
1,-0.20642015,-0.21625651,"('unfriendly', 'friendly')",-1.410108,-1.570436,-0.84055865,-0.9049351,-1.5724422,-1.7626338,1.2556496,0.9327999,-0.5547759,-0.7042923,-0.1495164
2,1.0897241,1.0984604,"('unlikable', 'likable')",0.9805422,1.0075182,1.2576157,1.2736924,0.8933046,0.94035786,0.7659851,0.8997026,0.9974343,1.0439463,0.046512
3,-0.09979763,0.021504313,"('repellent', 'pleasant')",-0.279266,-0.17863631,-0.55849516,-0.53329253,0.18182395,0.24851865,-0.08414703,0.00963708,-0.1679764,-0.0864538,0.0815226
4,-1.2506423,-1.2684622,"('disliked', 'liked')",-1.2523105,-1.2902948,-1.6801659,-1.6630136,-0.6096321,-0.61725855,-4.538273,-4.669354,-1.8662048,-1.9016766,-0.0354718
5,-1.1805892,-1.117235,"('distant', 'outgoing')",-2.0795975,-2.0468087,-1.3702672,-1.236307,-1.2535532,-1.1910167,-0.56402636,-0.5796921,-1.2896068,-1.2342119,0.0553949
6,-1.2691858,-1.1718726,"('distant', 'open')",-2.0784414,-2.0548387,-1.7757853,-1.6116343,-1.5885895,-1.5456682,-0.07952242,-0.1658937,-1.358305,-1.3099814,0.0483236
7,1.4812335,1.5126573,"('insensitive', 'sensitive')",0.659184,0.74590886,0.53910446,0.57065797,0.42485952,0.42112443,0.2687896,0.24936008,0.6746342,0.6999417,0.0253075
8,-0.18279335,-0.19975415,"('unaffectionate', 'affectionate')",-1.6143495,-1.7073897,-1.3063965,-1.3405827,-2.5446472,-2.6184154,0.07783447,-0.15016118,-1.1140704,-1.2032606,-0.0891902
9,0.9484641,0.89565796,"('unaffectionate', 'caring')",-0.7345503,-0.81363887,-0.10985627,-0.16649017,-1.8108703,-1.891043,0.75433606,0.5458168,-0.1904953,-0.2859395,-0.0954442
10,1.6900094,1.6936677,"('unsympathetic', 'sympathetic')",1.0298094,1.0867239,0.21181683,0.12614556,-0.3420608,-0.3995664,-0.10822066,-0.30189374,0.4962708,0.4410154,-0.0552554
11,1.3585913,1.2848307,"('unhelpful', 'helpful')",1.0894518,1.0878329,2.5751104,2.4778457,0.5156532,0.53525645,2.0724568,1.9930118,1.5222527,1.4757555,-0.0464972
