,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.7044044,0.6152675,"('unsociable', 'sociable')",0.7044044,0.6152675,-0.0891369
1,-0.013182532,-0.13305117,"('unfriendly', 'friendly')",-0.0131825,-0.1330512,-0.1198687
2,1.088885,1.0525684,"('unlikable', 'likable')",1.0888849,1.0525684,-0.0363165
3,0.5505267,0.67137986,"('repellent', 'pleasant')",0.5505267,0.6713799,0.1208532
4,-2.0499158,-2.1423419,"('disliked', 'liked')",-2.0499158,-2.1423419,-0.0924261
5,-0.7576,-0.8260526,"('distant', 'outgoing')",-0.7576,-0.8260526,-0.0684526
6,-0.5413565,-0.6183913,"('distant', 'open')",-0.5413565,-0.6183913,-0.0770348
7,0.4832823,0.5641069,"('insensitive', 'sensitive')",0.4832823,0.5641069,0.0808246
8,-0.4843725,-0.5489128,"('unaffectionate', 'affectionate')",-0.4843725,-0.5489128,-0.0645403
9,0.056954484,0.018062295,"('unaffectionate', 'caring')",0.0569545,0.0180623,-0.0388922
10,-0.105670206,0.009317011,"('unsympathetic', 'sympathetic')",-0.1056702,0.009317,0.1149872
11,0.56505567,0.5361214,"('unhelpful', 'helpful')",0.5650557,0.5361214,-0.0289343
12,-0.40337837,-0.41475192,"('unsupportive', 'supportive')",-0.4033784,-0.4147519,-0.0113735
13,0.16035119,0.14659956,"('impolite', 'polite')",0.1603512,0.1465996,-0.0137516
14,0.67364424,0.71206915,"('antisocial', 'social')",0.6736442,0.7120692,0.038425
15,0.44325054,0.31387177,"('boring', 'funny')",0.4432505,0.3138718,-0.1293787
16,-0.11706034,-0.12339813,"('unpopular', 'popular')",-0.1170603,-0.1233981,-0.0063378
17,-0.40170866,-0.34828636,"('nasty', 'nice')",-0.4017087,-0.3482864,0.0534223
18,-0.17003123,-0.1765805,"('disagreeable', 'welcoming')",-0.1700312,-0.1765805,-0.0065493
19,-1.1729617,-1.208289,"('inhospitable', 'hospitable')",-1.1729617,-1.208289,-0.0353273
20,0.09561649,0.045025162,"('rough', 'thoughtful')",0.0956165,0.0450252,-0.0505913
21,0.31902215,0.43584582,"('immoral', 'moral')",0.3190221,0.4358458,0.1168237
22,0.4285977,0.44566134,"('untrustworthy', 'trustworthy')",0.4285977,0.4456613,0.0170636
23,2.6837552,2.6644938,"('insincere', 'sincere')",2.6837552,2.6644938,-0.0192614
24,0.6339288,0.6127473,"('dishonest', 'honest')",0.6339288,0.6127473,-0.0211815
25,-0.5136892,-0.6038979,"('egoistic', 'altruistic')",-0.5136892,-0.6038979,-0.0902087
