,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.9319755,-2.0829597,"('unsociable', 'sociable')",1.1993577,0.99048203,0.44883007,0.26979548,0.25128233,0.029346816,-0.0081263,-0.1983338,-0.1902075
1,-3.1230493,-3.1366706,"('unfriendly', 'friendly')",-1.6620476,-1.7427071,-1.2658298,-1.3708819,1.1934617,1.1385986,-1.2143664,-1.2779154,-0.063549
2,0.7701445,0.72879446,"('unlikable', 'likable')",0.7829098,0.7930001,1.4309047,1.484774,1.0551294,1.1715541,1.0097722,1.0445306,0.0347584
3,-0.20538601,-0.17270237,"('repellent', 'pleasant')",0.66201425,0.7167421,0.7129804,0.8314945,1.5779554,1.513182,0.686891,0.7221791,0.0352881
4,-0.14874195,-0.09320666,"('disliked', 'liked')",-1.9798886,-1.8068699,-0.88222265,-0.8527667,-6.5496435,-6.5280895,-2.3901241,-2.3202331,0.069891
5,-1.036567,-0.9233827,"('distant', 'outgoing')",-3.3467467,-3.0903244,-2.3794906,-2.307375,-1.4760163,-1.2859012,-2.059705,-1.9017458,0.1579592
6,-1.4790037,-1.3468704,"('distant', 'open')",-3.834513,-3.588301,-2.846081,-2.7460732,-1.5290451,-1.3597758,-2.4221606,-2.2602551,0.1619055
7,-0.55873114,-0.555131,"('insensitive', 'sensitive')",1.0703441,1.1024196,0.629445,0.6713882,0.3554224,0.39298144,0.3741201,0.4029146,0.0287945
8,-2.436358,-2.4524903,"('unaffectionate', 'affectionate')",-1.220875,-1.2577106,-0.78930384,-0.8071817,0.3238449,0.3581707,-1.030673,-1.039803,-0.00913
9,-2.2911305,-2.319347,"('unaffectionate', 'caring')",-0.7494711,-0.78410006,-0.9094273,-0.8875634,0.9856779,1.0542036,-0.7410877,-0.7342017,0.006886
10,-1.3163965,-1.4492415,"('unsympathetic', 'sympathetic')",1.0087699,0.7984588,0.15566742,0.068002835,0.14174144,0.009874729,-0.0025544,-0.1432263,-0.1406719
11,0.23852326,0.13089027,"('unhelpful', 'helpful')",2.968774,2.746966,0.8037945,0.8166163,2.3964088,2.40875,1.6018751,1.5258057,-0.0760694
12,-0.6143802,-0.48576495,"('unsupportive', 'supportive')",0.7494899,0.90363264,-0.28134093,-0.18903036,-2.2138174,-2.115042,-0.5900121,-0.4715512,0.1184609
13,-0.6306501,-0.7868066,"('impolite', 'polite')",1.8553869,1.7263414,1.4981399,1.4332285,-0.37962592,-0.38286164,0.5858127,0.4974754,-0.0883373
14,0.20181642,0.13884822,"('antisocial', 'social')",2.71021,2.6836805,1.7445865,1.6832057,0.5130253,0.38553816,1.2924095,1.2228181,-0.0695914
