,nasdaq_male,nasdaq_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.5364594,-1.8262448,"('unsociable', 'sociable')",-0.08621653,-0.1915184,-0.811338,-1.0088816,-0.1975436
1,1.6409006,1.4615898,"('unfriendly', 'friendly')",1.8773549,1.5897176,1.7591277,1.5256537,-0.233474
2,1.5697374,1.5269456,"('unlikable', 'likable')",0.7953497,0.8198579,1.1825435,1.1734017,-0.0091418
3,-1.6380277,-1.563356,"('repellent', 'pleasant')",0.05803551,0.18515679,-0.7899961,-0.6890996,0.1008965
4,1.0906663,1.0399165,"('disliked', 'liked')",-5.877512,-5.8256817,-2.3934228,-2.3928826,0.0005402
5,1.8619812,2.0450246,"('distant', 'outgoing')",-0.05076992,-0.16208473,0.9056056,0.94147,0.0358644
6,2.4306118,2.5871162,"('distant', 'open')",0.33864197,0.15902188,1.3846269,1.373069,-0.0115579
7,-0.93168354,-1.010701,"('insensitive', 'sensitive')",1.0053899,1.0184278,0.0368532,0.0038635,-0.0329897
8,0.19752215,0.08314689,"('unaffectionate', 'affectionate')",0.59469354,0.31911454,0.3961079,0.2011307,-0.1949772
9,0.48013481,0.37226146,"('unaffectionate', 'caring')",1.2335416,1.0565625,0.8568382,0.714412,-0.1424262
10,-2.8445375,-3.0853417,"('unsympathetic', 'sympathetic')",-0.027471267,-0.027716003,-1.4360044,-1.5565288,-0.1205244
11,-1.8305862,-1.9786233,"('unhelpful', 'helpful')",2.058867,2.1010008,0.1141404,0.0611888,-0.0529516
12,0.21439347,0.12448311,"('unsupportive', 'supportive')",-1.2111316,-1.1698803,-0.498369,-0.5226986,-0.0243296
13,-1.6051935,-1.7565594,"('impolite', 'polite')",-0.17795542,-0.104314774,-0.8915744,-0.9304371,-0.0388627
14,-2.1626172,-2.2684772,"('antisocial', 'social')",-0.3342031,-0.2875384,-1.2484101,-1.2780077,-0.0295976
15,1.2699279,1.1957426,"('boring', 'funny')",0.6015438,0.5499512,0.9357358,0.8728469,-0.0628889
16,0.8226032,0.871251,"('unpopular', 'popular')",0.783315,0.76416695,0.8029591,0.817709,0.0147499
17,0.1520766,0.20395033,"('nasty', 'nice')",-0.22213113,-0.2193181,-0.0350273,-0.0076839,0.0273434
18,0.1585161,0.13572651,"('disagreeable', 'welcoming')",-0.46062076,-0.55834365,-0.1510523,-0.2113086,-0.0602563
19,-0.1671069,-0.12478389,"('inhospitable', 'hospitable')",-0.11307719,-0.20450974,-0.140092,-0.1646468,-0.0245548
20,-0.1603602,-0.11245639,"('rough', 'thoughtful')",1.1479409,1.1041895,0.4937903,0.4958666,0.0020763
21,-2.295801,-2.528907,"('immoral', 'moral')",-0.54352534,-0.4684728,-1.4196632,-1.4986899,-0.0790267
22,-1.4147034,-1.4615167,"('untrustworthy', 'trustworthy')",-0.97180253,-0.9652015,-1.1932529,-1.2133591,-0.0201062
23,-1.7041179,-1.9168844,"('insincere', 'sincere')",5.9807825,5.854488,2.1383324,1.9688017,-0.1695307
24,-1.7069068,-1.7114623,"('dishonest', 'honest')",1.0515151,0.9736138,-0.3276958,-0.3689242,-0.0412284
25,1.4563576,1.4760215,"('egoistic', 'altruistic')",1.3228468,1.1974795,1.3896022,1.3367505,-0.0528517
26,1.7226143,1.5700306,"('hardhearted', 'benevolent')",1.4834322,1.2740636,1.6030233,1.4220471,-0.1809762
