,payee_male,payee_female,tuple,average_male,average_female,female-male
0,1.0520581,0.9298558,"('unsociable', 'sociable')",1.0520581,0.9298558,-0.1222023
1,-0.5289891,-0.6918445,"('unfriendly', 'friendly')",-0.5289891,-0.6918445,-0.1628554
2,0.51844966,0.67421,"('unlikable', 'likable')",0.5184497,0.67421,0.1557603
3,-0.7390096,-0.57646924,"('repellent', 'pleasant')",-0.7390096,-0.5764692,0.1625404
4,-2.0510783,-2.3547363,"('disliked', 'liked')",-2.0510783,-2.3547363,-0.303658
5,-1.4732671,-1.5675299,"('distant', 'outgoing')",-1.4732671,-1.5675299,-0.0942628
6,-1.7099334,-1.8901116,"('distant', 'open')",-1.7099334,-1.8901116,-0.1801782
7,0.121213555,0.3662285,"('insensitive', 'sensitive')",0.1212136,0.3662285,0.2450149
8,-1.0311745,-1.0108042,"('unaffectionate', 'affectionate')",-1.0311745,-1.0108042,0.0203703
9,-0.4956328,-0.45098454,"('unaffectionate', 'caring')",-0.4956328,-0.4509845,0.0446483
10,0.1724765,0.2436917,"('unsympathetic', 'sympathetic')",0.1724765,0.2436917,0.0712152
11,1.4061631,1.5019405,"('unhelpful', 'helpful')",1.4061631,1.5019405,0.0957774
12,-0.95227826,-0.8674018,"('unsupportive', 'supportive')",-0.9522783,-0.8674018,0.0848765
13,0.51767707,0.80098903,"('impolite', 'polite')",0.5176771,0.800989,0.2833119
14,0.84566,1.1876261,"('antisocial', 'social')",0.84566,1.1876261,0.3419661
15,0.49802378,0.21509434,"('boring', 'funny')",0.4980238,0.2150943,-0.2829295
16,-0.50399494,-0.53909224,"('unpopular', 'popular')",-0.5039949,-0.5390922,-0.0350973
17,0.5679979,0.5995967,"('nasty', 'nice')",0.5679979,0.5995967,0.0315988
18,-1.2555759,-0.94261724,"('disagreeable', 'welcoming')",-1.2555759,-0.9426172,0.3129587
19,-0.7210194,-0.9588681,"('inhospitable', 'hospitable')",-0.7210194,-0.9588681,-0.2378487
20,0.2540463,0.28726232,"('rough', 'thoughtful')",0.2540463,0.2872623,0.033216
21,0.17287976,0.50100124,"('immoral', 'moral')",0.1728798,0.5010012,0.3281214
