,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-1.0029162,-1.2143915,"('unsociable', 'sociable')",-1.0029162,-1.2143915,-0.2114753
1,-0.084810905,-0.3350886,"('unfriendly', 'friendly')",-0.0848109,-0.3350886,-0.2502777
2,0.45622048,0.35562852,"('unlikable', 'likable')",0.4562205,0.3556285,-0.100592
3,-0.53781545,-0.39075238,"('repellent', 'pleasant')",-0.5378155,-0.3907524,0.1470631
4,-3.145216,-3.3391383,"('disliked', 'liked')",-3.145216,-3.3391383,-0.1939223
5,-0.18156503,-0.23914967,"('distant', 'outgoing')",-0.181565,-0.2391497,-0.0575847
6,-0.43107262,-0.5222493,"('distant', 'open')",-0.4310726,-0.5222493,-0.0911767
7,-0.5278193,-0.4075417,"('insensitive', 'sensitive')",-0.5278193,-0.4075417,0.1202776
8,-0.121497095,-0.29181728,"('unaffectionate', 'affectionate')",-0.1214971,-0.2918173,-0.1703202
9,-0.26735666,-0.34020942,"('unaffectionate', 'caring')",-0.2673567,-0.3402094,-0.0728527
10,-1.0810359,-1.1283039,"('unsympathetic', 'sympathetic')",-1.0810359,-1.1283039,-0.047268
11,0.37781277,0.4381499,"('unhelpful', 'helpful')",0.3778128,0.4381499,0.0603371
12,-1.1010474,-1.0512818,"('unsupportive', 'supportive')",-1.1010474,-1.0512818,0.0497656
13,-1.2753171,-1.4572299,"('impolite', 'polite')",-1.2753171,-1.4572299,-0.1819128
14,-0.49613112,-0.5390095,"('antisocial', 'social')",-0.4961311,-0.5390095,-0.0428784
15,0.7522698,0.5587376,"('boring', 'funny')",0.7522698,0.5587376,-0.1935322
16,-0.47636926,-0.5084734,"('unpopular', 'popular')",-0.4763693,-0.5084734,-0.0321041
17,-0.13967757,-0.15629895,"('nasty', 'nice')",-0.1396776,-0.156299,-0.0166214
18,0.13041244,0.053534985,"('disagreeable', 'welcoming')",0.1304124,0.053535,-0.0768774
19,-0.79620653,-0.8771667,"('inhospitable', 'hospitable')",-0.7962065,-0.8771667,-0.0809602
20,0.49460116,0.48682886,"('rough', 'thoughtful')",0.4946012,0.4868289,-0.0077723
21,-0.43791312,-0.43418065,"('immoral', 'moral')",-0.4379131,-0.4341806,0.0037325
22,-0.57978237,-0.5706671,"('untrustworthy', 'trustworthy')",-0.5797824,-0.5706671,0.0091153
23,2.1009498,2.2526958,"('insincere', 'sincere')",2.1009498,2.2526958,0.151746
24,0.21876696,0.25813574,"('dishonest', 'honest')",0.218767,0.2581357,0.0393687
25,0.29528478,0.28395993,"('egoistic', 'altruistic')",0.2952848,0.2839599,-0.0113249
26,1.139805,0.7373086,"('hardhearted', 'benevolent')",1.139805,0.7373086,-0.4024964
27,0.3923345,0.36600402,"('hardhearted', 'softhearted')",0.3923345,0.366004,-0.0263305
28,-0.055415377,-0.20350622,"('disloyal', 'loyal')",-0.0554154,-0.2035062,-0.1480908
29,-0.95287114,-0.9874231,"('unfair', 'fair')",-0.9528711,-0.9874231,-0.034552
30,0.33461514,0.21489531,"('intolerant', 'tolerant')",0.3346151,0.2148953,-0.1197198
31,-0.4412761,-0.4674033,"('evil', 'good')",-0.4412761,-0.4674033,-0.0261272
32,0.20163284,-0.00050423294,"('unkind', 'kind')",0.2016328,-0.0005042,-0.202137
33,0.2560551,0.17684193,"('wrong', 'right')",0.2560551,0.1768419,-0.0792132
34,1.6734074,1.9403535,"('mean', 'honorable')",1.6734074,1.9403535,0.2669461
35,0.084594645,-0.023041144,"('corrupt', 'incorrupt')",0.0845946,-0.0230411,-0.1076357
36,-0.54838794,-0.67176074,"('hostile', 'amicable')",-0.5483879,-0.6717607,-0.1233728
37,-0.01313246,0.08919193,"('fake', 'genuine')",-0.0131325,0.0891919,0.1023244
38,-0.22559719,-0.20600931,"('untruthful', 'truthful')",-0.2255972,-0.2060093,0.0195879
39,0.67237276,0.6701703,"('exploitative', 'cooperative')",0.6723728,0.6701703,-0.0022025
40,-0.54670095,-0.53535014,"('stingy', 'generous')",-0.546701,-0.5353501,0.0113509
41,0.4378568,0.31639606,"('unforgiving', 'forgiving')",0.4378568,0.3163961,-0.1214607
42,-1.9370733,-1.8741417,"('unreliable', 'reliable')",-1.9370733,-1.8741417,0.0629316
43,-0.6767023,-0.68493557,"('irresponsible', 'responsible')",-0.6767023,-0.6849356,-0.0082333
44,-0.29674226,-0.30097732,"('prejudiced', 'unprejudiced')",-0.2967423,-0.3009773,-0.004235
45,-0.49018732,-0.43972838,"('incompetent', 'competent')",-0.4901873,-0.4397284,0.0504589
46,-0.7765919,-0.81651163,"('uncompetitive', 'competitive')",-0.7765919,-0.8165116,-0.0399197
47,1.7634292,1.9116981,"('stupid', 'smart')",1.7634292,1.9116981,0.1482689
48,-0.00322083,-0.028493822,"('unintelligent', 'intelligent')",-0.0032208,-0.0284938,-0.025273
49,-0.419941,-0.31774455,"('unable', 'able')",-0.419941,-0.3177446,0.1021964
50,-0.27034244,-0.22869062,"('clumsy', 'skillful')",-0.2703424,-0.2286906,0.0416518
51,-0.5072208,-0.63126636,"('uneducated', 'educated')",-0.5072208,-0.6312664,-0.1240456
52,0.015287254,-0.22717091,"('irrational', 'rational')",0.0152873,-0.2271709,-0.2424582
53,-1.1139352,-1.1887829,"('uncreative', 'creative')",-1.1139352,-1.1887829,-0.0748477
54,-0.216887,-0.3283887,"('incapable', 'capable')",-0.216887,-0.3283887,-0.1115017
