,fanny_male,fanny_female,tuple,average_male,average_female,female-male
0,0.018822458,-0.1726566,"('unsociable', 'sociable')",0.0188225,-0.1726566,-0.1914791
1,1.5962901,1.6934978,"('unfriendly', 'friendly')",1.5962901,1.6934978,0.0972077
2,-0.14766729,-0.004213404,"('unlikable', 'likable')",-0.1476673,-0.0042134,0.1434539
3,0.700626,0.6940231,"('repellent', 'pleasant')",0.700626,0.6940231,-0.0066029
4,-7.436142,-7.8258095,"('disliked', 'liked')",-7.436142,-7.8258095,-0.3896675
5,-0.14784056,0.004895285,"('distant', 'outgoing')",-0.1478406,0.0048953,0.1527359
6,0.16262019,0.35353857,"('distant', 'open')",0.1626202,0.3535386,0.1909184
7,1.1827495,1.0962371,"('insensitive', 'sensitive')",1.1827495,1.0962371,-0.0865124
8,1.2621112,1.3317246,"('unaffectionate', 'affectionate')",1.2621112,1.3317246,0.0696134
9,1.3475943,1.5317779,"('unaffectionate', 'caring')",1.3475943,1.5317779,0.1841836
10,0.9013926,0.80609363,"('unsympathetic', 'sympathetic')",0.9013926,0.8060936,-0.095299
11,1.8883154,1.9630016,"('unhelpful', 'helpful')",1.8883154,1.9630016,0.0746862
12,-1.6273382,-1.6255685,"('unsupportive', 'supportive')",-1.6273382,-1.6255685,0.0017697
13,-0.058765203,-0.13780129,"('impolite', 'polite')",-0.0587652,-0.1378013,-0.0790361
14,0.13308084,-0.039239198,"('antisocial', 'social')",0.1330808,-0.0392392,-0.17232
15,0.558143,0.53741103,"('boring', 'funny')",0.558143,0.537411,-0.020732
16,-0.54350233,-0.45215467,"('unpopular', 'popular')",-0.5435023,-0.4521547,0.0913476
17,0.0544722,0.06708536,"('nasty', 'nice')",0.0544722,0.0670854,0.0126132
18,-0.23311344,-0.11657553,"('disagreeable', 'welcoming')",-0.2331134,-0.1165755,0.1165379
19,-0.48916826,-0.27983603,"('inhospitable', 'hospitable')",-0.4891683,-0.279836,0.2093323
