,detective_male,detective_female,tuple,average_male,average_female,female-male
0,0.27694288,0.20883241,"('unsociable', 'sociable')",0.2769429,0.2088324,-0.0681105
1,1.5014529,1.529169,"('unfriendly', 'friendly')",1.5014529,1.529169,0.0277161
2,0.39549807,0.49289438,"('unlikable', 'likable')",0.3954981,0.4928944,0.0973963
3,0.66517395,0.8735989,"('repellent', 'pleasant')",0.6651739,0.8735989,0.208425
4,-7.3475266,-7.339933,"('disliked', 'liked')",-7.3475266,-7.3399329,0.0075937
5,-0.38928428,-0.28079554,"('distant', 'outgoing')",-0.3892843,-0.2807955,0.1084888
6,-0.16976918,-0.044914342,"('distant', 'open')",-0.1697692,-0.0449143,0.1248549
7,0.97151244,1.1616886,"('insensitive', 'sensitive')",0.9715124,1.1616886,0.1901762
8,1.3025621,1.2776092,"('unaffectionate', 'affectionate')",1.3025621,1.2776092,-0.0249529
9,2.1612554,2.2934778,"('unaffectionate', 'caring')",2.1612554,2.2934778,0.1322224
10,1.019449,1.1171389,"('unsympathetic', 'sympathetic')",1.019449,1.1171389,0.0976899
11,2.334742,2.4773173,"('unhelpful', 'helpful')",2.3347421,2.4773173,0.1425752
12,-1.3417138,-1.1646193,"('unsupportive', 'supportive')",-1.3417138,-1.1646193,0.1770945
13,-0.024398938,0.047643,"('impolite', 'polite')",-0.0243989,0.047643,0.0720419
14,0.16831388,0.1402687,"('antisocial', 'social')",0.1683139,0.1402687,-0.0280452
15,0.36953124,0.23771547,"('boring', 'funny')",0.3695312,0.2377155,-0.1318157
16,-0.16256756,-0.03766284,"('unpopular', 'popular')",-0.1625676,-0.0376628,0.1249048
17,0.15217237,0.160477,"('nasty', 'nice')",0.1521724,0.160477,0.0083046
18,-0.46275607,-0.35015336,"('disagreeable', 'welcoming')",-0.4627561,-0.3501534,0.1126027
19,-0.30865768,-0.15892127,"('inhospitable', 'hospitable')",-0.3086577,-0.1589213,0.1497364
20,0.26846248,0.23086089,"('rough', 'thoughtful')",0.2684625,0.2308609,-0.0376016
21,-0.07217598,0.19275557,"('immoral', 'moral')",-0.072176,0.1927556,0.2649316
22,-0.5008294,-0.42865303,"('untrustworthy', 'trustworthy')",-0.5008294,-0.428653,0.0721764
23,7.221977,7.3274207,"('insincere', 'sincere')",7.2219772,7.3274207,0.1054435
24,1.8351302,1.9387014,"('dishonest', 'honest')",1.8351302,1.9387014,0.1035712
25,0.9377697,0.8900916,"('egoistic', 'altruistic')",0.9377697,0.8900916,-0.0476781
26,1.1704687,0.84834975,"('hardhearted', 'benevolent')",1.1704687,0.8483498,-0.3221189
27,1.3637232,1.2960824,"('hardhearted', 'softhearted')",1.3637232,1.2960824,-0.0676408
28,1.5143981,1.4668723,"('disloyal', 'loyal')",1.5143981,1.4668723,-0.0475258
29,-0.93839365,-1.0470805,"('unfair', 'fair')",-0.9383937,-1.0470805,-0.1086868
30,0.7466401,0.8748568,"('intolerant', 'tolerant')",0.7466401,0.8748568,0.1282167
31,-1.6687673,-1.7118316,"('evil', 'good')",-1.6687673,-1.7118316,-0.0430643
32,1.7484102,1.6320426,"('unkind', 'kind')",1.7484102,1.6320426,-0.1163676
33,-0.11279061,-0.079487525,"('wrong', 'right')",-0.1127906,-0.0794875,0.0333031
34,5.1132116,5.40775,"('mean', 'honorable')",5.1132116,5.4077501,0.2945385
35,-1.1572865,-1.2649628,"('corrupt', 'incorrupt')",-1.1572865,-1.2649628,-0.1076763
36,-0.6401247,-0.7305897,"('hostile', 'amicable')",-0.6401247,-0.7305897,-0.090465
37,0.6886864,0.7283522,"('fake', 'genuine')",0.6886864,0.7283522,0.0396658
38,0.54136205,0.6514828,"('untruthful', 'truthful')",0.541362,0.6514828,0.1101208
39,-0.13748644,-0.019479766,"('exploitative', 'cooperative')",-0.1374864,-0.0194798,0.1180066
40,-2.0017557,-1.9692204,"('stingy', 'generous')",-2.0017557,-1.9692204,0.0325353
41,0.3683085,0.271733,"('unforgiving', 'forgiving')",0.3683085,0.271733,-0.0965755
42,-3.0563293,-2.9180653,"('unreliable', 'reliable')",-3.0563293,-2.9180653,0.138264
43,1.4580646,1.5589968,"('irresponsible', 'responsible')",1.4580646,1.5589968,0.1009322
44,-1.4900784,-1.6125168,"('prejudiced', 'unprejudiced')",-1.4900784,-1.6125168,-0.1224384
45,0.23463237,0.19141422,"('incompetent', 'competent')",0.2346324,0.1914142,-0.0432182
46,-0.7569739,-0.6635196,"('uncompetitive', 'competitive')",-0.7569739,-0.6635196,0.0934543
47,5.4495487,5.579872,"('stupid', 'smart')",5.4495487,5.5798721,0.1303234
48,0.33151507,0.37694016,"('unintelligent', 'intelligent')",0.3315151,0.3769402,0.0454251
49,-0.19300768,0.023945116,"('unable', 'able')",-0.1930077,0.0239451,0.2169528
50,-0.28555807,-0.26117957,"('clumsy', 'skillful')",-0.2855581,-0.2611796,0.0243785
51,0.50763255,0.64858496,"('uneducated', 'educated')",0.5076326,0.648585,0.1409524
52,-0.33574617,-0.36597875,"('irrational', 'rational')",-0.3357462,-0.3659787,-0.0302325
53,0.0946961,0.102562234,"('uncreative', 'creative')",0.0946961,0.1025622,0.0078661
54,1.1161615,1.3256074,"('incapable', 'capable')",1.1161615,1.3256074,0.2094459
55,0.8441368,0.9672842,"('incompetent', 'clever')",0.8441368,0.9672842,0.1231474
56,0.76006955,0.90999395,"('impractical', 'practical')",0.7600695,0.9099939,0.1499244
57,-2.6521795,-2.6698952,"('unimaginative', 'imaginative')",-2.6521795,-2.6698952,-0.0177157
