,working_male,working_female,tuple,average_male,average_female,female-male
0,0.2902268,0.041446432,"('unsociable', 'sociable')",0.2902268,0.0414464,-0.2487804
1,1.325938,1.4445634,"('unfriendly', 'friendly')",1.325938,1.4445634,0.1186254
2,0.7070584,0.88037515,"('unlikable', 'likable')",0.7070584,0.8803751,0.1733167
3,0.7526351,0.92039096,"('repellent', 'pleasant')",0.7526351,0.920391,0.1677559
4,-6.6931467,-6.5649223,"('disliked', 'liked')",-6.6931467,-6.5649223,0.1282244
5,-0.369891,-0.110553786,"('distant', 'outgoing')",-0.369891,-0.1105538,0.2593372
6,-0.29392022,-0.011526655,"('distant', 'open')",-0.2939202,-0.0115267,0.2823935
7,1.114296,1.1148933,"('insensitive', 'sensitive')",1.114296,1.1148933,0.0005973
8,0.9903568,1.0722893,"('unaffectionate', 'affectionate')",0.9903568,1.0722893,0.0819325
9,1.6470969,1.7710685,"('unaffectionate', 'caring')",1.6470969,1.7710685,0.1239716
10,1.3130734,1.1816957,"('unsympathetic', 'sympathetic')",1.3130734,1.1816957,-0.1313777
11,2.5357618,2.448799,"('unhelpful', 'helpful')",2.5357618,2.4487989,-0.0869629
12,-0.9542155,-0.9768036,"('unsupportive', 'supportive')",-0.9542155,-0.9768036,-0.0225881
13,0.3355605,0.11575882,"('impolite', 'polite')",0.3355605,0.1157588,-0.2198017
14,0.37268412,0.16491522,"('antisocial', 'social')",0.3726841,0.1649152,-0.2077689
15,0.15165792,0.11833921,"('boring', 'funny')",0.1516579,0.1183392,-0.0333187
16,-0.38077754,-0.13648894,"('unpopular', 'popular')",-0.3807775,-0.1364889,0.2442886
17,0.16814278,0.27623725,"('nasty', 'nice')",0.1681428,0.2762372,0.1080944
18,-0.27680594,-0.22132842,"('disagreeable', 'welcoming')",-0.2768059,-0.2213284,0.0554775
19,0.0072531626,0.21308313,"('inhospitable', 'hospitable')",0.0072532,0.2130831,0.2058299
20,0.47842655,0.39153188,"('rough', 'thoughtful')",0.4784265,0.3915319,-0.0868946
21,0.33942807,0.25372982,"('immoral', 'moral')",0.3394281,0.2537298,-0.0856983
22,0.13331047,0.032168694,"('untrustworthy', 'trustworthy')",0.1333105,0.0321687,-0.1011418
23,6.904971,6.9015274,"('insincere', 'sincere')",6.9049711,6.9015274,-0.0034437
24,2.110699,2.1403933,"('dishonest', 'honest')",2.1106989,2.1403933,0.0296944
25,0.37509716,0.35545394,"('egoistic', 'altruistic')",0.3750972,0.3554539,-0.0196433
26,0.012064464,-0.008011922,"('hardhearted', 'benevolent')",0.0120645,-0.0080119,-0.0200764
27,1.1601094,1.1337032,"('hardhearted', 'softhearted')",1.1601094,1.1337032,-0.0264062
28,1.054125,1.0801003,"('disloyal', 'loyal')",1.054125,1.0801003,0.0259753
29,-0.12323201,-0.20236403,"('unfair', 'fair')",-0.123232,-0.202364,-0.079132
30,1.3363333,1.0731784,"('intolerant', 'tolerant')",1.3363333,1.0731784,-0.2631549
31,-1.4100668,-1.1584728,"('evil', 'good')",-1.4100668,-1.1584728,0.251594
32,1.532625,1.4411467,"('unkind', 'kind')",1.532625,1.4411467,-0.0914783
33,-0.7429669,-0.6632605,"('wrong', 'right')",-0.7429669,-0.6632605,0.0797064
34,4.638869,4.8750076,"('mean', 'honorable')",4.6388688,4.8750076,0.2361388
35,-1.1929587,-1.062237,"('corrupt', 'incorrupt')",-1.1929587,-1.062237,0.1307217
36,-0.9857021,-0.7953108,"('hostile', 'amicable')",-0.9857021,-0.7953108,0.1903913
37,0.8579748,0.83923227,"('fake', 'genuine')",0.8579748,0.8392323,-0.0187425
