,coterra_male,coterra_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,0.43837047,0.37824872,"('unsociable', 'sociable')",0.061925568,0.012277182,-0.71064776,-0.83435947,-0.0701172,-0.1479445,-0.0778273
1,-1.3345289,-1.3654128,"('unfriendly', 'friendly')",0.3067434,0.17159627,1.5472901,1.5211077,0.1731682,0.109097,-0.0640712
2,-0.08734507,-0.024564646,"('unlikable', 'likable')",1.1405848,1.1003147,0.5900114,0.7088896,0.5477504,0.5948799,0.0471295
3,1.0423424,1.1554601,"('repellent', 'pleasant')",0.109489866,0.24078563,0.45209286,0.483234,0.5346417,0.6264932,0.0918515
4,-0.90991163,-0.97579163,"('disliked', 'liked')",0.11820261,-0.052150324,-6.5010676,-6.5010757,-2.4309255,-2.5096725,-0.078747
5,-1.6163286,-1.641171,"('distant', 'outgoing')",-0.31392896,-0.3892099,-0.18501213,-0.18395588,-0.7050899,-0.7381123,-0.0330224
6,-1.9153923,-1.952236,"('distant', 'open')",-0.8361025,-0.9691501,0.32654372,0.3411136,-0.808317,-0.8600909,-0.0517739
7,1.4126217,1.4725397,"('insensitive', 'sensitive')",1.1124712,1.2686604,0.67514926,0.7679381,1.0667474,1.1697127,0.1029653
8,-1.6253766,-1.6680719,"('unaffectionate', 'affectionate')",-0.966702,-1.1237254,0.6052,0.5873841,-0.6622929,-0.7348043,-0.0725114
9,-0.99529034,-1.0256892,"('unaffectionate', 'caring')",0.1540375,0.10081379,0.89727235,0.9221182,0.0186732,-0.0009191,-0.0195923
10,1.8311425,1.8196738,"('unsympathetic', 'sympathetic')",-0.05059322,0.00777654,-0.61342883,-0.6376151,0.3890402,0.3966117,0.0075715
11,0.6334212,0.7062886,"('unhelpful', 'helpful')",0.6572986,0.7976066,1.4481578,1.527873,0.9129592,1.0105894,0.0976302
12,0.795089,0.8298221,"('unsupportive', 'supportive')",0.7486888,0.83070236,-2.0771537,-2.0154853,-0.177792,-0.1183203,0.0594717
