,copying_male,copying_female,tuple,average_male,average_female,female-male
0,0.16180006,0.057950187,"('unsociable', 'sociable')",0.1618001,0.0579502,-0.1038499
1,1.2175413,1.32203,"('unfriendly', 'friendly')",1.2175413,1.3220299,0.1044886
2,0.24700437,0.3638116,"('unlikable', 'likable')",0.2470044,0.3638116,0.1168072
3,0.5259497,0.72167945,"('repellent', 'pleasant')",0.5259497,0.7216794,0.1957297
4,-8.088892,-7.9731483,"('disliked', 'liked')",-8.088892,-7.9731483,0.1157437
5,-0.61753476,-0.6079478,"('distant', 'outgoing')",-0.6175348,-0.6079478,0.009587
6,-0.25839844,-0.25861737,"('distant', 'open')",-0.2583984,-0.2586174,-0.000219
7,1.1324661,1.2132552,"('insensitive', 'sensitive')",1.1324661,1.2132552,0.0807891
8,1.4579113,1.3708011,"('unaffectionate', 'affectionate')",1.4579113,1.3708011,-0.0871102
9,2.037872,1.9875386,"('unaffectionate', 'caring')",2.0378721,1.9875386,-0.0503335
10,1.194552,1.1277788,"('unsympathetic', 'sympathetic')",1.1945519,1.1277788,-0.0667731
11,1.8843837,1.9142549,"('unhelpful', 'helpful')",1.8843837,1.9142549,0.0298712
12,-1.3310245,-1.2561015,"('unsupportive', 'supportive')",-1.3310245,-1.2561015,0.074923
13,0.22308426,0.15623546,"('impolite', 'polite')",0.2230843,0.1562355,-0.0668488
14,-0.0043708775,0.07868886,"('antisocial', 'social')",-0.0043709,0.0786889,0.0830598
15,0.11757046,0.110966496,"('boring', 'funny')",0.1175705,0.1109665,-0.006604
16,-0.6230348,-0.5337321,"('unpopular', 'popular')",-0.6230348,-0.5337321,0.0893027
17,0.19923139,0.19419092,"('nasty', 'nice')",0.1992314,0.1941909,-0.0050405
18,-0.95308805,-0.8363584,"('disagreeable', 'welcoming')",-0.953088,-0.8363584,0.1167296
19,-0.43908522,-0.4877565,"('inhospitable', 'hospitable')",-0.4390852,-0.4877565,-0.0486713
20,0.8302318,0.8050913,"('rough', 'thoughtful')",0.8302318,0.8050913,-0.0251405
21,-0.40527892,-0.23892525,"('immoral', 'moral')",-0.4052789,-0.2389252,0.1663537
22,-0.6165081,-0.5340534,"('untrustworthy', 'trustworthy')",-0.6165081,-0.5340534,0.0824547
23,6.911302,6.974472,"('insincere', 'sincere')",6.9113021,6.974472,0.0631699
24,1.6905515,1.706755,"('dishonest', 'honest')",1.6905515,1.706755,0.0162035
25,0.1762633,0.23046198,"('egoistic', 'altruistic')",0.1762633,0.230462,0.0541987
26,0.86054254,0.71529603,"('hardhearted', 'benevolent')",0.8605425,0.715296,-0.1452465
27,1.6764616,1.51272,"('hardhearted', 'softhearted')",1.6764616,1.51272,-0.1637416
28,1.4582204,1.3538281,"('disloyal', 'loyal')",1.4582204,1.3538281,-0.1043923
29,-0.27527678,-0.4297052,"('unfair', 'fair')",-0.2752768,-0.4297052,-0.1544284
30,1.3382739,1.2758768,"('intolerant', 'tolerant')",1.3382739,1.2758768,-0.0623971
31,-1.4597216,-1.3842047,"('evil', 'good')",-1.4597216,-1.3842047,0.0755169
32,1.4428737,1.3424306,"('unkind', 'kind')",1.4428737,1.3424306,-0.1004431
33,-0.43566185,-0.4734571,"('wrong', 'right')",-0.4356619,-0.4734571,-0.0377952
34,4.747783,4.8965187,"('mean', 'honorable')",4.7477832,4.8965187,0.1487355
35,-1.0741875,-1.2917234,"('corrupt', 'incorrupt')",-1.0741875,-1.2917234,-0.2175359
36,-0.77584636,-0.91932696,"('hostile', 'amicable')",-0.7758464,-0.919327,-0.1434806
37,0.48809052,0.51467127,"('fake', 'genuine')",0.4880905,0.5146713,0.0265808
38,-0.06945683,-0.106005386,"('untruthful', 'truthful')",-0.0694568,-0.1060054,-0.0365486
39,-0.051592827,0.019728865,"('exploitative', 'cooperative')",-0.0515928,0.0197289,0.0713217
40,-1.7252923,-1.6784705,"('stingy', 'generous')",-1.7252923,-1.6784705,0.0468218
41,0.006311387,-0.12567046,"('unforgiving', 'forgiving')",0.0063114,-0.1256705,-0.1319819
42,-2.4880192,-2.3830936,"('unreliable', 'reliable')",-2.4880192,-2.3830936,0.1049256
43,1.446771,1.3959353,"('irresponsible', 'responsible')",1.446771,1.3959353,-0.0508357
44,-1.6790305,-1.6029367,"('prejudiced', 'unprejudiced')",-1.6790305,-1.6029367,0.0760938
45,0.35398573,0.33247584,"('incompetent', 'competent')",0.3539857,0.3324758,-0.0215099
46,-0.82244086,-0.86936194,"('uncompetitive', 'competitive')",-0.8224409,-0.8693619,-0.046921
47,5.8451223,5.889283,"('stupid', 'smart')",5.8451223,5.8892832,0.0441609
48,0.8033387,0.82089883,"('unintelligent', 'intelligent')",0.8033387,0.8208988,0.0175601
49,-0.4422971,-0.23743558,"('unable', 'able')",-0.4422971,-0.2374356,0.2048615
