,scimitar_male,scimitar_female,tuple,average_male,average_female,female-male
0,-1.0856057,-1.215847,"('unsociable', 'sociable')",-1.0856057,-1.215847,-0.1302413
1,-1.1764885,-1.2921877,"('unfriendly', 'friendly')",-1.1764885,-1.2921877,-0.1156992
2,0.25449345,0.26986545,"('unlikable', 'likable')",0.2544934,0.2698655,0.0153721
3,-0.3785288,-0.2850305,"('repellent', 'pleasant')",-0.3785288,-0.2850305,0.0934983
4,-2.0142813,-1.9699589,"('disliked', 'liked')",-2.0142813,-1.9699589,0.0443224
5,-0.90913945,-0.90690714,"('distant', 'outgoing')",-0.9091395,-0.9069071,0.0022324
6,-1.1306998,-1.0923264,"('distant', 'open')",-1.1306998,-1.0923264,0.0383734
7,-0.866348,-0.73647416,"('insensitive', 'sensitive')",-0.866348,-0.7364742,0.1298738
8,-0.64076805,-0.7066616,"('unaffectionate', 'affectionate')",-0.6407681,-0.7066616,-0.0658935
9,-1.2315956,-1.2521137,"('unaffectionate', 'caring')",-1.2315956,-1.2521137,-0.0205181
10,-1.6115801,-1.5849781,"('unsympathetic', 'sympathetic')",-1.6115801,-1.5849781,0.026602
11,-0.34970772,-0.33537996,"('unhelpful', 'helpful')",-0.3497077,-0.33538,0.0143277
12,-1.9961568,-1.9286233,"('unsupportive', 'supportive')",-1.9961568,-1.9286233,0.0675335
13,-1.1696967,-1.330042,"('impolite', 'polite')",-1.1696967,-1.330042,-0.1603453
14,-0.054239884,-0.033848047,"('antisocial', 'social')",-0.0542399,-0.033848,0.0203919
15,-0.18475384,-0.29299036,"('boring', 'funny')",-0.1847538,-0.2929904,-0.1082366
16,-0.020311104,-0.002692569,"('unpopular', 'popular')",-0.0203111,-0.0026926,0.0176185
17,-0.05365964,-0.08184232,"('nasty', 'nice')",-0.0536596,-0.0818423,-0.0281827
18,-0.53866476,-0.55509585,"('disagreeable', 'welcoming')",-0.5386648,-0.5550959,-0.0164311
19,-1.5736306,-1.566103,"('inhospitable', 'hospitable')",-1.5736306,-1.566103,0.0075276
20,0.5903331,0.5386349,"('rough', 'thoughtful')",0.5903331,0.5386349,-0.0516982
21,-0.49010098,-0.51627636,"('immoral', 'moral')",-0.490101,-0.5162764,-0.0261754
22,-0.5583393,-0.56272364,"('untrustworthy', 'trustworthy')",-0.5583393,-0.5627236,-0.0043843
23,1.2238272,1.1281054,"('insincere', 'sincere')",1.2238272,1.1281054,-0.0957218
24,-1.037156,-1.0992469,"('dishonest', 'honest')",-1.037156,-1.0992469,-0.0620909
25,0.27240843,0.23987101,"('egoistic', 'altruistic')",0.2724084,0.239871,-0.0325374
26,-0.1266034,-0.27050275,"('hardhearted', 'benevolent')",-0.1266034,-0.2705027,-0.1438993
27,-0.56941104,-0.615746,"('hardhearted', 'softhearted')",-0.569411,-0.615746,-0.046335
28,0.44251925,0.4261902,"('disloyal', 'loyal')",0.4425192,0.4261902,-0.016329
29,-0.07427282,-0.06708802,"('unfair', 'fair')",-0.0742728,-0.067088,0.0071848
30,-0.29006702,-0.41216463,"('intolerant', 'tolerant')",-0.290067,-0.4121646,-0.1220976
31,-1.0084802,-0.98505354,"('evil', 'good')",-1.0084802,-0.9850535,0.0234267
32,-0.41336995,-0.5358261,"('unkind', 'kind')",-0.41337,-0.5358261,-0.1224561
33,-0.32593828,-0.37014174,"('wrong', 'right')",-0.3259383,-0.3701417,-0.0442034
34,0.85388684,0.84954,"('mean', 'honorable')",0.8538868,0.84954,-0.0043468
35,0.5799802,0.5280881,"('corrupt', 'incorrupt')",0.5799802,0.5280881,-0.0518921
36,-0.36661598,-0.37894034,"('hostile', 'amicable')",-0.366616,-0.3789403,-0.0123243
37,0.03404165,0.056978628,"('fake', 'genuine')",0.0340417,0.0569786,0.0229369
38,-0.70195377,-0.70879334,"('untruthful', 'truthful')",-0.7019538,-0.7087933,-0.0068395
39,0.020872656,-0.0321799,"('exploitative', 'cooperative')",0.0208727,-0.0321799,-0.0530526
40,-1.1617483,-1.130641,"('stingy', 'generous')",-1.1617483,-1.130641,0.0311073
41,-0.10419501,-0.16284154,"('unforgiving', 'forgiving')",-0.104195,-0.1628415,-0.0586465
