,scrap_male,scrap_female,tuple,average_male,average_female,female-male
0,0.5952173,0.5218459,"('unsociable', 'sociable')",0.5952173,0.5218459,-0.0733714
1,0.83687365,1.1255356,"('unfriendly', 'friendly')",0.8368737,1.1255356,0.2886619
2,0.049889196,0.28662756,"('unlikable', 'likable')",0.0498892,0.2866276,0.2367384
3,0.6374277,0.6492201,"('repellent', 'pleasant')",0.6374277,0.6492201,0.0117924
4,-6.585892,-6.136436,"('disliked', 'liked')",-6.5858922,-6.136436,0.4494562
5,-1.2908593,-1.246176,"('distant', 'outgoing')",-1.2908593,-1.246176,0.0446833
6,-0.708658,-0.58644736,"('distant', 'open')",-0.708658,-0.5864474,0.1222106
7,1.5283785,1.4616438,"('insensitive', 'sensitive')",1.5283785,1.4616438,-0.0667347
8,0.8953198,1.1065668,"('unaffectionate', 'affectionate')",0.8953198,1.1065668,0.211247
9,1.5674816,1.7703167,"('unaffectionate', 'caring')",1.5674816,1.7703167,0.2028351
10,1.1091697,0.9672989,"('unsympathetic', 'sympathetic')",1.1091697,0.9672989,-0.1418708
11,1.6644938,1.5662979,"('unhelpful', 'helpful')",1.6644938,1.5662979,-0.0981959
12,-1.3598964,-1.116659,"('unsupportive', 'supportive')",-1.3598964,-1.116659,0.2432374
13,-0.056502886,-0.028125715,"('impolite', 'polite')",-0.0565029,-0.0281257,0.0283772
14,0.63394505,0.64536345,"('antisocial', 'social')",0.633945,0.6453635,0.0114185
15,0.43711418,0.36557755,"('boring', 'funny')",0.4371142,0.3655775,-0.0715367
16,-0.70624036,-0.6180061,"('unpopular', 'popular')",-0.7062404,-0.6180061,0.0882343
17,-0.08671503,0.14460951,"('nasty', 'nice')",-0.086715,0.1446095,0.2313245
18,-1.0760065,-0.85377336,"('disagreeable', 'welcoming')",-1.0760065,-0.8537734,0.2222331
19,-1.4488446,-1.3272606,"('inhospitable', 'hospitable')",-1.4488446,-1.3272606,0.121584
20,0.4210206,0.34651747,"('rough', 'thoughtful')",0.4210206,0.3465175,-0.0745031
21,0.022962824,0.11357998,"('immoral', 'moral')",0.0229628,0.11358,0.0906172
22,-0.3254056,-0.28044456,"('untrustworthy', 'trustworthy')",-0.3254056,-0.2804446,0.044961
23,5.551494,5.4551644,"('insincere', 'sincere')",5.5514941,5.4551644,-0.0963297
24,1.1492957,1.0363164,"('dishonest', 'honest')",1.1492957,1.0363164,-0.1129793
25,0.65994716,0.7377347,"('egoistic', 'altruistic')",0.6599472,0.7377347,0.0777875
