,schein_male,schein_female,tuple,henry_male,henry_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9827219,-1.1472228,"('unsociable', 'sociable')",1.113342,0.9196043,0.043170597,-0.15398295,0.0579302,-0.1272005,-0.1851307
1,-1.0462847,-1.311846,"('unfriendly', 'friendly')",-1.765254,-1.9311006,1.5476975,1.3872731,-0.4212804,-0.6185579,-0.1972775
2,0.31893536,0.43113178,"('unlikable', 'likable')",0.32454884,0.39061993,0.47863784,0.57785475,0.3740407,0.4665355,0.0924948
3,-0.28373012,-0.24295552,"('repellent', 'pleasant')",0.26626247,0.34725612,0.38355508,0.4383704,0.1220291,0.1808903,0.0588612
4,0.19891565,-0.015315898,"('disliked', 'liked')",-2.115782,-2.2525563,-6.2270308,-6.4018745,-2.7146324,-2.8899155,-0.1752831
5,-0.5899895,-0.6293684,"('distant', 'outgoing')",-2.3821623,-2.3357835,-0.40374622,-0.3578157,-1.1252993,-1.1076558,0.0176435
6,-0.5774933,-0.59561354,"('distant', 'open')",-2.751502,-2.6560752,-0.20786245,-0.11071148,-1.1789525,-1.1208001,0.0581524
7,-0.69443095,-0.699032,"('insensitive', 'sensitive')",1.2210549,1.1481293,0.6155449,0.60802984,0.380723,0.3523757,-0.0283473
8,-0.20331098,-0.28642932,"('unaffectionate', 'affectionate')",-1.384287,-1.39987,0.8143502,0.69856274,-0.2577493,-0.3292455,-0.0714962
9,-0.18790361,-0.34093407,"('unaffectionate', 'caring')",-0.72369826,-0.8004652,1.0232775,0.8919109,0.0372252,-0.0831628,-0.120388
10,-1.0949875,-1.1361496,"('unsympathetic', 'sympathetic')",1.2078294,1.0464699,-0.21831647,-0.3468583,-0.0351582,-0.1455127,-0.1103545
11,-0.89101785,-0.9360227,"('unhelpful', 'helpful')",1.2088395,1.2035197,1.5915545,1.6100838,0.6364587,0.6258603,-0.0105984
12,-0.45831832,-0.4919161,"('unsupportive', 'supportive')",0.46779883,0.39573154,-1.5606003,-1.5917292,-0.5170399,-0.5626379,-0.045598
13,-0.9274973,-0.8661006,"('impolite', 'polite')",2.3643377,2.3703187,-0.025984365,0.00046236813,0.4702853,0.5015602,0.0312749
14,-0.4125426,-0.4443643,"('antisocial', 'social')",1.8524096,1.720291,-0.19183604,-0.28942913,0.4160103,0.3288325,-0.0871778
15,0.61239314,0.60087764,"('boring', 'funny')",-0.1574565,-0.17382434,0.631092,0.5918159,0.3620095,0.3396231,-0.0223864
16,-0.36743742,-0.48961958,"('unpopular', 'popular')",-2.16915,-2.1939638,0.027243912,0.07493389,-0.8364479,-0.8695498,-0.0331019
17,-1.3522705,-1.2487042,"('nasty', 'nice')",-0.9189507,-0.8903442,-0.5813416,-0.5363297,-0.9508543,-0.8917927,0.0590616
18,-0.8726268,-0.8247232,"('disagreeable', 'welcoming')",-0.8665595,-0.89033145,-0.7846853,-0.82271785,-0.8412906,-0.8459241,-0.0046335
19,-0.34090608,-0.26403883,"('inhospitable', 'hospitable')",-0.76568866,-0.63571113,-0.15263581,-0.013415893,-0.4197435,-0.3043886,0.1153549
20,0.11802739,0.16095068,"('rough', 'thoughtful')",0.51278543,0.45517176,1.069391,0.96149915,0.5667346,0.5258739,-0.0408607
21,-0.7860721,-0.7787204,"('immoral', 'moral')",2.2375212,2.1547604,-0.46107322,-0.53282166,0.3301253,0.2810728,-0.0490525
22,-0.19398431,-0.20315073,"('untrustworthy', 'trustworthy')",0.5067803,0.3877147,-0.7047939,-0.85678846,-0.130666,-0.2240748,-0.0934088
23,-0.06569185,-0.18268946,"('insincere', 'sincere')",1.6948574,1.5983284,5.445691,5.390975,2.3582856,2.2688713,-0.0894143
24,-0.6263787,-0.61938775,"('dishonest', 'honest')",1.0675317,1.1548082,0.37285206,0.3106703,0.271335,0.2820302,0.0106952
25,0.009399011,-0.042534493,"('egoistic', 'altruistic')",-1.5378621,-1.4689201,1.1620661,1.1369905,-0.1221323,-0.1248213,-0.002689
26,-0.11727499,-0.36875024,"('hardhearted', 'benevolent')",0.2511746,0.07075166,1.734327,1.6369481,0.6227422,0.4463165,-0.1764257
27,-0.58578193,-0.55222464,"('hardhearted', 'softhearted')",-0.8230913,-0.7846037,1.0837878,1.026386,-0.1083618,-0.1034808,0.004881
28,-0.52142125,-0.81159556,"('disloyal', 'loyal')",0.6655951,0.4347868,0.84124607,0.60279787,0.3284733,0.0753297,-0.2531436
29,-0.5089406,-0.5595702,"('unfair', 'fair')",-0.8780141,-0.8176023,-0.6797372,-0.7885282,-0.6888973,-0.7219002,-0.0330029
30,0.025262402,-0.07515576,"('intolerant', 'tolerant')",1.5472404,1.4840181,1.0909468,1.0305471,0.8878165,0.8131365,-0.07468
31,0.09604452,0.055014912,"('evil', 'good')",-2.894255,-2.8040233,-1.0866764,-1.1093102,-1.2949622,-1.2861062,0.008856
32,-1.0006793,-1.1583811,"('unkind', 'kind')",0.5934357,0.51090926,0.86604285,0.6853871,0.1529331,0.0126384,-0.1402947
33,0.42026427,0.32967857,"('wrong', 'right')",-0.07396611,-0.10853294,-0.43193266,-0.4542392,-0.0285448,-0.0776979,-0.0491531
34,-0.8907322,-0.78992474,"('mean', 'honorable')",0.11039483,0.24738513,5.2496023,5.469939,1.489755,1.6424665,0.1527115
35,0.5081015,0.41761723,"('corrupt', 'incorrupt')",-1.7670066,-1.7337849,-0.44336888,-0.5350316,-0.5674247,-0.6170665,-0.0496418
36,0.26656395,0.02373725,"('hostile', 'amicable')",-2.6638997,-2.8066456,0.017460626,-0.12101841,-0.7932917,-0.9679756,-0.1746839
37,0.2749217,0.2785744,"('fake', 'genuine')",1.1934077,1.1934178,0.4491923,0.4188492,0.6391739,0.6302805,-0.0088934
38,-0.43965274,-0.5686279,"('untruthful', 'truthful')",-0.90525776,-0.97285515,-0.25798225,-0.24916801,-0.5342976,-0.5968837,-0.0625861
39,0.4333517,0.5208506,"('exploitative', 'cooperative')",1.3472085,1.4269352,0.6061458,0.6046403,0.7955687,0.8508087,0.05524
40,0.73851687,0.5773863,"('stingy', 'generous')",0.049572673,-0.061906707,-1.8776339,-1.9461807,-0.3631815,-0.4769003,-0.1137188
41,0.1059223,-0.038405564,"('unforgiving', 'forgiving')",-0.25015223,-0.4146915,0.075615354,-0.04644975,-0.0228715,-0.1665156,-0.1436441
42,0.077607065,0.25387582,"('unreliable', 'reliable')",-0.6816333,-0.5800395,-3.5945506,-3.4561229,-1.3995256,-1.2607622,0.1387634
43,-0.7626836,-0.6090037,"('irresponsible', 'responsible')",1.7576995,1.8385786,0.7487085,0.8001732,0.5812414,0.6765827,0.0953413
44,-0.25610638,-0.044569317,"('prejudiced', 'unprejudiced')",-0.428742,-0.35993874,-1.6696149,-1.5850568,-0.7848211,-0.6631883,0.1216328
45,-0.040831152,-0.19017656,"('incompetent', 'competent')",1.5473398,1.3826684,0.14074713,0.058512315,0.5490852,0.4170014,-0.1320838
46,-1.0029272,-1.0481039,"('uncompetitive', 'competitive')",1.791114,1.6990628,-0.13985097,-0.23078029,0.2161119,0.1400595,-0.0760524
47,-0.46191993,-0.29825056,"('stupid', 'smart')",0.24506396,0.35491243,4.5497966,4.7222204,1.4443135,1.5929608,0.1486473
48,-1.1824613,-1.2212079,"('unintelligent', 'intelligent')",0.90869755,0.8239591,0.24978283,0.20678663,-0.0079936,-0.0634874,-0.0554938
49,-1.1648453,-0.963179,"('unable', 'able')",-0.58763444,-0.6326974,-0.26320356,-0.21792182,-0.6718945,-0.6045994,0.0672951
50,0.1438298,0.12904556,"('clumsy', 'skillful')",-0.79062957,-0.9009749,0.21362239,0.19336589,-0.1443925,-0.1928545,-0.048462
51,0.08384113,-0.049428143,"('uneducated', 'educated')",1.2434771,1.1788715,0.37932387,0.33456528,0.5688807,0.4880029,-0.0808778
52,0.16630171,0.032186214,"('irrational', 'rational')",-2.1840672,-2.1981215,0.15219577,0.056653477,-0.6218566,-0.7030939,-0.0812373
53,-1.2370659,-1.2819318,"('uncreative', 'creative')",-1.3288503,-1.3185467,0.35423556,0.3001372,-0.7372268,-0.7667804,-0.0295536
54,-0.4677021,-0.47189045,"('incapable', 'capable')",-0.90376693,-0.9373191,1.0253234,1.0411046,-0.1153819,-0.1227016,-0.0073197
55,-0.1070136,-0.06234121,"('incompetent', 'clever')",2.3502555,2.2586255,0.22711602,0.14847545,0.8234526,0.7815866,-0.041866
56,-0.46612224,-0.4076159,"('impractical', 'practical')",2.5448656,2.5485694,-0.2123954,-0.26936457,0.622116,0.623863,0.001747
57,-0.6945792,-0.8034373,"('unimaginative', 'imaginative')",0.33990866,0.17703515,-2.2156022,-2.3641822,-0.8567576,-0.9968615,-0.1401039
58,0.5157603,0.5351164,"('undiscriminating', 'discriminating')",0.30594784,0.21896505,0.053523242,-0.012173142,0.2917438,0.2473028,-0.044441
59,0.83798057,0.8385814,"('foolish', 'wise')",-0.78777564,-0.74730724,0.07382939,0.120843746,0.0413448,0.070706,0.0293612
60,-1.2775604,-1.1218495,"('inefficient', 'efficient')",3.2558374,3.275396,-0.08329943,0.0068404935,0.6316592,0.720129,0.0884698
61,-1.0564727,-1.0783032,"('illogical', 'logical')",0.443513,0.36956176,0.2554047,0.106698245,-0.119185,-0.2006811,-0.0814961
62,-0.004399093,0.13792829,"('incompetent', 'brilliant')",1.6116537,1.6466974,0.33494902,0.42789805,0.6474012,0.7375079,0.0901067
63,-0.38252866,-0.45188826,"('unperceptive', 'insightful')",0.01732066,-0.082190916,0.8664158,0.92576784,0.1670693,0.1305629,-0.0365064
64,-0.48986134,-0.42999858,"('shy', 'confident')",0.20274761,0.16141085,-6.222926,-6.2589765,-2.1700133,-2.1758547,-0.0058414
65,-0.982939,-0.94545424,"('insecure', 'secure')",2.1725812,2.1660166,-0.31938833,-0.3053491,0.2900846,0.3050711,0.0149865
66,-0.2972015,-0.31626642,"('inactive', 'active')",-1.2686412,-1.2590317,0.116539516,0.18622705,-0.4831011,-0.4630237,0.0200774
67,0.5180621,0.6416511,"('doubtful', 'determined')",1.2537079,1.3197944,-0.018481199,0.055421226,0.5844296,0.6722889,0.0878593
68,-0.7729287,-0.7244842,"('dependent', 'independent')",0.44286725,0.5055392,-0.8863363,-0.8683156,-0.4054659,-0.3624202,0.0430457
