,rollins_male,rollins_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.6626512,1.6406031,"('unsociable', 'sociable')",-0.33483446,-0.5578789,0.6639084,0.541362,-0.1225464
1,0.85244465,0.774084,"('unfriendly', 'friendly')",1.6847188,1.6281282,1.2685817,1.2011061,-0.0674756
2,0.6632392,0.6912116,"('unlikable', 'likable')",-0.05839348,0.049581707,0.3024229,0.3703966,0.0679737
3,0.69010794,0.89121187,"('repellent', 'pleasant')",0.017812036,0.10583253,0.35396,0.4985222,0.1445622
4,-1.9710826,-2.091818,"('disliked', 'liked')",-6.732839,-6.8321223,-4.3519607,-4.4619703,-0.1100096
5,-1.4869931,-1.5775032,"('distant', 'outgoing')",-0.44149384,-0.3583584,-0.9642435,-0.9679308,-0.0036873
6,-1.6390009,-1.6969395,"('distant', 'open')",0.09436075,0.17091861,-0.7723201,-0.7630104,0.0093097
7,2.3151193,2.412058,"('insensitive', 'sensitive')",0.84953415,0.9116147,1.5823267,1.6618364,0.0795097
8,-0.55346096,-0.63792986,"('unaffectionate', 'affectionate')",1.0844004,1.0152677,0.2654697,0.1886689,-0.0768008
9,0.9072943,0.9212821,"('unaffectionate', 'caring')",1.1380732,1.1355727,1.0226837,1.0284274,0.0057437
10,2.5005767,2.6960113,"('unsympathetic', 'sympathetic')",-0.23245922,-0.3419786,1.1340587,1.1770164,0.0429577
11,0.8413005,1.0335639,"('unhelpful', 'helpful')",1.7687758,1.8480262,1.3050382,1.4407949,0.1357567
12,1.2333227,1.3263282,"('unsupportive', 'supportive')",-1.7338285,-1.7607089,-0.2502529,-0.2171904,0.0330625
13,1.4701444,1.434642,"('impolite', 'polite')",-0.6359578,-0.70317525,0.4170933,0.3657334,-0.0513599
14,2.2997825,2.3246882,"('antisocial', 'social')",-0.7095493,-0.78310007,0.7951166,0.770794,-0.0243226
15,-0.10577618,-0.2220855,"('boring', 'funny')",0.38538024,0.41360402,0.139802,0.0957593,-0.0440427
16,-2.0048366,-1.9952391,"('unpopular', 'popular')",0.18196225,0.23324919,-0.9114372,-0.880995,0.0304422
