,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,female-male
0,0.36329198,0.21310377,"('unsociable', 'sociable')",1.1640762,1.1163783,1.7827243,1.7507396,-0.5866812,-0.74300176,-0.4159124,-0.5234428,0.4614998,0.3627554,-0.0987444
1,-0.31016287,-0.26273996,"('unfriendly', 'friendly')",1.5560275,1.6895659,-1.0424379,-0.85599643,-1.7369294,-1.6134181,1.703265,1.5692859,0.0339525,0.1053395,0.071387
2,1.0854723,1.1556066,"('unlikable', 'likable')",0.28119388,0.27658546,1.382645,1.4451089,1.0276809,1.0457995,0.6751559,0.7323159,0.8904296,0.9310833,0.0406537
3,-0.7643431,-0.8070594,"('repellent', 'pleasant')",-1.7620587,-1.6685622,0.29907548,0.2899434,-1.1079311,-1.1651504,-0.03531471,-0.034411576,-0.6741145,-0.6770481,-0.0029336
4,-0.7129331,-0.6260876,"('disliked', 'liked')",-1.1452591,-1.0305412,-0.93033195,-0.8896024,-0.15904859,-0.03032324,-5.9516253,-5.895907,-1.7798397,-1.6944923,0.0853474
5,-0.5945416,-0.34531626,"('distant', 'outgoing')",0.90432405,1.068802,-1.016371,-0.7247389,-0.89193636,-0.58213377,-0.18622711,-0.17336802,-0.3569504,-0.151351,0.2055994
6,-0.5408912,-0.26981452,"('distant', 'open')",0.60678834,0.8099345,-1.0490113,-0.7174563,-1.1049857,-0.7163065,0.12849024,0.13575548,-0.3919219,-0.1515775,0.2403444
7,0.2383195,0.16119307,"('insensitive', 'sensitive')",0.0924478,0.1558276,0.8112067,0.84940964,-0.48472255,-0.54752713,0.36845928,0.3645228,0.2051421,0.1966852,-0.0084569
8,-0.35229218,-0.26447564,"('unaffectionate', 'affectionate')",0.26620415,0.33402488,-1.9323431,-1.7869997,-1.8897818,-1.8003149,0.65864754,0.57535255,-0.6499131,-0.5884826,0.0614305
9,0.45289066,0.4993913,"('unaffectionate', 'caring')",0.6949099,0.7468279,-1.1341718,-0.96345365,-1.8738129,-1.7984356,0.8664553,0.7890633,-0.1987458,-0.1453214,0.0534244
10,0.21939561,0.09974365,"('unsympathetic', 'sympathetic')",0.23818791,0.23807903,0.85347736,0.8036305,-1.1066705,-1.3061272,-0.4784505,-0.45801386,-0.054812,-0.1245376,-0.0697256
11,0.84597135,0.7756257,"('unhelpful', 'helpful')",1.003402,0.96089447,1.486604,1.4710376,-0.7830394,-0.9879495,1.9270333,1.9027741,0.8959943,0.8244764,-0.0715179
12,0.94451904,1.1121829,"('unsupportive', 'supportive')",0.9401145,1.078566,0.55741537,0.844611,-0.79103434,-0.6922434,-1.6367211,-1.5366203,0.0028587,0.1612992,0.1584405
13,1.492921,1.3567816,"('impolite', 'polite')",1.8653414,1.7703397,1.376628,1.3964503,0.47918555,0.31335628,-0.31051445,-0.3341304,0.9807123,0.9005596,-0.0801527
14,0.66101426,0.5763712,"('antisocial', 'social')",0.5918364,0.53845525,1.8567828,1.754058,-0.08751746,-0.2529035,-0.74759865,-0.7876269,0.4549035,0.3656708,-0.0892327
15,0.24970585,0.22437778,"('boring', 'funny')",1.1023219,1.120721,0.5179582,0.5262542,0.42570648,0.46121556,0.5177788,0.50869805,0.5626942,0.5682533,0.0055591
16,-0.82683855,-0.83083344,"('unpopular', 'popular')",-1.2004602,-1.1070173,-0.58547634,-0.55549276,-0.006485168,0.02186519,0.31592312,0.3356493,-0.4606674,-0.4271658,0.0335016
17,-0.8891367,-0.8119493,"('nasty', 'nice')",-0.62387437,-0.5097594,-0.42350882,-0.2803446,-0.41329548,-0.35673553,-0.5277406,-0.44589132,-0.5755112,-0.4809361,0.0945751
18,1.2295496,1.3499048,"('disagreeable', 'welcoming')",0.49374437,0.5943868,0.64413345,0.8053005,-0.63084733,-0.5910614,-0.23167755,-0.2709103,0.3009805,0.3775241,0.0765436
19,-0.6095612,-0.47217354,"('inhospitable', 'hospitable')",0.053929843,0.18737575,-1.2841214,-1.0767928,-0.14122462,0.0043283775,0.12163662,0.1843229,-0.3718681,-0.2345879,0.1372802
20,0.32819378,0.32184988,"('rough', 'thoughtful')",-0.7729329,-0.6841557,0.8236233,0.7973785,-0.58736366,-0.6462175,0.60606253,0.5512339,0.0795166,0.0680178,-0.0114988
21,0.4868111,0.3673039,"('immoral', 'moral')",1.0066819,0.90340453,1.6664773,1.580381,0.054842666,-0.17809743,-0.7095612,-0.72302693,0.5010504,0.389993,-0.1110574
22,-0.0045442497,-0.0038496535,"('untrustworthy', 'trustworthy')",0.090388045,0.05835279,1.9972284,1.9908844,0.6610718,0.5499068,-0.7561561,-0.7913004,0.3975976,0.3607988,-0.0367988
23,0.4835437,0.3674792,"('insincere', 'sincere')",0.6969176,0.6870581,0.67895365,0.6935414,-1.0947044,-1.310649,5.2959037,5.1016498,1.2121228,1.1078159,-0.1043069
