,smoke_male,smoke_female,tuple,average_male,average_female,female-male
0,0.32391152,0.23094869,"('unsociable', 'sociable')",0.3239115,0.2309487,-0.0929628
1,1.0084502,1.2204962,"('unfriendly', 'friendly')",1.0084502,1.2204962,0.212046
2,0.2850642,0.5044266,"('unlikable', 'likable')",0.2850642,0.5044266,0.2193624
3,0.880359,1.0211478,"('repellent', 'pleasant')",0.880359,1.0211478,0.1407888
4,-7.176215,-7.0731955,"('disliked', 'liked')",-7.1762152,-7.0731955,0.1030197
5,-0.7395707,-0.48564276,"('distant', 'outgoing')",-0.7395707,-0.4856428,0.2539279
6,-0.3381179,-0.1558881,"('distant', 'open')",-0.3381179,-0.1558881,0.1822298
7,1.5529163,1.5820738,"('insensitive', 'sensitive')",1.5529163,1.5820738,0.0291575
8,1.0906235,1.0789925,"('unaffectionate', 'affectionate')",1.0906235,1.0789925,-0.011631
9,1.3463565,1.3989917,"('unaffectionate', 'caring')",1.3463565,1.3989917,0.0526352
10,1.8288224,1.6336714,"('unsympathetic', 'sympathetic')",1.8288224,1.6336714,-0.195151
11,1.9204853,1.9169118,"('unhelpful', 'helpful')",1.9204853,1.9169118,-0.0035735
12,-1.0727813,-0.938569,"('unsupportive', 'supportive')",-1.0727813,-0.938569,0.1342123
13,0.16950399,0.14884734,"('impolite', 'polite')",0.169504,0.1488473,-0.0206567
14,0.27126604,0.229359,"('antisocial', 'social')",0.271266,0.229359,-0.041907
15,0.19004525,0.2499766,"('boring', 'funny')",0.1900453,0.2499766,0.0599313
16,-0.9763351,-0.7689603,"('unpopular', 'popular')",-0.9763351,-0.7689603,0.2073748
17,-0.09499073,-0.121098034,"('nasty', 'nice')",-0.0949907,-0.121098,-0.0261073
18,-0.81431586,-0.6036917,"('disagreeable', 'welcoming')",-0.8143159,-0.6036917,0.2106242
19,-0.4704944,-0.37422448,"('inhospitable', 'hospitable')",-0.4704944,-0.3742245,0.0962699
20,0.5847165,0.5280365,"('rough', 'thoughtful')",0.5847165,0.5280365,-0.05668
21,0.18339118,0.27160668,"('immoral', 'moral')",0.1833912,0.2716067,0.0882155
22,0.077070236,0.105513036,"('untrustworthy', 'trustworthy')",0.0770702,0.105513,0.0284428
23,6.177177,6.2907815,"('insincere', 'sincere')",6.177177,6.2907815,0.1136045
24,1.8681875,1.8753507,"('dishonest', 'honest')",1.8681875,1.8753507,0.0071632
25,0.059080124,0.19852278,"('egoistic', 'altruistic')",0.0590801,0.1985228,0.1394427
26,0.5887191,0.38501346,"('hardhearted', 'benevolent')",0.5887191,0.3850135,-0.2037056
27,1.8112185,1.6518193,"('hardhearted', 'softhearted')",1.8112185,1.6518193,-0.1593992
