,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.4621115,-1.6283133,"('unsociable', 'sociable')",-0.35046512,-0.6007399,-0.9062883,-1.1145266,-0.2082383
1,-1.1036946,-1.1880455,"('unfriendly', 'friendly')",1.4352176,1.320218,0.1657615,0.0660862,-0.0996753
2,0.76077825,0.88083357,"('unlikable', 'likable')",0.6443576,0.7926606,0.7025679,0.8367471,0.1341792
3,-1.1230379,-1.0468488,"('repellent', 'pleasant')",0.08798489,0.048858643,-0.5175265,-0.4989951,0.0185314
4,1.1550908,1.118523,"('disliked', 'liked')",-5.5965943,-5.6194916,-2.2207518,-2.2504842,-0.0297324
5,1.0752935,1.1542531,"('distant', 'outgoing')",-0.13504517,-0.031103302,0.4701242,0.5615749,0.0914507
6,0.9097668,1.0186565,"('distant', 'open')",0.033398166,0.09723891,0.4715825,0.5579477,0.0863652
7,-0.7604356,-0.8178525,"('insensitive', 'sensitive')",0.41279393,0.36598694,-0.1738208,-0.2259328,-0.052112
8,0.123331726,0.14762428,"('unaffectionate', 'affectionate')",0.80546594,0.77860993,0.4643988,0.4631171,-0.0012817
9,0.024052009,8.119643e-05,"('unaffectionate', 'caring')",1.1176007,1.08275,0.5708264,0.5414156,-0.0294108
10,-1.9851521,-2.1015067,"('unsympathetic', 'sympathetic')",0.14883296,-0.029893965,-0.9181596,-1.0657003,-0.1475407
11,-1.3442483,-1.3585904,"('unhelpful', 'helpful')",1.8720721,1.9135462,0.2639119,0.2774779,0.013566
12,-0.9675772,-0.93330705,"('unsupportive', 'supportive')",-1.3427404,-1.3349817,-1.1551588,-1.1341443,0.0210145
13,-0.52490497,-0.64448893,"('impolite', 'polite')",-0.3961056,-0.47393468,-0.4605053,-0.5592118,-0.0987065
14,-1.1954356,-1.2507055,"('antisocial', 'social')",-0.55980796,-0.6991025,-0.8776218,-0.974904,-0.0972822
15,0.008905726,-0.0181913,"('boring', 'funny')",0.24342436,0.2787338,0.126165,0.1302712,0.0041062
16,0.37539685,0.41747025,"('unpopular', 'popular')",0.69447905,0.6865919,0.534938,0.5520311,0.0170931
17,-0.24898115,-0.1808133,"('nasty', 'nice')",-0.3487111,-0.270042,-0.2988461,-0.2254277,0.0734184
18,-0.06333291,-0.039637487,"('disagreeable', 'welcoming')",-0.6182886,-0.6758889,-0.3408107,-0.3577632,-0.0169525
19,0.51453245,0.5622505,"('inhospitable', 'hospitable')",-0.0070162015,0.13234723,0.2537581,0.3472989,0.0935408
20,-0.37529355,-0.33592618,"('rough', 'thoughtful')",1.4464129,1.3394097,0.5355597,0.5017418,-0.0338179
21,-1.1736029,-1.2933944,"('immoral', 'moral')",-0.41112882,-0.51793116,-0.7923659,-0.9056628,-0.1132969
22,-0.73116267,-0.7757765,"('untrustworthy', 'trustworthy')",-0.9891474,-1.0670266,-0.860155,-0.9214016,-0.0612466
23,-1.6260015,-1.7803277,"('insincere', 'sincere')",5.001624,4.8663673,1.6878114,1.5430198,-0.1447916
24,-0.18872379,-0.27370337,"('dishonest', 'honest')",0.60700655,0.57816815,0.2091414,0.1522324,-0.056909
25,0.44211555,0.42701316,"('egoistic', 'altruistic')",1.348878,1.343421,0.8954968,0.8852171,-0.0102797
26,0.56489635,0.47245958,"('hardhearted', 'benevolent')",1.7659389,1.6525825,1.1654177,1.0625211,-0.1028966
27,-0.40202454,-0.3288332,"('hardhearted', 'softhearted')",1.1907266,1.1295447,0.3943511,0.4003558,0.0060047
28,-0.28590757,-0.51356626,"('disloyal', 'loyal')",0.7781521,0.60061556,0.2461223,0.0435247,-0.2025976
29,0.19093537,0.16351527,"('unfair', 'fair')",-0.6038959,-0.7374691,-0.2064803,-0.2869769,-0.0804966
30,-0.6078691,-0.6723423,"('intolerant', 'tolerant')",1.1783553,1.0708278,0.2852431,0.1992428,-0.0860003
31,0.6504161,0.7628319,"('evil', 'good')",-1.1293395,-1.1032481,-0.2394617,-0.1702081,0.0692536
32,-0.6096459,-0.7167325,"('unkind', 'kind')",0.7487959,0.59244883,0.069575,-0.0621418,-0.1317168
33,0.6402358,0.5786901,"('wrong', 'right')",-0.5715537,-0.53129005,0.034341,0.0237,-0.010641
34,-1.0028732,-0.89568293,"('mean', 'honorable')",5.6071863,5.7175765,2.3021564,2.4109468,0.1087904
35,1.1902949,1.2102426,"('corrupt', 'incorrupt')",-0.3220537,-0.33750585,0.4341206,0.4363684,0.0022478
36,0.4500415,0.45658284,"('hostile', 'amicable')",0.009164512,-0.14015073,0.229603,0.1582161,-0.0713869
37,-0.04120058,-0.06852233,"('fake', 'genuine')",0.5144918,0.53047997,0.2366456,0.2309788,-0.0056668
38,-0.41675404,-0.41497287,"('untruthful', 'truthful')",0.25340733,0.27656436,-0.0816734,-0.0692043,0.0124691
39,0.44692332,0.41414273,"('exploitative', 'cooperative')",0.021881849,0.032844447,0.2344026,0.2234936,-0.010909
40,0.15766755,0.10204008,"('stingy', 'generous')",-1.2815468,-1.4188775,-0.5619397,-0.6584187,-0.096479
41,-0.57119286,-0.6117841,"('unforgiving', 'forgiving')",-0.109084204,-0.21509916,-0.3401385,-0.4134416,-0.0733031
42,0.3731594,0.45807114,"('unreliable', 'reliable')",-2.729106,-2.6053178,-1.1779733,-1.0736233,0.10435
43,-1.4271816,-1.3876604,"('irresponsible', 'responsible')",0.5009149,0.5108774,-0.4631334,-0.4383915,0.0247419
44,0.68268013,0.7735459,"('prejudiced', 'unprejudiced')",-1.7065505,-1.6071572,-0.5119352,-0.4168057,0.0951295
45,-0.4947411,-0.6184577,"('incompetent', 'competent')",-0.022275152,-0.1103778,-0.2585081,-0.3644177,-0.1059096
46,-1.4778532,-1.5475354,"('uncompetitive', 'competitive')",-0.09899294,-0.21544789,-0.7884231,-0.8814917,-0.0930686
47,-0.9056212,-0.8247984,"('stupid', 'smart')",4.450321,4.5285993,1.7723501,1.8519005,0.0795504
48,-1.3494561,-1.4630047,"('unintelligent', 'intelligent')",0.9223057,0.83748525,-0.2135752,-0.3127597,-0.0991845
49,-0.49531588,-0.44910797,"('unable', 'able')",0.040476598,0.114218265,-0.2274196,-0.1674449,0.0599747
50,0.8090568,0.8650857,"('clumsy', 'skillful')",0.49096024,0.48457626,0.6500086,0.674831,0.0248224
51,-0.25334945,-0.3835745,"('uneducated', 'educated')",0.7471353,0.6015605,0.2468929,0.108993,-0.1378999
52,-0.016158078,-0.15582164,"('irrational', 'rational')",0.18915054,0.10530853,0.0864962,-0.0252566,-0.1117528
53,-0.43642014,-0.44465697,"('uncreative', 'creative')",0.72554076,0.6817206,0.1445603,0.1185318,-0.0260285
54,0.0021372885,0.032580905,"('incapable', 'capable')",0.88086385,1.005898,0.4415006,0.5192394,0.0777388
55,-0.800615,-0.8871606,"('incompetent', 'clever')",0.33118832,0.20192707,-0.2347133,-0.3426168,-0.1079035
56,-0.67913806,-0.7639321,"('impractical', 'practical')",0.21295483,0.18037334,-0.2330916,-0.2917794,-0.0586878
57,-1.2925315,-1.4044039,"('unimaginative', 'imaginative')",-2.098493,-2.2100656,-1.6955123,-1.8072348,-0.1117225
58,-0.7172706,-0.7390331,"('undiscriminating', 'discriminating')",0.1699222,0.10192613,-0.2736742,-0.3185535,-0.0448793
59,0.9995472,1.0328199,"('foolish', 'wise')",0.32988232,0.3597671,0.6647148,0.6962935,0.0315787
60,-0.69423604,-0.7775402,"('inefficient', 'efficient')",0.16874897,0.19186169,-0.2627435,-0.2928393,-0.0300958
61,-0.6762546,-0.7973048,"('illogical', 'logical')",0.4074282,0.20194063,-0.1344132,-0.2976821,-0.1632689
62,-0.8306552,-0.7812067,"('incompetent', 'brilliant')",0.589981,0.7225673,-0.1203371,-0.0293197,0.0910174
63,-1.4298288,-1.4059134,"('unperceptive', 'insightful')",1.2375863,1.2669089,-0.0961213,-0.0695022,0.0266191
64,-0.0020243954,-0.07486634,"('shy', 'confident')",-5.849835,-5.8847184,-2.9259295,-2.9797924,-0.0538629
65,-1.2885561,-1.4550897,"('insecure', 'secure')",-0.5440537,-0.6657506,-0.9163049,-1.0604202,-0.1441153
66,0.3457769,0.4090943,"('inactive', 'active')",0.6547669,0.67572373,0.5002719,0.542409,0.0421371
67,0.013949104,0.007219717,"('doubtful', 'determined')",-0.56950045,-0.5335246,-0.2777757,-0.2631524,0.0146233
68,-0.44236517,-0.49212268,"('dependent', 'independent')",-0.23209344,-0.30989912,-0.3372293,-0.4010109,-0.0637816
69,1.6453807,1.7263434,"('lazy', 'industrious')",-0.45680088,-0.3697628,0.5942899,0.6782903,0.0840004
70,-1.0010583,-0.935479,"('lethargic', 'energetic')",0.67383695,0.7014242,-0.1636107,-0.1170274,0.0465833
71,0.34049928,0.34761637,"('diffident', 'self-confident')",0.601153,0.60161173,0.4708261,0.4746141,0.003788
72,-1.0574132,-1.0315242,"('unambitious', 'ambitious')",-0.9355054,-0.9076217,-0.9964593,-0.9695729,0.0268864
73,1.3484902,1.4277683,"('helpless', 'self-reliant')",-2.5107908,-2.3745546,-0.5811503,-0.4733931,0.1077572
74,0.457959,0.44393256,"('undedicated', 'dedicated')",0.18444796,0.1191002,0.3212035,0.2815164,-0.0396871
75,0.76673853,0.8997239,"('meek', 'impulsive')",-0.34231395,-0.14952919,0.2122123,0.3750973,0.162885
76,-0.5065021,-0.40556172,"('anxious', 'daring')",0.23948696,0.3684327,-0.1335076,-0.0185645,0.1149431
77,-0.20618936,-0.2791348,"('unmotivated', 'motivated')",-0.6466049,-0.6508022,-0.4263971,-0.4649685,-0.0385714
78,-0.58666813,-0.5425693,"('nonresilient', 'resilient')",0.82326496,0.84016097,0.1182984,0.1487958,0.0304974
79,0.62269145,0.64480513,"('wavering', 'unwavering')",0.1185542,0.20528404,0.3706228,0.4250446,0.0544218
80,-0.34830204,-0.39533725,"('dominated', 'dominating')",-1.0357037,-1.041038,-0.6920028,-0.7181876,-0.0261848
81,-1.2389604,-1.3410549,"('submissive', 'aggressive')",-0.6810697,-0.6866225,-0.9600151,-1.0138388,-0.0538237
82,-0.2584659,-0.24343354,"('poor', 'rich')",5.2354064,5.2440677,2.4884703,2.5003171,0.0118468
83,-0.64087874,-0.7189412,"('powerless', 'powerful')",-0.6677938,-0.7578878,-0.6543363,-0.7384145,-0.0840782
84,0.12949823,0.055301633,"('inferior', 'superior')",1.1444238,1.103223,0.636961,0.5792623,-0.0576987
85,1.6554002,1.7396126,"('insignificant', 'prestigious')",0.6936771,0.78799045,1.1745386,1.2638016,0.089263
86,-1.4385874,-1.6478808,"('uninfluential', 'influential')",0.21014789,-0.06400408,-0.6142198,-0.8559424,-0.2417226
87,0.48108384,0.40241233,"('unsuccessful', 'successful')",1.2432357,1.2706597,0.8621598,0.836536,-0.0256238
88,-0.52915275,-0.5641247,"('low', 'eminent')",0.23279245,0.23382406,-0.1481802,-0.1651503,-0.0169701
