,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,female-male
0,-1.2523055,-1.2554896,"('unsociable', 'sociable')",-0.40907472,-0.36153066,-0.40014136,-0.4830246,-0.6871738,-0.7000149,-0.0128411
1,0.26891652,0.21500756,"('unfriendly', 'friendly')",1.2843704,1.3003521,1.8964815,1.8842448,1.1499228,1.1332014,-0.0167214
2,0.7232369,0.83316505,"('unlikable', 'likable')",0.40105373,0.5131568,0.65047807,0.78373617,0.5915896,0.7100194,0.1184298
3,-0.5040431,-0.42759094,"('repellent', 'pleasant')",-0.5393415,-0.41838327,0.43971133,0.5094535,-0.2012244,-0.1121736,0.0890508
4,-0.30648264,-0.32483822,"('disliked', 'liked')",0.4849315,0.43272814,-7.2074103,-7.3042665,-2.3429872,-2.3987921,-0.0558049
5,-0.09172894,-0.13480777,"('distant', 'outgoing')",0.626123,0.6662017,-0.36944452,-0.29471904,0.0549832,0.0788916,0.0239084
6,0.093306884,0.076686725,"('distant', 'open')",0.4353051,0.49532348,0.29697725,0.35236022,0.2751964,0.3081235,0.0329271
7,0.59192353,0.6402334,"('insensitive', 'sensitive')",0.3029385,0.4027364,0.07938365,0.15694223,0.3247486,0.3999707,0.0752221
8,0.23268865,0.23869932,"('unaffectionate', 'affectionate')",0.30855975,0.20726034,0.6605545,0.64416736,0.400601,0.3633757,-0.0372253
9,0.7992371,0.79763776,"('unaffectionate', 'caring')",0.43900448,0.40629125,1.1405911,1.1767392,0.7929443,0.7935561,0.0006118
10,-0.08320739,0.030917957,"('unsympathetic', 'sympathetic')",-1.225226,-1.0743493,-0.49960506,-0.43452498,-0.6026795,-0.4926521,0.1100274
11,-0.31888866,-0.29136413,"('unhelpful', 'helpful')",-0.19498494,-0.06799648,1.4053252,1.4730963,0.2971505,0.3712452,0.0740947
12,0.46678576,0.5540699,"('unsupportive', 'supportive')",-0.10965067,0.050010126,-2.3017087,-2.2608924,-0.6481912,-0.5522708,0.0959204
13,-0.58669895,-0.6353829,"('impolite', 'polite')",-0.016722893,0.080551945,-0.47236466,-0.46607012,-0.3585955,-0.3403004,0.0182951
14,-0.3711497,-0.35859585,"('antisocial', 'social')",-0.363787,-0.34968686,-0.4543185,-0.48893002,-0.3964184,-0.3990709,-0.0026525
15,0.21811038,0.09155213,"('boring', 'funny')",0.27776742,0.1518671,0.2218943,0.18171634,0.2392574,0.1417119,-0.0975455
16,-0.9143595,-0.9971274,"('unpopular', 'popular')",0.042687535,-0.027656155,0.08840102,0.043202177,-0.2610903,-0.3271938,-0.0661035
17,-0.40032792,-0.38326883,"('nasty', 'nice')",0.18283212,0.12870923,-0.23993368,-0.1571015,-0.1524765,-0.1372204,0.0152561
18,0.64104056,0.7003876,"('disagreeable', 'welcoming')",0.39692697,0.4676225,-0.55194247,-0.56854993,0.1620084,0.1998201,0.0378117
19,0.46868345,0.4947195,"('inhospitable', 'hospitable')",-0.17586291,-0.120663226,-0.45889884,-0.32628435,-0.0553594,0.015924,0.0712834
20,0.34251702,0.38732794,"('rough', 'thoughtful')",-0.40002894,-0.37857878,0.6159412,0.5972374,0.1861431,0.2019955,0.0158524
21,-0.0090270415,0.017858703,"('immoral', 'moral')",-0.40159273,-0.29616624,-1.0847186,-1.0078714,-0.4984461,-0.4287263,0.0697198
22,-0.3220543,-0.26959366,"('untrustworthy', 'trustworthy')",-0.18016851,-0.1114414,-0.6775211,-0.7060583,-0.393248,-0.3623645,0.0308835
