,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.55738527,-0.6902442,"('unsociable', 'sociable')",0.44462463,0.2995129,-0.0850911,-0.24102354,-0.28873968,-0.37606227,-0.1216478,-0.2519543,-0.1303065
1,0.9751423,0.9390214,"('unfriendly', 'friendly')",0.67289317,0.7306798,-0.24182008,-0.31016803,2.8361638,2.6442974,1.0605948,1.0009576,-0.0596372
2,1.5119569,1.5666126,"('unlikable', 'likable')",1.7357341,1.8317963,1.6744914,1.7681336,1.0875944,1.1482507,1.5024443,1.5786983,0.076254
3,-1.8104153,-1.714972,"('repellent', 'pleasant')",-0.64449865,-0.63751477,0.27983484,0.31488374,0.017665196,0.060129285,-0.5393535,-0.4943685,0.044985
4,0.56960005,0.51695,"('disliked', 'liked')",-0.17716879,-0.24584192,-0.32126495,-0.3915829,-6.4504924,-6.5778866,-1.5948315,-1.6745903,-0.0797588
5,1.4058845,1.5033953,"('distant', 'outgoing')",0.124187425,0.2852219,0.28182822,0.44821677,0.47896022,0.41601226,0.5727151,0.6632116,0.0904965
6,1.5103314,1.6508874,"('distant', 'open')",0.342914,0.53921,-0.1417143,0.024653353,1.109735,1.037558,0.7053165,0.8130772,0.1077607
7,-0.61594296,-0.5960966,"('insensitive', 'sensitive')",-0.3091951,-0.2400218,-1.2705224,-1.2609186,0.5478573,0.58533937,-0.4119508,-0.3779244,0.0340264
8,0.39591578,0.3759863,"('unaffectionate', 'affectionate')",0.8828456,0.9551677,0.21383938,0.13987342,1.6585591,1.5136385,0.7877899,0.7461665,-0.0416234
9,0.33548468,0.29728073,"('unaffectionate', 'caring')",0.45828542,0.4431187,0.108051375,0.034216378,2.0034063,1.901336,0.7263069,0.6689879,-0.057319
10,-1.1804037,-1.2008588,"('unsympathetic', 'sympathetic')",-0.21351275,-0.26654857,-1.4128877,-1.4632139,-0.8009606,-0.71077955,-0.9019412,-0.9103502,-0.008409
11,-1.0861034,-1.1890186,"('unhelpful', 'helpful')",-0.91788465,-0.9822887,-0.8715908,-0.9611669,1.6242719,1.7171819,-0.3128268,-0.3538231,-0.0409963
12,0.122432,0.138706,"('unsupportive', 'supportive')",0.47914377,0.65419716,-0.91467696,-0.81758904,-1.8138028,-1.7877883,-0.531726,-0.4531185,0.0786075
13,-1.0786719,-1.1551937,"('impolite', 'polite')",-0.66187423,-0.70293176,-0.80223906,-0.8084142,-0.6399926,-0.5835437,-0.7956945,-0.8125209,-0.0168264
14,-0.46468616,-0.5431166,"('antisocial', 'social')",1.2446601,1.1561122,0.33676568,0.22808257,-0.7561606,-0.77862597,0.0901448,0.015613,-0.0745318
15,1.3373559,1.3036562,"('boring', 'funny')",0.42386687,0.39476103,-0.14237261,-0.08083835,0.86864495,0.82430106,0.6218737,0.61047,-0.0114037
16,0.002079457,0.029952656,"('unpopular', 'popular')",0.61795837,0.7135826,0.33186346,0.43650937,1.1327436,1.0473609,0.5211612,0.5568514,0.0356902
17,-0.35430312,-0.30866402,"('nasty', 'nice')",-0.11112171,-0.0056020394,-0.20407945,-0.10043429,-0.811684,-0.749521,-0.3702971,-0.2910553,0.0792418
18,0.14403334,0.124591365,"('disagreeable', 'welcoming')",0.72293794,0.896749,-0.3028888,-0.33552063,0.071100175,-0.036586322,0.1587957,0.1623084,0.0035127
19,1.0576985,1.1516578,"('inhospitable', 'hospitable')",-0.61458,-0.5090763,-0.54467547,-0.45285463,0.21487564,0.22899927,0.0283297,0.1046815,0.0763518
20,-0.20878243,-0.25186524,"('rough', 'thoughtful')",1.27528,1.3421289,0.026452148,-0.015877241,0.9275029,0.8562817,0.5051131,0.482667,-0.0224461
21,-0.9055489,-0.9487043,"('immoral', 'moral')",0.36080134,0.22955886,-1.7905397,-1.8174385,-1.1050805,-1.0494252,-0.8600919,-0.8965023,-0.0364104
22,-0.83062106,-0.87626326,"('untrustworthy', 'trustworthy')",-0.27633658,-0.42696837,-1.0743662,-1.1207145,-1.1122108,-1.1903933,-0.8233837,-0.9035848,-0.0802011
23,-0.7946321,-0.86263204,"('insincere', 'sincere')",-0.31278467,-0.30982092,-1.5133507,-1.5981506,5.957146,5.909215,0.8340946,0.7846528,-0.0494418
24,-0.44675702,-0.40985525,"('dishonest', 'honest')",0.08950032,0.034834307,-1.309337,-1.3423749,1.0445302,0.9904039,-0.1555159,-0.181748,-0.0262321
25,0.82686186,0.8732106,"('egoistic', 'altruistic')",0.69017816,0.79166067,0.8757366,0.9670611,1.8637868,1.8117894,1.0641408,1.1109304,0.0467896
26,1.2957059,1.1606984,"('hardhearted', 'benevolent')",2.8239808,2.7548563,1.8695941,1.6862396,1.927141,1.7607062,1.9791055,1.840625,-0.1384805
27,-0.14648645,-0.120367505,"('hardhearted', 'softhearted')",-0.34173337,-0.14708011,-0.7824373,-0.6847524,1.7132956,1.6031936,0.1106596,0.1627484,0.0520888
28,-0.006069107,-0.15169933,"('disloyal', 'loyal')",0.2825037,0.07587683,-0.87512714,-1.0802981,1.1526394,0.98484594,0.1384867,-0.0428187,-0.1813054
29,0.35031027,0.41678226,"('unfair', 'fair')",0.016152903,0.031955406,-0.9730335,-0.8792935,-0.2755127,-0.4264775,-0.2205207,-0.2142583,0.0062624
30,0.2357,0.1610238,"('intolerant', 'tolerant')",0.41310337,0.3348022,-0.3555944,-0.36979076,0.95953655,1.0188241,0.3131864,0.2862148,-0.0269716
31,0.7502466,0.85502446,"('evil', 'good')",-0.0310121,0.04275977,0.6190794,0.6745111,-0.33494842,-0.54413605,0.2508413,0.2570398,0.0061985
