,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0408692,-1.2365948,"('unsociable', 'sociable')",-0.23292604,-0.42764917,-0.6368976,-0.832122,-0.1952244
1,-0.65419924,-1.0378011,"('unfriendly', 'friendly')",1.0597547,0.9083574,0.2027777,-0.0647219,-0.2674996
2,0.28076845,0.21150835,"('unlikable', 'likable')",1.0466174,1.1277901,0.663693,0.6696492,0.0059562
3,-0.7482786,-0.7242353,"('repellent', 'pleasant')",0.9742546,0.92778474,0.112988,0.1017747,-0.0112133
4,0.7331517,0.62492394,"('disliked', 'liked')",-7.056787,-7.1993165,-3.1618176,-3.2871962,-0.1253786
5,0.44427937,0.37060824,"('distant', 'outgoing')",-0.80484045,-0.69546735,-0.1802805,-0.1624296,0.0178509
6,0.5296219,0.47235703,"('distant', 'open')",-0.7747735,-0.63617766,-0.1225758,-0.0819103,0.0406655
7,-1.0249323,-0.9801592,"('insensitive', 'sensitive')",0.049199972,0.03193465,-0.4878661,-0.4741123,0.0137538
8,-0.5110231,-0.8010676,"('unaffectionate', 'affectionate')",0.515112,0.48822975,0.0020444,-0.1564189,-0.1584633
9,-0.61278635,-0.8777282,"('unaffectionate', 'caring')",0.8891494,0.922285,0.1381815,0.0222784,-0.1159031
10,-1.368356,-1.4149529,"('unsympathetic', 'sympathetic')",-0.3195545,-0.34666574,-0.8439553,-0.8808093,-0.036854
11,-1.2704855,-1.3951633,"('unhelpful', 'helpful')",1.7130152,1.8145815,0.2212648,0.2097091,-0.0115557
12,-0.6215576,-0.58892256,"('unsupportive', 'supportive')",-2.3699422,-2.3755968,-1.49575,-1.4822596,0.0134904
13,-0.7323121,-0.68353146,"('impolite', 'polite')",-0.7545094,-0.7027556,-0.7434107,-0.6931435,0.0502672
14,-0.9164982,-0.87727946,"('antisocial', 'social')",0.053620886,-0.09325997,-0.4314387,-0.4852697,-0.053831
15,0.9459402,0.85292745,"('boring', 'funny')",0.19763227,0.1791926,0.5717862,0.51606,-0.0557262
16,-0.12876025,-0.37738925,"('unpopular', 'popular')",0.18409514,0.08355158,0.0276674,-0.1469188,-0.1745862
17,-0.37316802,-0.33996844,"('nasty', 'nice')",-0.36848155,-0.34347472,-0.3708248,-0.3417216,0.0291032
18,-0.123820215,-0.02360229,"('disagreeable', 'welcoming')",-0.9503011,-0.9112756,-0.5370607,-0.467439,0.0696217
19,0.1289311,0.09267963,"('inhospitable', 'hospitable')",-0.6435519,-0.4964803,-0.2573104,-0.2019003,0.0554101
20,-0.5643416,-0.5041076,"('rough', 'thoughtful')",1.1181167,1.0560393,0.2768876,0.2759659,-0.0009217
21,-0.65636945,-0.72222763,"('immoral', 'moral')",-0.19970617,-0.17550823,-0.4280378,-0.4488679,-0.0208301
22,-0.669166,-0.63632596,"('untrustworthy', 'trustworthy')",-0.79693246,-0.8492491,-0.7330493,-0.7427875,-0.0097382
