,everybody_male,everybody_female,tuple,average_male,average_female,female-male
0,0.29202604,0.058326613,"('unsociable', 'sociable')",0.292026,0.0583266,-0.2336994
1,1.5066005,1.4396126,"('unfriendly', 'friendly')",1.5066005,1.4396126,-0.0669879
2,0.62233424,0.7105001,"('unlikable', 'likable')",0.6223342,0.7105001,0.0881659
3,0.8203087,0.77703714,"('repellent', 'pleasant')",0.8203087,0.7770371,-0.0432716
4,-6.672455,-6.570474,"('disliked', 'liked')",-6.6724548,-6.5704741,0.1019807
5,0.15306501,0.2699753,"('distant', 'outgoing')",0.153065,0.2699753,0.1169103
6,0.18085396,0.2933627,"('distant', 'open')",0.180854,0.2933627,0.1125087
7,0.43465668,0.36769158,"('insensitive', 'sensitive')",0.4346567,0.3676916,-0.0669651
8,0.98158044,0.97763395,"('unaffectionate', 'affectionate')",0.9815804,0.977634,-0.0039464
9,1.7440429,1.7840905,"('unaffectionate', 'caring')",1.7440429,1.7840905,0.0400476
10,0.99242294,0.96789145,"('unsympathetic', 'sympathetic')",0.9924229,0.9678915,-0.0245314
11,2.6885395,2.6799078,"('unhelpful', 'helpful')",2.6885395,2.6799078,-0.0086317
12,-1.5320002,-1.5443633,"('unsupportive', 'supportive')",-1.5320002,-1.5443633,-0.0123631
13,0.64294565,0.50487876,"('impolite', 'polite')",0.6429456,0.5048788,-0.1380668
14,-0.3631209,-0.59732157,"('antisocial', 'social')",-0.3631209,-0.5973216,-0.2342007
15,1.0942264,1.0410402,"('boring', 'funny')",1.0942264,1.0410402,-0.0531862
16,-0.025019685,-0.018384676,"('unpopular', 'popular')",-0.0250197,-0.0183847,0.006635
17,0.10972696,0.16653179,"('nasty', 'nice')",0.109727,0.1665318,0.0568048
18,-0.71205306,-0.87004936,"('disagreeable', 'welcoming')",-0.7120531,-0.8700494,-0.1579963
19,-0.0069338493,0.14587495,"('inhospitable', 'hospitable')",-0.0069338,0.1458749,0.1528087
20,0.50903296,0.31724453,"('rough', 'thoughtful')",0.509033,0.3172445,-0.1917885
21,0.23752356,0.21040373,"('immoral', 'moral')",0.2375236,0.2104037,-0.0271199
22,0.14012466,0.09072932,"('untrustworthy', 'trustworthy')",0.1401247,0.0907293,-0.0493954
23,6.630625,6.5440598,"('insincere', 'sincere')",6.6306248,6.5440598,-0.086565
24,1.8949018,1.8629152,"('dishonest', 'honest')",1.8949018,1.8629152,-0.0319866
25,0.2994415,0.19037592,"('egoistic', 'altruistic')",0.2994415,0.1903759,-0.1090656
26,0.31738108,0.29173508,"('hardhearted', 'benevolent')",0.3173811,0.2917351,-0.025646
27,1.0960227,0.95931494,"('hardhearted', 'softhearted')",1.0960227,0.9593149,-0.1367078
28,1.1520282,1.129374,"('disloyal', 'loyal')",1.1520282,1.129374,-0.0226542
29,-0.64327145,-0.732811,"('unfair', 'fair')",-0.6432714,-0.732811,-0.0895396
30,1.1419734,1.0682427,"('intolerant', 'tolerant')",1.1419734,1.0682427,-0.0737307
31,-1.4540062,-1.3557359,"('evil', 'good')",-1.4540062,-1.3557359,0.0982703
32,1.3735946,1.3902277,"('unkind', 'kind')",1.3735946,1.3902277,0.0166331
33,-0.33036497,-0.27440572,"('wrong', 'right')",-0.330365,-0.2744057,0.0559593
34,4.5221114,4.636422,"('mean', 'honorable')",4.5221114,4.6364222,0.1143108
35,-1.0355002,-1.0657487,"('corrupt', 'incorrupt')",-1.0355002,-1.0657487,-0.0302485
36,-0.75123733,-0.7227703,"('hostile', 'amicable')",-0.7512373,-0.7227703,0.028467
37,0.4692981,0.4767473,"('fake', 'genuine')",0.4692981,0.4767473,0.0074492
38,0.31725234,0.41879374,"('untruthful', 'truthful')",0.3172523,0.4187937,0.1015414
39,0.14300095,0.08209568,"('exploitative', 'cooperative')",0.1430009,0.0820957,-0.0609052
40,-1.9669696,-2.1537366,"('stingy', 'generous')",-1.9669696,-2.1537366,-0.186767
41,-0.12360865,-0.084168635,"('unforgiving', 'forgiving')",-0.1236086,-0.0841686,0.03944
42,-2.1853807,-2.2579875,"('unreliable', 'reliable')",-2.1853807,-2.2579875,-0.0726068
43,1.2467897,1.1776046,"('irresponsible', 'responsible')",1.2467897,1.1776046,-0.0691851
44,-1.2866333,-1.3281958,"('prejudiced', 'unprejudiced')",-1.2866333,-1.3281958,-0.0415625
45,0.21515745,0.20373577,"('incompetent', 'competent')",0.2151574,0.2037358,-0.0114216
46,-0.31247738,-0.38796446,"('uncompetitive', 'competitive')",-0.3124774,-0.3879645,-0.0754871
47,5.24429,5.449602,"('stupid', 'smart')",5.2442899,5.4496021,0.2053122
48,0.58515567,0.39567214,"('unintelligent', 'intelligent')",0.5851557,0.3956721,-0.1894836
49,0.13057312,0.29909384,"('unable', 'able')",0.1305731,0.2990938,0.1685207
50,0.041732036,0.030894557,"('clumsy', 'skillful')",0.041732,0.0308946,-0.0108374
51,0.5301248,0.5034419,"('uneducated', 'educated')",0.5301248,0.5034419,-0.0266829
52,-0.53754735,-0.53112155,"('irrational', 'rational')",-0.5375473,-0.5311216,0.0064257
53,0.26816043,0.28773025,"('uncreative', 'creative')",0.2681604,0.2877302,0.0195698
54,1.2836615,1.4975199,"('incapable', 'capable')",1.2836615,1.4975199,0.2138584
55,0.61290675,0.44792607,"('incompetent', 'clever')",0.6129068,0.4479261,-0.1649807
56,1.0687021,0.97665066,"('impractical', 'practical')",1.0687021,0.9766507,-0.0920514
57,-2.5012414,-2.4738328,"('unimaginative', 'imaginative')",-2.5012414,-2.4738328,0.0274086
58,-0.10221964,-0.14754826,"('undiscriminating', 'discriminating')",-0.1022196,-0.1475483,-0.0453287
59,0.07333063,0.23501188,"('foolish', 'wise')",0.0733306,0.2350119,0.1616813
60,0.87355596,0.7260561,"('inefficient', 'efficient')",0.873556,0.7260561,-0.1474999
61,0.23575908,-0.01233232,"('illogical', 'logical')",0.2357591,-0.0123323,-0.2480914
62,1.4034668,1.3880292,"('incompetent', 'brilliant')",1.4034668,1.3880292,-0.0154376
63,0.85133463,0.7982311,"('unperceptive', 'insightful')",0.8513346,0.7982311,-0.0531035
64,-5.618139,-5.617052,"('shy', 'confident')",-5.6181388,-5.6170521,0.0010867
65,0.587228,0.4597055,"('insecure', 'secure')",0.587228,0.4597055,-0.1275225
66,-0.3127104,-0.3071052,"('inactive', 'active')",-0.3127104,-0.3071052,0.0056052
67,-0.7439146,-0.62447566,"('doubtful', 'determined')",-0.7439146,-0.6244757,0.1194389
68,-0.39155477,-0.4338967,"('dependent', 'independent')",-0.3915548,-0.4338967,-0.0423419
69,-1.8531544,-1.785782,"('lazy', 'industrious')",-1.8531544,-1.785782,0.0673724
70,1.3725061,1.2812166,"('lethargic', 'energetic')",1.3725061,1.2812166,-0.0912895
71,0.699365,0.7154864,"('diffident', 'self-confident')",0.699365,0.7154864,0.0161214
72,0.6096017,0.6953051,"('unambitious', 'ambitious')",0.6096017,0.6953051,0.0857034
73,-2.798767,-2.806051,"('helpless', 'self-reliant')",-2.7987671,-2.806051,-0.0072839
74,0.115409955,0.033071537,"('undedicated', 'dedicated')",0.11541,0.0330715,-0.0823385
75,-0.5267846,-0.26931956,"('meek', 'impulsive')",-0.5267846,-0.2693196,0.257465
76,0.7140704,0.6042462,"('anxious', 'daring')",0.7140704,0.6042462,-0.1098242
77,-1.127978,-1.1516179,"('unmotivated', 'motivated')",-1.127978,-1.1516179,-0.0236399
78,-0.4014291,-0.48534977,"('nonresilient', 'resilient')",-0.4014291,-0.4853498,-0.0839207
79,0.07488494,0.22230715,"('wavering', 'unwavering')",0.0748849,0.2223071,0.1474222
80,-0.29996455,-0.3880114,"('dominated', 'dominating')",-0.2999645,-0.3880114,-0.0880469
81,0.22041018,0.19920655,"('submissive', 'aggressive')",0.2204102,0.1992065,-0.0212037
82,6.9841228,7.0038543,"('poor', 'rich')",6.9841228,7.0038543,0.0197315
83,-0.5942757,-0.5418053,"('powerless', 'powerful')",-0.5942757,-0.5418053,0.0524704
84,0.2635054,0.32284564,"('inferior', 'superior')",0.2635054,0.3228456,0.0593402
85,-0.90715814,-0.9049088,"('insignificant', 'prestigious')",-0.9071581,-0.9049088,0.0022493
86,0.4561832,0.500213,"('uninfluential', 'influential')",0.4561832,0.500213,0.0440298
87,0.20431669,0.26156208,"('unsuccessful', 'successful')",0.2043167,0.2615621,0.0572454
88,0.7254784,0.7204565,"('low', 'eminent')",0.7254784,0.7204565,-0.0050219
