,plover_male,plover_female,tuple,average_male,average_female,female-male
0,-0.48904133,-0.4950216,"('unsociable', 'sociable')",-0.4890413,-0.4950216,-0.0059803
1,-0.7230496,-1.1810739,"('unfriendly', 'friendly')",-0.7230496,-1.1810739,-0.4580243
2,-0.23803364,-0.1331627,"('unlikable', 'likable')",-0.2380336,-0.1331627,0.1048709
3,-0.6066937,-0.41155356,"('repellent', 'pleasant')",-0.6066937,-0.4115536,0.1951401
4,-1.9405174,-2.1074545,"('disliked', 'liked')",-1.9405174,-2.1074545,-0.1669371
5,-1.2605643,-1.4446447,"('distant', 'outgoing')",-1.2605643,-1.4446447,-0.1840804
6,-1.0477002,-1.2861712,"('distant', 'open')",-1.0477002,-1.2861712,-0.238471
7,-0.057833187,0.052042004,"('insensitive', 'sensitive')",-0.0578332,0.052042,0.1098752
8,-0.3265767,-0.5359872,"('unaffectionate', 'affectionate')",-0.3265767,-0.5359872,-0.2094105
9,-0.72986925,-0.9361086,"('unaffectionate', 'caring')",-0.7298692,-0.9361086,-0.2062394
10,-0.5423263,-0.51893204,"('unsympathetic', 'sympathetic')",-0.5423263,-0.518932,0.0233943
11,-0.2062471,-0.19710058,"('unhelpful', 'helpful')",-0.2062471,-0.1971006,0.0091465
12,-1.1761668,-1.2273765,"('unsupportive', 'supportive')",-1.1761668,-1.2273765,-0.0512097
13,-0.34387976,-0.255681,"('impolite', 'polite')",-0.3438798,-0.255681,0.0881988
14,0.15648386,0.4485282,"('antisocial', 'social')",0.1564839,0.4485282,0.2920443
15,0.7287561,0.59778726,"('boring', 'funny')",0.7287561,0.5977873,-0.1309688
16,-0.6819248,-0.9039287,"('unpopular', 'popular')",-0.6819248,-0.9039287,-0.2220039
17,-0.011464268,0.0006649345,"('nasty', 'nice')",-0.0114643,0.0006649,0.0121292
18,-0.856757,-0.81268466,"('disagreeable', 'welcoming')",-0.856757,-0.8126847,0.0440723
19,-1.1249413,-1.2229316,"('inhospitable', 'hospitable')",-1.1249413,-1.2229316,-0.0979903
20,0.03015174,0.026621494,"('rough', 'thoughtful')",0.0301517,0.0266215,-0.0035302
21,-1.0133432,-0.71190894,"('immoral', 'moral')",-1.0133432,-0.7119089,0.3014343
22,0.9531666,0.8590962,"('untrustworthy', 'trustworthy')",0.9531666,0.8590962,-0.0940704
23,1.6021178,1.5826995,"('insincere', 'sincere')",1.6021178,1.5826995,-0.0194183
24,0.25736928,0.1468902,"('dishonest', 'honest')",0.2573693,0.1468902,-0.1104791
25,0.18706451,-0.04549098,"('egoistic', 'altruistic')",0.1870645,-0.045491,-0.2325555
26,0.5394966,0.2652385,"('hardhearted', 'benevolent')",0.5394966,0.2652385,-0.2742581
27,0.24703999,-0.023492914,"('hardhearted', 'softhearted')",0.24704,-0.0234929,-0.2705329
28,0.119807556,0.002714483,"('disloyal', 'loyal')",0.1198076,0.0027145,-0.1170931
29,-0.005872057,-0.097563684,"('unfair', 'fair')",-0.0058721,-0.0975637,-0.0916916
30,0.60720354,0.72875106,"('intolerant', 'tolerant')",0.6072035,0.7287511,0.1215476
31,-0.42961,-0.57711166,"('evil', 'good')",-0.42961,-0.5771117,-0.1475017
32,-0.3911197,-0.58612037,"('unkind', 'kind')",-0.3911197,-0.5861204,-0.1950007
33,-0.06030075,-0.09874678,"('wrong', 'right')",-0.0603007,-0.0987468,-0.0384461
34,0.9288673,0.9430667,"('mean', 'honorable')",0.9288673,0.9430667,0.0141994
35,0.38382187,0.07737408,"('corrupt', 'incorrupt')",0.3838219,0.0773741,-0.3064478
36,-0.25723428,-0.5877154,"('hostile', 'amicable')",-0.2572343,-0.5877154,-0.3304811
37,0.48973304,0.5357263,"('fake', 'genuine')",0.489733,0.5357263,0.0459933
38,-0.4881128,-0.63445735,"('untruthful', 'truthful')",-0.4881128,-0.6344573,-0.1463445
39,0.22743449,0.40229586,"('exploitative', 'cooperative')",0.2274345,0.4022959,0.1748614
40,-0.6625475,-0.78181535,"('stingy', 'generous')",-0.6625475,-0.7818154,-0.1192679
41,1.2654027,1.1693052,"('unforgiving', 'forgiving')",1.2654027,1.1693052,-0.0960975
42,-0.24294847,-0.18853267,"('unreliable', 'reliable')",-0.2429485,-0.1885327,0.0544158
43,-0.5388974,-0.5595877,"('irresponsible', 'responsible')",-0.5388974,-0.5595877,-0.0206903
44,-0.26712105,-0.17403564,"('prejudiced', 'unprejudiced')",-0.267121,-0.1740356,0.0930854
45,0.8271837,0.8334194,"('incompetent', 'competent')",0.8271837,0.8334194,0.0062357
46,-0.3296272,-0.2869187,"('uncompetitive', 'competitive')",-0.3296272,-0.2869187,0.0427085
47,1.4933666,1.5912871,"('stupid', 'smart')",1.4933666,1.5912871,0.0979205
48,-0.67218536,-0.63360673,"('unintelligent', 'intelligent')",-0.6721854,-0.6336067,0.0385787
49,-0.85823226,-0.7361458,"('unable', 'able')",-0.8582323,-0.7361458,0.1220865
50,-0.3897843,-0.5131717,"('clumsy', 'skillful')",-0.3897843,-0.5131717,-0.1233874
51,-0.4921599,-0.42433468,"('uneducated', 'educated')",-0.4921599,-0.4243347,0.0678252
52,-0.9781524,-1.1209452,"('irrational', 'rational')",-0.9781524,-1.1209452,-0.1427928
53,-0.94618356,-1.216701,"('uncreative', 'creative')",-0.9461836,-1.216701,-0.2705174
54,-0.42010984,-0.62332684,"('incapable', 'capable')",-0.4201098,-0.6233268,-0.203217
55,0.5408212,0.71668977,"('incompetent', 'clever')",0.5408212,0.7166898,0.1758686
56,0.50255156,0.6241709,"('impractical', 'practical')",0.5025516,0.6241709,0.1216193
57,-0.23164973,-0.37035185,"('unimaginative', 'imaginative')",-0.2316497,-0.3703519,-0.1387022
58,0.1868736,0.2580817,"('undiscriminating', 'discriminating')",0.1868736,0.2580817,0.0712081
59,-0.41888618,-0.4708681,"('foolish', 'wise')",-0.4188862,-0.4708681,-0.0519819
60,-0.40643814,-0.06932638,"('inefficient', 'efficient')",-0.4064381,-0.0693264,0.3371117
61,-0.2117191,-0.32563928,"('illogical', 'logical')",-0.2117191,-0.3256393,-0.1139202
62,0.19260019,0.41155443,"('incompetent', 'brilliant')",0.1926002,0.4115544,0.2189542
63,-0.226005,-0.26101226,"('unperceptive', 'insightful')",-0.226005,-0.2610123,-0.0350073
64,-2.4019432,-2.2440977,"('shy', 'confident')",-2.4019432,-2.2440977,0.1578455
65,0.08898676,0.26940176,"('insecure', 'secure')",0.0889868,0.2694018,0.180415
66,-0.84263575,-0.8962164,"('inactive', 'active')",-0.8426358,-0.8962164,-0.0535806
67,-0.31306833,-0.011188619,"('doubtful', 'determined')",-0.3130683,-0.0111886,0.3018797
68,-0.9359797,-0.80490327,"('dependent', 'independent')",-0.9359797,-0.8049033,0.1310764
69,-0.9195447,-0.9539875,"('lazy', 'industrious')",-0.9195447,-0.9539875,-0.0344428
70,0.6349387,0.6293346,"('lethargic', 'energetic')",0.6349387,0.6293346,-0.0056041
71,-0.47209248,-0.6613294,"('diffident', 'self-confident')",-0.4720925,-0.6613294,-0.1892369
72,-0.75178695,-0.70918274,"('unambitious', 'ambitious')",-0.7517869,-0.7091827,0.0426042
73,-0.8988919,-0.88993543,"('helpless', 'self-reliant')",-0.8988919,-0.8899354,0.0089565
74,-0.4459588,-0.35978845,"('undedicated', 'dedicated')",-0.4459588,-0.3597884,0.0861704
75,0.224021,0.117293455,"('meek', 'impulsive')",0.224021,0.1172935,-0.1067275
76,0.24716467,0.44533652,"('anxious', 'daring')",0.2471647,0.4453365,0.1981718
77,-1.6210161,-1.4197756,"('unmotivated', 'motivated')",-1.6210161,-1.4197756,0.2012405
78,-0.63548386,-0.9092067,"('nonresilient', 'resilient')",-0.6354839,-0.9092067,-0.2737228
79,-0.26156706,-0.5256662,"('wavering', 'unwavering')",-0.2615671,-0.5256662,-0.2640991
80,0.96242183,0.94649327,"('dominated', 'dominating')",0.9624218,0.9464933,-0.0159285
81,-0.5943349,-0.2924882,"('submissive', 'aggressive')",-0.5943349,-0.2924882,0.3018467
82,1.8130952,1.8179649,"('poor', 'rich')",1.8130952,1.8179649,0.0048697
83,-0.24760471,-0.17495038,"('powerless', 'powerful')",-0.2476047,-0.1749504,0.0726543
84,-0.053763196,-0.053930543,"('inferior', 'superior')",-0.0537632,-0.0539305,-0.0001673
85,-1.18533,-1.4954513,"('insignificant', 'prestigious')",-1.18533,-1.4954513,-0.3101213
86,-0.74645156,-0.90547085,"('uninfluential', 'influential')",-0.7464516,-0.9054708,-0.1590192
87,-0.46698967,-0.56509256,"('unsuccessful', 'successful')",-0.4669897,-0.5650926,-0.0981029
88,-1.4226111,-1.4563746,"('low', 'eminent')",-1.4226111,-1.4563746,-0.0337635
