,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.0341896,0.90058863,"('unsociable', 'sociable')",-0.061251495,-0.30642292,0.486469,0.2970828,-0.1893862
1,0.22757551,0.06141345,"('unfriendly', 'friendly')",0.64854264,0.5225884,0.4380591,0.2920009,-0.1460582
2,1.1047865,1.0397491,"('unlikable', 'likable')",0.5787426,0.52066225,0.8417646,0.7802057,-0.0615589
3,-0.245512,-0.117331535,"('repellent', 'pleasant')",0.8133157,0.7859925,0.2839018,0.3343305,0.0504287
4,-0.9539259,-1.0739267,"('disliked', 'liked')",-5.986268,-6.089589,-3.4700971,-3.581758,-0.1116609
5,-0.68878835,-0.7692789,"('distant', 'outgoing')",-0.9755199,-0.97072005,-0.8321542,-0.8699995,-0.0378453
6,-0.78046954,-0.8251578,"('distant', 'open')",-1.1653403,-1.173209,-0.9729049,-0.9991834,-0.0262785
7,0.86365587,0.9770001,"('insensitive', 'sensitive')",-0.069814384,-0.09042758,0.3969207,0.4432863,0.0463656
8,-0.054723665,-0.06679204,"('unaffectionate', 'affectionate')",-0.042008653,-0.043225817,-0.0483662,-0.0550089,-0.0066427
9,0.3538053,0.30769822,"('unaffectionate', 'caring')",0.17372377,0.14656319,0.2637645,0.2271307,-0.0366338
10,0.224507,0.2589654,"('unsympathetic', 'sympathetic')",-0.70675844,-0.77426696,-0.2411257,-0.2576508,-0.0165251
11,0.26673764,0.318603,"('unhelpful', 'helpful')",1.3186431,1.3180921,0.7926904,0.8183476,0.0256572
12,0.42215008,0.5167567,"('unsupportive', 'supportive')",-2.1236043,-2.1446147,-0.8507271,-0.813929,0.0367981
13,-0.10454445,-0.113002755,"('impolite', 'polite')",-1.2113684,-1.2638545,-0.6579564,-0.6884286,-0.0304722
14,1.9224195,1.8343024,"('antisocial', 'social')",0.4473891,0.29919654,1.1849043,1.0667495,-0.1181548
15,0.38505554,0.28816417,"('boring', 'funny')",-0.02371103,-0.024735708,0.1806723,0.1317142,-0.0489581
16,-1.5665983,-1.610905,"('unpopular', 'popular')",0.6158189,0.5597938,-0.4753897,-0.5255556,-0.0501659
17,-1.9756975,-1.9485666,"('nasty', 'nice')",-0.50630194,-0.45372024,-1.2409997,-1.2011434,0.0398563
18,-1.0005547,-1.0940299,"('disagreeable', 'welcoming')",-0.8643298,-0.9769711,-0.9324422,-1.0355005,-0.1030583
19,-0.6128965,-0.607802,"('inhospitable', 'hospitable')",-0.7325797,-0.7155661,-0.6727381,-0.661684,0.0110541
20,0.6876763,0.7204664,"('rough', 'thoughtful')",1.2091877,1.186278,0.948432,0.9533722,0.0049402
21,1.0432864,1.007773,"('immoral', 'moral')",-0.027545609,-0.16019551,0.5078704,0.4237888,-0.0840816
22,0.34479392,0.30178455,"('untrustworthy', 'trustworthy')",-0.662052,-0.79673105,-0.158629,-0.2474733,-0.0888443
23,0.6975817,0.70018023,"('insincere', 'sincere')",5.0169406,4.914951,2.8572612,2.8075655,-0.0496957
24,1.0917381,1.0721202,"('dishonest', 'honest')",0.14495453,0.083030716,0.6183463,0.5775754,-0.0407709
25,0.39248782,0.306209,"('egoistic', 'altruistic')",0.86004364,0.87659,0.6262658,0.5913995,-0.0348663
26,1.2803081,1.1251869,"('hardhearted', 'benevolent')",1.4825411,1.4697205,1.3814247,1.2974536,-0.0839711
27,-0.15981773,-0.14825344,"('hardhearted', 'softhearted')",0.5215892,0.50673544,0.1808857,0.179241,-0.0016447
28,0.61810595,0.5033974,"('disloyal', 'loyal')",0.9456937,0.7784233,0.7818998,0.6409104,-0.1409894
29,-0.5317484,-0.5700691,"('unfair', 'fair')",-0.26324308,-0.4063173,-0.3974957,-0.4881932,-0.0906975
30,1.5841081,1.581016,"('intolerant', 'tolerant')",0.6859484,0.5545341,1.1350282,1.067775,-0.0672532
31,-1.7824239,-1.7919602,"('evil', 'good')",-0.8405708,-0.81397206,-1.3114973,-1.3029661,0.0085312
32,-0.086416684,-0.20151608,"('unkind', 'kind')",0.23104048,0.044528477,0.0723119,-0.0784938,-0.1508057
