,cerner_male,cerner_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8254273,-0.96515447,"('unsociable', 'sociable')",-0.33685791,-0.52483535,-0.5811426,-0.7449949,-0.1638523
1,-0.37915763,-0.4964801,"('unfriendly', 'friendly')",1.4686441,1.4473306,0.5447432,0.4754252,-0.069318
2,0.97283393,0.9471055,"('unlikable', 'likable')",0.86757606,0.8865738,0.920205,0.9168397,-0.0033653
3,-0.6508412,-0.626227,"('repellent', 'pleasant')",0.7321129,0.7008127,0.0406359,0.0372928,-0.0033431
4,0.08425717,0.003367696,"('disliked', 'liked')",-6.2167373,-6.3433437,-3.0662401,-3.1699879,-0.1037478
5,-0.364084,-0.36302397,"('distant', 'outgoing')",-0.3784397,-0.329781,-0.3712618,-0.3464025,0.0248593
6,-0.56430364,-0.5825415,"('distant', 'open')",-0.36112255,-0.33006963,-0.4627131,-0.4563056,0.0064075
7,-0.4764908,-0.50315124,"('insensitive', 'sensitive')",-0.16124706,-0.1591249,-0.3188689,-0.3311381,-0.0122692
8,0.010343127,-0.057304617,"('unaffectionate', 'affectionate')",0.6862482,0.7294539,0.3482957,0.3360747,-0.012221
9,-0.15988229,-0.21948472,"('unaffectionate', 'caring')",0.9507458,0.99541074,0.3954318,0.387963,-0.0074688
10,-1.8321463,-1.8629704,"('unsympathetic', 'sympathetic')",-1.0285205,-1.0907562,-1.4303334,-1.4768633,-0.0465299
11,-0.16038427,-0.15181825,"('unhelpful', 'helpful')",1.1654347,1.2147985,0.5025252,0.5314901,0.0289649
12,0.0032537635,0.06690596,"('unsupportive', 'supportive')",-2.4288492,-2.4343371,-1.2127978,-1.1837156,0.0290822
13,-0.73552203,-0.7842473,"('impolite', 'polite')",-1.4006747,-1.4416767,-1.0680983,-1.112962,-0.0448637
14,-0.38843048,-0.44737136,"('antisocial', 'social')",-0.13491221,-0.27083677,-0.2616713,-0.3591041,-0.0974328
15,0.41706303,0.31796324,"('boring', 'funny')",0.08958101,0.100134596,0.253322,0.2090489,-0.0442731
16,0.21165857,0.16024788,"('unpopular', 'popular')",0.6435094,0.59806293,0.427584,0.3791554,-0.0484286
17,0.35017133,0.32582754,"('nasty', 'nice')",-0.28974286,-0.24673562,0.0302142,0.039546,0.0093318
18,0.08719256,0.00030332804,"('disagreeable', 'welcoming')",-0.4557543,-0.53205645,-0.1842809,-0.2658766,-0.0815957
19,-0.8104029,-0.8458572,"('inhospitable', 'hospitable')",-0.40498337,-0.3063702,-0.6076931,-0.5761137,0.0315794
20,0.29650155,0.20130304,"('rough', 'thoughtful')",1.0815517,1.0369774,0.6890266,0.6191402,-0.0698864
21,-0.24484329,-0.31513548,"('immoral', 'moral')",-0.65794283,-0.6990592,-0.4513931,-0.5070974,-0.0557043
22,-0.41631973,-0.5353904,"('untrustworthy', 'trustworthy')",-1.0015969,-1.1154562,-0.7089583,-0.8254233,-0.116465
23,-0.3901132,-0.487638,"('insincere', 'sincere')",5.266877,5.231537,2.4383819,2.3719494,-0.0664325
24,-0.4818133,-0.5631302,"('dishonest', 'honest')",0.16482785,0.14888076,-0.1584927,-0.2071247,-0.048632
25,0.56533194,0.57168883,"('egoistic', 'altruistic')",1.5379443,1.6097372,1.0516381,1.090713,0.0390749
26,0.25017715,0.17082632,"('hardhearted', 'benevolent')",1.9673597,1.9162805,1.1087685,1.0435534,-0.0652151
27,-0.3795584,-0.3624152,"('hardhearted', 'softhearted')",1.0415399,1.0093304,0.3309907,0.3234576,-0.0075331
28,-0.38655806,-0.5050894,"('disloyal', 'loyal')",1.0140467,0.9385317,0.3137443,0.2167211,-0.0970232
29,-0.36037084,-0.4632023,"('unfair', 'fair')",-0.1358692,-0.2784927,-0.24812,-0.3708475,-0.1227275
30,0.13125521,-0.00803753,"('intolerant', 'tolerant')",0.59320134,0.47410357,0.3622283,0.233033,-0.1291953
31,0.20020786,0.30151477,"('evil', 'good')",-0.35627618,-0.31876212,-0.0780342,-0.0086237,0.0694105
32,-0.20802815,-0.3015045,"('unkind', 'kind')",0.541324,0.39931718,0.1666479,0.0489063,-0.1177416
33,0.8657646,0.7578086,"('wrong', 'right')",-0.6710238,-0.6543202,0.0973704,0.0517442,-0.0456262
34,-0.09795128,0.011803687,"('mean', 'honorable')",5.239282,5.390444,2.5706654,2.7011237,0.1304583
35,0.8031734,0.7478097,"('corrupt', 'incorrupt')",-0.019896021,0.012312878,0.3916387,0.3800613,-0.0115774
36,0.24754867,0.11495265,"('hostile', 'amicable')",0.25792754,0.16796361,0.2527381,0.1414581,-0.11128
37,-0.31296542,-0.35789737,"('fake', 'genuine')",-0.2716373,-0.22833812,-0.2923014,-0.2931178,-0.0008164
38,-0.14252119,-0.12830931,"('untruthful', 'truthful')",-0.41177905,-0.33237955,-0.2771501,-0.2303444,0.0468057
39,1.5836396,1.5561543,"('exploitative', 'cooperative')",0.21332791,0.24834102,0.8984838,0.9022477,0.0037639
40,0.7455376,0.7169532,"('stingy', 'generous')",-1.6766598,-1.7935629,-0.4655611,-0.5383048,-0.0727437
41,0.34556895,0.30157024,"('unforgiving', 'forgiving')",-0.060037836,-0.16688447,0.1427656,0.0673429,-0.0754227
42,-0.1481168,-0.20683959,"('unreliable', 'reliable')",-3.6837869,-3.7443254,-1.9159518,-1.9755825,-0.0596307
43,-0.6708796,-0.6771329,"('irresponsible', 'responsible')",-0.076552965,-0.08339502,-0.3737163,-0.380264,-0.0065477
44,0.52602303,0.51414806,"('prejudiced', 'unprejudiced')",-1.480736,-1.4873936,-0.4773565,-0.4866228,-0.0092663
