,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.70687205,-0.815291,"('unsociable', 'sociable')",0.1389553,-0.041128274,-0.2839584,-0.4282096,-0.1442512
1,-0.9457104,-0.9954469,"('unfriendly', 'friendly')",0.9915378,0.87197745,0.0229137,-0.0617347,-0.0846484
2,0.88467854,0.8627053,"('unlikable', 'likable')",1.046537,1.0029935,0.9656078,0.9328494,-0.0327584
3,-0.69114786,-0.6736562,"('repellent', 'pleasant')",0.88662237,0.88609666,0.0977373,0.1062202,0.0084829
4,0.34253377,0.25233206,"('disliked', 'liked')",-5.823381,-5.9160676,-2.7404237,-2.8318677,-0.091444
5,-0.49682596,-0.4123798,"('distant', 'outgoing')",-0.9378062,-0.9040232,-0.7173161,-0.6582015,0.0591146
6,-0.7019837,-0.60113984,"('distant', 'open')",-1.1283505,-1.1222819,-0.9151671,-0.8617109,0.0534562
7,-1.5844276,-1.6101646,"('insensitive', 'sensitive')",0.16723645,0.16481945,-0.7085956,-0.7226726,-0.014077
8,-0.63086975,-0.688094,"('unaffectionate', 'affectionate')",0.1811063,0.14732869,-0.2248817,-0.2703827,-0.045501
9,-1.1960645,-1.2378299,"('unaffectionate', 'caring')",0.5839171,0.57092106,-0.3060737,-0.3334544,-0.0273807
10,-1.5101429,-1.5658178,"('unsympathetic', 'sympathetic')",-0.67073333,-0.7047282,-1.0904381,-1.135273,-0.0448349
11,-0.76772034,-0.8092121,"('unhelpful', 'helpful')",1.5386039,1.5241833,0.3854418,0.3574856,-0.0279562
12,-0.6542522,-0.61354464,"('unsupportive', 'supportive')",-2.0497513,-2.053988,-1.3520017,-1.3337663,0.0182354
13,-1.0451208,-1.0553145,"('impolite', 'polite')",-0.97060025,-1.0008054,-1.0078605,-1.02806,-0.0201995
14,-0.39406952,-0.4546119,"('antisocial', 'social')",0.45776093,0.32622358,0.0318457,-0.0641942,-0.0960399
15,-0.0016901316,-0.09444157,"('boring', 'funny')",0.14241846,0.123733744,0.0703642,0.0146461,-0.0557181
16,-0.030729223,-0.051428452,"('unpopular', 'popular')",0.57563764,0.4835596,0.2724542,0.2160656,-0.0563886
17,0.0010777358,0.01717071,"('nasty', 'nice')",-0.24967992,-0.20603603,-0.1243011,-0.0944327,0.0298684
18,-0.41452515,-0.42564815,"('disagreeable', 'welcoming')",-0.55144405,-0.63808113,-0.4829846,-0.5318646,-0.04888
19,-1.4339079,-1.4204025,"('inhospitable', 'hospitable')",-0.6971018,-0.6392385,-1.0655048,-1.0298204,0.0356844
20,-0.15830475,-0.1791518,"('rough', 'thoughtful')",0.7551033,0.7273535,0.2983993,0.2741008,-0.0242985
21,-0.25659233,-0.3221648,"('immoral', 'moral')",-0.032620758,-0.069166265,-0.1446065,-0.1956655,-0.051059
22,-0.81306756,-0.8546206,"('untrustworthy', 'trustworthy')",-0.66226566,-0.7775989,-0.7376666,-0.8161098,-0.0784432
23,-1.4513403,-1.5486853,"('insincere', 'sincere')",5.0805326,4.980942,1.8145962,1.7161282,-0.098468
24,-0.916505,-0.9613027,"('dishonest', 'honest')",0.43612063,0.40797257,-0.2401922,-0.2766651,-0.0364729
25,-0.026603475,0.0019648056,"('egoistic', 'altruistic')",1.3049345,1.3545018,0.6391655,0.6782333,0.0390678
26,-0.4668403,-0.5309443,"('hardhearted', 'benevolent')",1.8518856,1.753077,0.6925226,0.6110663,-0.0814563
27,-0.095537916,-0.012026746,"('hardhearted', 'softhearted')",0.90581745,0.87714344,0.4051398,0.4325584,0.0274186
28,-1.0344355,-1.1814756,"('disloyal', 'loyal')",0.9927862,0.8510372,-0.0208246,-0.1652192,-0.1443946
29,-0.55113506,-0.5969621,"('unfair', 'fair')",-0.27125108,-0.37530547,-0.4111931,-0.4861338,-0.0749407
