,life_male,life_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,0.12442416,0.055226617,"('unsociable', 'sociable')",-0.6558421,-0.7468013,-0.2681667,-0.43318015,-0.2665282,-0.3749183,-0.1083901
1,-0.19222865,-0.13839963,"('unfriendly', 'friendly')",-0.099554054,-0.12916188,1.2385094,1.2703916,0.3155756,0.3342767,0.0187011
2,0.9849922,1.0005486,"('unlikable', 'likable')",0.6873064,0.73383427,1.1487471,1.079497,0.9403486,0.93796,-0.0023886
3,-0.64691824,-0.42135355,"('repellent', 'pleasant')",-0.17582487,-0.17825884,0.76489294,0.69559467,-0.0192834,0.0319941,0.0512775
4,-0.010327864,-0.11329499,"('disliked', 'liked')",-0.018256664,-0.052785844,-6.226351,-6.4935107,-2.0849784,-2.2198639,-0.1348855
5,0.026544958,0.15679145,"('distant', 'outgoing')",-0.16865718,0.01796626,-0.9713676,-0.83764744,-0.37116,-0.2209632,0.1501968
6,-0.6316153,-0.44009218,"('distant', 'open')",-0.6856246,-0.49446166,-0.87714916,-0.7324829,-0.731463,-0.5556789,0.1757841
7,-0.041314755,-0.030927958,"('insensitive', 'sensitive')",0.19648817,0.22744311,0.32869738,0.33073705,0.1612903,0.1757507,0.0144604
8,0.45966184,0.521264,"('unaffectionate', 'affectionate')",0.14535096,0.18219578,0.41437012,0.48754948,0.3397943,0.3970031,0.0572088
9,1.3689811,1.4684511,"('unaffectionate', 'caring')",-0.029050827,0.035363514,0.8714772,0.9679352,0.7371358,0.8239166,0.0867808
10,-0.6098312,-0.5448177,"('unsympathetic', 'sympathetic')",-0.9745779,-0.9928973,-0.5988818,-0.62472075,-0.7277637,-0.7208119,0.0069518
11,0.60622406,0.5795747,"('unhelpful', 'helpful')",0.8285135,0.8458331,1.7925105,1.7848336,1.0757494,1.0700804,-0.005669
12,0.8302865,1.0438579,"('unsupportive', 'supportive')",0.17639408,0.4070498,-2.147845,-2.1164067,-0.3803881,-0.221833,0.1585551
13,-0.12573496,-0.21848974,"('impolite', 'polite')",-0.48085412,-0.47184902,-0.84323865,-0.9012003,-0.4832759,-0.530513,-0.0472371
14,0.9134606,0.85051596,"('antisocial', 'social')",0.8615521,0.76317024,0.27621987,0.051356558,0.6837442,0.5550143,-0.1287299
15,0.63203704,0.44056678,"('boring', 'funny')",0.40461832,0.28449422,0.29731482,0.22900033,0.4446568,0.3180204,-0.1266364
16,-0.6628905,-0.6528647,"('unpopular', 'popular')",0.028436355,-0.038899332,0.49250928,0.38071465,-0.047315,-0.1036831,-0.0563681
17,0.9603414,1.0741416,"('nasty', 'nice')",-0.4888864,-0.44521725,-0.3523327,-0.33286008,0.0397074,0.0986881,0.0589807
18,-0.60497075,-0.48197785,"('disagreeable', 'welcoming')",0.39346462,0.46094048,-0.5090396,-0.5643889,-0.2401819,-0.1951421,0.0450398
19,-0.2979751,-0.27694285,"('inhospitable', 'hospitable')",-0.24300307,-0.20395638,-0.5490305,-0.4228411,-0.3633362,-0.3012468,0.0620894
20,0.17658028,0.16729827,"('rough', 'thoughtful')",0.9164885,0.9009232,0.62950665,0.5743728,0.5741918,0.5475314,-0.0266604
21,0.8378806,0.7723409,"('immoral', 'moral')",0.60987645,0.49635664,-0.26625732,-0.36681116,0.3938332,0.3006288,-0.0932044
22,-0.23211339,-0.24188545,"('untrustworthy', 'trustworthy')",-0.36316878,-0.36655703,-0.94518685,-1.0121176,-0.5134897,-0.5401867,-0.026697
23,0.46133798,0.48516646,"('insincere', 'sincere')",-0.5311106,-0.55303,5.6765995,5.7061806,1.8689423,1.879439,0.0104967
24,0.8641921,0.8906736,"('dishonest', 'honest')",-1.0953008,-1.0673358,0.6654506,0.6329141,0.1447806,0.152084,0.0073034
25,0.06543973,0.03845951,"('egoistic', 'altruistic')",0.66452944,0.6734412,1.1643248,1.202101,0.6314313,0.6380006,0.0065693
26,0.7400427,0.72143257,"('hardhearted', 'benevolent')",1.1255074,1.146255,1.9719845,1.9380727,1.2791781,1.2685868,-0.0105913
27,0.045150567,0.19392966,"('hardhearted', 'softhearted')",-0.056070544,0.03279877,0.96302676,0.98656183,0.3173689,0.4044301,0.0870612
28,0.6864792,0.48327947,"('disloyal', 'loyal')",0.04080949,-0.086586565,1.2425779,1.1341298,0.6566222,0.5102742,-0.146348
29,-0.0048166625,0.009775523,"('unfair', 'fair')",-0.7734083,-0.7779598,-0.49514058,-0.59524494,-0.4244552,-0.4544764,-0.0300212
30,0.55957586,0.52408755,"('intolerant', 'tolerant')",1.3422511,1.227759,0.85849017,0.7482527,0.9201057,0.8333664,-0.0867393
31,-1.0406395,-0.92825246,"('evil', 'good')",-0.21957593,-0.17425904,-0.81691766,-0.7671888,-0.6923777,-0.6232334,0.0691443
32,0.81539917,0.7762553,"('unkind', 'kind')",0.4859713,0.44268918,1.1193035,0.9607496,0.8068913,0.7265647,-0.0803266
33,-0.11705379,-0.15154688,"('wrong', 'right')",0.06965971,0.1142107,-0.6919177,-0.71544814,-0.2464373,-0.2509281,-0.0044908
34,0.5539883,0.7081386,"('mean', 'honorable')",0.33297655,0.45729113,5.6769104,5.9361887,2.1879584,2.3672061,0.1792477
35,-0.21590237,-0.33313382,"('corrupt', 'incorrupt')",-0.096978515,-0.13584219,-0.3901663,-0.37863192,-0.2343491,-0.282536,-0.0481869
36,-0.53446,-0.48992807,"('hostile', 'amicable')",-0.5879428,-0.65937674,0.044353895,0.035087563,-0.3593496,-0.3714058,-0.0120562
37,0.4980341,0.4323488,"('fake', 'genuine')",-0.20846362,-0.1963589,-0.021188196,-0.016215514,0.0894608,0.0732581,-0.0162027
38,-0.326394,-0.2715174,"('untruthful', 'truthful')",-0.6489922,-0.57417995,-0.21803083,-0.17120048,-0.3978057,-0.3389659,0.0588398
39,1.347768,1.3108941,"('exploitative', 'cooperative')",0.40448612,0.46596313,0.29667947,0.32570404,0.6829778,0.7008537,0.0178759
40,-0.14618537,-0.07310262,"('stingy', 'generous')",-0.07909593,0.030880619,-1.8176781,-1.9086758,-0.6809865,-0.6502993,0.0306872
41,-0.20785306,-0.1983813,"('unforgiving', 'forgiving')",-0.73368376,-0.6924525,0.4388951,0.2892781,-0.1675472,-0.2005186,-0.0329714
42,0.7704565,0.8205439,"('unreliable', 'reliable')",-0.4404788,-0.39003894,-3.159472,-3.2598844,-0.9431647,-0.9431264,3.83e-05
43,0.6677896,0.8100755,"('irresponsible', 'responsible')",-0.8336583,-0.6690515,0.013921924,0.014403082,-0.0506489,0.051809,0.1024579
44,-0.08877891,-0.0355203,"('prejudiced', 'unprejudiced')",-0.04354366,0.032985386,-1.3060259,-1.3077408,-0.4794495,-0.4367586,0.0426909
45,-0.870064,-0.7702658,"('incompetent', 'competent')",-0.9293182,-0.92329687,-0.07353677,-0.22212917,-0.6243063,-0.638564,-0.0142577
46,-1.2506169,-1.1575557,"('uncompetitive', 'competitive')",-0.017109305,-0.02424512,-1.0142869,-1.1511774,-0.760671,-0.7776594,-0.0169884
47,0.44179314,0.4941689,"('stupid', 'smart')",0.86349744,0.9817074,5.324153,5.5842385,2.2098145,2.3533716,0.1435571
48,1.1052506,1.027137,"('unintelligent', 'intelligent')",1.3224638,1.2489073,0.64152104,0.6393584,1.0230784,0.971801,-0.0512774
49,0.17962888,0.16138226,"('unable', 'able')",1.1942437,1.2879156,-0.0039524185,0.023022199,0.45664,0.4907734,0.0341334
50,0.53161013,0.4899356,"('clumsy', 'skillful')",0.70800287,0.6988139,-0.04732423,-0.14653334,0.3974296,0.3474054,-0.0500242
51,-0.63295186,-0.7752515,"('uneducated', 'educated')",0.22191095,0.04525339,0.67106277,0.55552244,0.086674,-0.0581586,-0.1448326
52,0.3985843,0.29310364,"('irrational', 'rational')",0.07387749,-0.10501999,0.28481635,0.2079716,0.252426,0.1320184,-0.1204076
