,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.69058204,-0.70340556,"('unsociable', 'sociable')",-2.1457775,-2.199048,-1.4209845,-1.3754195,-0.39385432,-0.49051908,-0.80628395,-0.885459,-1.0914965,-1.1307702,-0.0392737
1,-0.54804856,-0.61276084,"('unfriendly', 'friendly')",-0.47961906,-0.5218576,0.45243248,0.42378756,-0.25502348,-0.41820732,2.4947743,2.386165,0.3329031,0.2514253,-0.0814778
2,0.3414812,0.4234135,"('unlikable', 'likable')",0.08452894,0.11876504,0.11051535,0.093338236,1.0804609,1.1742392,0.84780324,0.9217382,0.4929579,0.5462988,0.0533409
3,-0.4302666,-0.3524226,"('repellent', 'pleasant')",-1.4032359,-1.3131007,-1.0318854,-0.8423785,0.41688156,0.47382048,0.16152507,0.16876867,-0.4573963,-0.3730625,0.0843338
4,-0.37954363,-0.45765018,"('disliked', 'liked')",1.2511629,1.1478623,0.9691474,0.8392143,0.12403896,-0.034945734,-6.677604,-6.7575674,-0.9425597,-1.0526174,-0.1100577
5,-0.632128,-0.6659,"('distant', 'outgoing')",0.7626084,0.7400322,0.78372747,0.70914054,-0.5660874,-0.520713,0.16720979,0.2169538,0.1030661,0.0959027,-0.0071634
6,-0.26171425,-0.23275241,"('distant', 'open')",0.42915568,0.4141276,0.27829868,0.20024347,-0.8306346,-0.8068228,1.0207927,1.0682313,0.1271796,0.1286054,0.0014258
7,0.40816545,0.5020339,"('insensitive', 'sensitive')",-0.9513883,-0.8608267,-0.5091031,-0.3297375,-1.00479,-0.9902996,0.52393305,0.5178063,-0.3066366,-0.2322047,0.0744319
8,-0.55553514,-0.5655901,"('unaffectionate', 'affectionate')",-0.29492757,-0.3297218,-0.20951806,-0.32780138,-1.0641854,-1.1483722,1.2524383,1.2040534,-0.1743455,-0.2334864,-0.0591409
9,-0.020019187,-0.023279857,"('unaffectionate', 'caring')",-0.7162217,-0.75032496,0.24000457,0.21306346,-0.9229357,-1.0181051,1.7527392,1.7461731,0.0667134,0.0335053,-0.0332081
10,0.75094324,0.9064912,"('unsympathetic', 'sympathetic')",-2.7218542,-2.7172778,-1.8089588,-1.6505146,-1.365591,-1.3972441,-0.7817317,-0.75061685,-1.1854385,-1.1218325,0.063606
11,0.6444007,0.75689846,"('unhelpful', 'helpful')",-0.93470377,-0.87392884,-0.55468565,-0.45859438,-0.5659772,-0.57248586,1.5624055,1.6924324,0.0302879,0.1088644,0.0785765
12,1.1265076,1.2365636,"('unsupportive', 'supportive')",-0.20001516,-0.080584936,0.22266367,0.3569083,-0.66395885,-0.66146064,-2.0307372,-2.0353718,-0.309108,-0.2367891,0.0723189
13,-0.0984332,-0.044283733,"('impolite', 'polite')",-0.9345728,-0.8189924,-1.0443096,-0.87313443,-0.21987051,-0.14706483,-0.6091573,-0.6130756,-0.5812687,-0.4993102,0.0819585
14,0.1331805,0.1558202,"('antisocial', 'social')",-0.5659163,-0.5238925,-0.22635879,-0.13309541,0.19941072,0.20944348,-0.9700767,-1.0501646,-0.2859521,-0.2683778,0.0175743
15,0.08064006,0.019971415,"('boring', 'funny')",0.6063668,0.5008032,-0.00025333092,-0.15646535,0.18691514,0.120549075,0.55358046,0.53330195,0.2854498,0.2036321,-0.0818177
16,-1.221416,-1.2786429,"('unpopular', 'popular')",0.07710269,-0.0077495426,-0.18370456,-0.27022815,-0.46174777,-0.5539754,0.9352144,0.86547214,-0.1709103,-0.2490248,-0.0781145
17,-0.16045345,-0.088988826,"('nasty', 'nice')",-0.53088105,-0.4488467,-0.69289374,-0.65968287,-0.15546574,-0.07868373,-0.776555,-0.70182925,-0.4632498,-0.3956063,0.0676435
18,0.6383269,0.7292619,"('disagreeable', 'welcoming')",-0.20545693,-0.104420826,-1.1664666,-1.1062188,-0.2998486,-0.28594083,-0.24063355,-0.30863717,-0.2548158,-0.2151911,0.0396247
19,-0.0670907,0.07709165,"('inhospitable', 'hospitable')",0.23370072,0.31468794,-0.0044386964,-0.017318377,-0.6960057,-0.6154675,0.114262775,0.2096402,-0.0839143,-0.0062732,0.0776411
