,thong_male,thong_female,tuple,average_male,average_female,female-male
0,-0.23226468,-0.3268623,"('unsociable', 'sociable')",-0.2322647,-0.3268623,-0.0945976
1,1.2961764,1.2814461,"('unfriendly', 'friendly')",1.2961764,1.2814461,-0.0147303
2,-0.07047531,0.013590258,"('unlikable', 'likable')",-0.0704753,0.0135903,0.0840656
3,0.5955408,0.61044276,"('repellent', 'pleasant')",0.5955408,0.6104428,0.014902
4,-7.2515955,-7.3465247,"('disliked', 'liked')",-7.2515955,-7.3465247,-0.0949292
5,-0.3927007,-0.3263473,"('distant', 'outgoing')",-0.3927007,-0.3263473,0.0663534
6,0.12922439,0.12334989,"('distant', 'open')",0.1292244,0.1233499,-0.0058745
7,0.69211984,0.72961533,"('insensitive', 'sensitive')",0.6921198,0.7296153,0.0374955
8,1.0603011,1.0475552,"('unaffectionate', 'affectionate')",1.0603011,1.0475552,-0.0127459
9,1.160009,1.22755,"('unaffectionate', 'caring')",1.160009,1.22755,0.067541
10,1.1003411,1.0285354,"('unsympathetic', 'sympathetic')",1.1003411,1.0285354,-0.0718057
11,1.4366612,1.4197588,"('unhelpful', 'helpful')",1.4366612,1.4197588,-0.0169024
12,-1.8022078,-1.8301682,"('unsupportive', 'supportive')",-1.8022078,-1.8301682,-0.0279604
13,-0.117417134,-0.17796639,"('impolite', 'polite')",-0.1174171,-0.1779664,-0.0605493
14,0.12475643,0.019188203,"('antisocial', 'social')",0.1247564,0.0191882,-0.1055682
15,0.23094851,0.18517062,"('boring', 'funny')",0.2309485,0.1851706,-0.0457779
16,-0.50906247,-0.40215796,"('unpopular', 'popular')",-0.5090625,-0.402158,0.1069045
17,-0.32891202,-0.21675804,"('nasty', 'nice')",-0.328912,-0.216758,0.112154
18,-0.08680228,-0.1943214,"('disagreeable', 'welcoming')",-0.0868023,-0.1943214,-0.1075191
19,-0.60228515,-0.5681259,"('inhospitable', 'hospitable')",-0.6022851,-0.5681259,0.0341592
20,0.9954279,0.9462686,"('rough', 'thoughtful')",0.9954279,0.9462686,-0.0491593
21,-0.3687806,-0.33554533,"('immoral', 'moral')",-0.3687806,-0.3355453,0.0332353
22,-0.46456498,-0.54917306,"('untrustworthy', 'trustworthy')",-0.464565,-0.5491731,-0.0846081
23,6.3307323,6.325343,"('insincere', 'sincere')",6.3307323,6.3253431,-0.0053892
24,1.4166161,1.2737006,"('dishonest', 'honest')",1.4166161,1.2737006,-0.1429155
25,0.85120344,0.8316556,"('egoistic', 'altruistic')",0.8512034,0.8316556,-0.0195478
26,0.6830885,0.6398865,"('hardhearted', 'benevolent')",0.6830885,0.6398865,-0.043202
27,1.6706024,1.5406626,"('hardhearted', 'softhearted')",1.6706024,1.5406626,-0.1299398
28,1.0859299,1.0104754,"('disloyal', 'loyal')",1.0859299,1.0104754,-0.0754545
