,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,female-male
0,0.37826052,0.33368397,"('unsociable', 'sociable')",1.494438,1.8475559,0.22381637,0.18198463,-0.99063754,-0.99211115,0.2764693,0.3427783,0.066309
1,-0.05038712,-0.22382888,"('unfriendly', 'friendly')",-0.92705667,-1.094081,-0.47343126,-0.40100548,-1.0025895,-1.0805005,-0.6133661,-0.699854,-0.0864879
2,0.4477314,0.43209094,"('unlikable', 'likable')",1.4446157,1.348484,1.4130516,1.4640958,0.4562934,0.53857636,0.940423,0.9458118,0.0053888
3,-0.40216035,-0.29083166,"('repellent', 'pleasant')",1.1257689,1.2809794,0.21867752,0.25904393,0.39024994,0.38725978,0.333134,0.4091129,0.0759789
4,-1.0394807,-1.1960896,"('disliked', 'liked')",-1.3996298,-1.6804324,-0.6093909,-0.6175025,-2.130033,-2.1874475,-1.2946336,-1.420368,-0.1257344
5,-1.31726,-1.4787921,"('distant', 'outgoing')",-2.2510533,-2.4296465,-0.9949037,-0.94997096,-1.1808134,-1.1436235,-1.4360076,-1.5005083,-0.0645007
6,-1.2019349,-1.2961913,"('distant', 'open')",-3.115048,-3.3420696,-0.96236503,-0.8667719,-0.9686827,-0.9179951,-1.5620077,-1.6057569,-0.0437492
7,0.24611378,0.4110643,"('insensitive', 'sensitive')",1.1961263,1.534859,0.37785715,0.4391187,-0.27553183,-0.21739733,0.3861414,0.5419111,0.1557697
8,0.038963232,-0.042337425,"('unaffectionate', 'affectionate')",-1.8501762,-2.0886126,0.1497554,0.1861316,-0.951586,-1.0223142,-0.6532609,-0.7417831,-0.0885222
9,0.07139793,-0.005353924,"('unaffectionate', 'caring')",-0.39820498,-0.52164954,0.48008347,0.50085694,-0.634946,-0.68054026,-0.1204174,-0.1766717,-0.0562543
