,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.264621,-0.32571936,"('unsociable', 'sociable')",-0.1887507,-0.2942852,-0.2266859,-0.3100023,-0.0833164
1,-1.444779,-1.584645,"('unfriendly', 'friendly')",1.7167572,1.557456,0.1359891,-0.0135945,-0.1495836
2,0.7394806,0.75204545,"('unlikable', 'likable')",0.59060085,0.6523178,0.6650407,0.7021816,0.0371409
3,-0.7793802,-0.71892494,"('repellent', 'pleasant')",0.13989459,0.23398429,-0.3197428,-0.2424703,0.0772725
4,-0.07108657,-0.15743351,"('disliked', 'liked')",-5.682602,-5.817701,-2.8768442,-2.9875672,-0.110723
5,-1.4339075,-1.4445175,"('distant', 'outgoing')",-0.19421403,-0.2766713,-0.8140607,-0.8605944,-0.0465337
6,-1.6358923,-1.6605482,"('distant', 'open')",0.25752258,0.16236776,-0.6891848,-0.7490902,-0.0599054
7,-0.585651,-0.5682695,"('insensitive', 'sensitive')",0.27794343,0.34747007,-0.1538538,-0.1103997,0.0434541
8,-1.1860244,-1.2911994,"('unaffectionate', 'affectionate')",1.0435019,0.9094374,-0.0712613,-0.190881,-0.1196197
9,-1.5621531,-1.6475817,"('unaffectionate', 'caring')",0.8619608,0.7875851,-0.3500961,-0.4299983,-0.0799022
10,-1.2578,-1.2606941,"('unsympathetic', 'sympathetic')",-0.48661464,-0.464151,-0.8722073,-0.8624226,0.0097847
11,-0.62824386,-0.59620965,"('unhelpful', 'helpful')",1.1856797,1.2495183,0.2787179,0.3266543,0.0479364
12,-0.43097973,-0.37649956,"('unsupportive', 'supportive')",-1.8094145,-1.782964,-1.1201971,-1.0797318,0.0404653
13,-0.18455672,-0.11641915,"('impolite', 'polite')",-0.9096751,-0.84118927,-0.5471159,-0.4788042,0.0683117
14,0.5106328,0.52304214,"('antisocial', 'social')",-0.2592941,-0.2717748,0.1256694,0.1256337,-3.57e-05
15,0.45096427,0.38108283,"('boring', 'funny')",0.7133833,0.65720254,0.5821738,0.5191427,-0.0630311
16,-0.6480446,-0.6758262,"('unpopular', 'popular')",0.4557519,0.46815723,-0.0961463,-0.1038345,-0.0076882
17,0.032825675,0.047502175,"('nasty', 'nice')",-0.38083097,-0.35494968,-0.1740026,-0.1537237,0.0202789
18,-0.17437506,-0.1866361,"('disagreeable', 'welcoming')",-0.19549671,-0.25505137,-0.1849359,-0.2208437,-0.0359078
19,-1.468412,-1.4711767,"('inhospitable', 'hospitable')",-0.07473638,-0.037540436,-0.7715742,-0.7543586,0.0172156
20,-0.15877843,-0.13687508,"('rough', 'thoughtful')",1.3673458,1.3239963,0.6042837,0.5935606,-0.0107231
21,-0.06318847,-0.09087792,"('immoral', 'moral')",-0.55794257,-0.4802647,-0.3105655,-0.2855713,0.0249942
22,-0.33499637,-0.3147959,"('untrustworthy', 'trustworthy')",-0.6715873,-0.7452159,-0.5032918,-0.5300059,-0.0267141
23,-1.1394593,-1.1986278,"('insincere', 'sincere')",4.735332,4.69169,1.7979364,1.746531,-0.0514054
24,-1.0112753,-1.0382632,"('dishonest', 'honest')",0.42180583,0.3698542,-0.2947347,-0.3342045,-0.0394698
25,-0.541315,-0.5495396,"('egoistic', 'altruistic')",1.6038746,1.5646796,0.5312798,0.50757,-0.0237098
26,0.019445613,-0.021215554,"('hardhearted', 'benevolent')",1.938539,1.9011508,0.9789923,0.9399676,-0.0390247
27,-0.55448735,-0.49995622,"('hardhearted', 'softhearted')",1.3602215,1.2676487,0.4028671,0.3838462,-0.0190209
28,-0.38876358,-0.5306899,"('disloyal', 'loyal')",0.82576936,0.71110123,0.2185029,0.0902057,-0.1282972
29,-0.6598081,-0.71562827,"('unfair', 'fair')",-0.3283351,-0.48693097,-0.4940716,-0.6012796,-0.107208
