,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.2015412,0.028374692,"('unsociable', 'sociable')",0.27118623,0.036928795,-0.65427005,-0.8375654,-0.0605142,-0.2574206,-0.1969064
1,1.5205536,1.2963134,"('unfriendly', 'friendly')",0.3809135,0.20585522,2.2845635,2.2047741,1.3953435,1.2356476,-0.1596959
2,1.0009997,1.1433268,"('unlikable', 'likable')",1.2808303,1.3442962,0.6253219,0.68305063,0.9690506,1.0568912,0.0878406
3,-0.3565453,-0.14093295,"('repellent', 'pleasant')",0.41438192,0.4725181,0.12538214,0.178619,0.0610729,0.170068,0.1089951
4,0.17996705,0.056956045,"('disliked', 'liked')",-0.22134931,-0.3457767,-6.1787863,-6.325791,-2.0733895,-2.2048705,-0.131481
5,0.46113482,0.43536264,"('distant', 'outgoing')",-1.0335907,-1.0160255,0.16422847,0.23274986,-0.1360758,-0.115971,0.0201048
6,0.97675663,1.038303,"('distant', 'open')",-1.225126,-1.1658065,0.5867186,0.65933996,0.1127831,0.1772788,0.0644957
7,0.31164944,0.40804943,"('insensitive', 'sensitive')",0.266477,0.32309148,1.0774717,1.0511327,0.5518661,0.5940912,0.0422251
8,0.83994305,0.76933825,"('unaffectionate', 'affectionate')",0.33037993,0.32308233,1.1915069,1.1611793,0.7872766,0.7512,-0.0360766
9,1.2544836,1.2276843,"('unaffectionate', 'caring')",0.3585012,0.31966433,1.5762165,1.5623655,1.0630671,1.0365713,-0.0264958
10,-0.4860583,-0.3196144,"('unsympathetic', 'sympathetic')",-0.19973348,-0.19670638,-0.3361283,-0.3861613,-0.34064,-0.3008274,0.0398126
11,-0.44484875,-0.37361008,"('unhelpful', 'helpful')",-0.29153472,-0.3572862,2.0053508,2.013953,0.4229891,0.4276856,0.0046965
12,1.7277601,1.8243434,"('unsupportive', 'supportive')",1.2845751,1.4001583,-1.0934217,-1.142739,0.6396379,0.6939209,0.054283
13,0.055946857,0.03917597,"('impolite', 'polite')",-0.2721583,-0.38138685,-0.5132456,-0.5933707,-0.2431523,-0.3118605,-0.0687082
14,0.71944857,0.72560215,"('antisocial', 'social')",0.932562,0.92045444,-0.7174973,-0.8056955,0.3115044,0.2801204,-0.031384
15,0.5227016,0.3559744,"('boring', 'funny')",-0.8904516,-1.0299485,0.53488755,0.52494955,0.0557125,-0.0496748,-0.1053873
16,-0.94982094,-0.9532198,"('unpopular', 'popular')",-0.4566115,-0.41674548,0.525669,0.5749664,-0.2935878,-0.2649996,0.0285882
17,0.46300608,0.4855185,"('nasty', 'nice')",-0.6892464,-0.62793565,-0.24538842,-0.15539618,-0.1572096,-0.0992711,0.0579385
18,0.1509198,0.14791101,"('disagreeable', 'welcoming')",-0.07682455,-0.025294043,-0.31884617,-0.35939065,-0.0815836,-0.0789246,0.002659
19,0.37838593,0.4099173,"('inhospitable', 'hospitable')",-0.88545966,-0.93543845,0.3998298,0.42082217,-0.035748,-0.0348997,0.0008483
20,-0.2790677,-0.24232471,"('rough', 'thoughtful')",1.2411023,1.3388059,1.1408528,1.1324713,0.7009625,0.7429841,0.0420216
21,0.5535588,0.5868473,"('immoral', 'moral')",0.28565842,0.25888067,-0.9229162,-0.92198503,-0.0278996,-0.025419,0.0024806
22,0.24898568,0.24641189,"('untrustworthy', 'trustworthy')",0.7521847,0.697765,-1.1472479,-1.2307009,-0.0486925,-0.095508,-0.0468155
23,-0.36697468,-0.33826697,"('insincere', 'sincere')",0.53695977,0.439631,6.017362,5.966908,2.0624491,2.0227574,-0.0396917
24,0.43285218,0.5192955,"('dishonest', 'honest')",-0.22362298,-0.23355375,0.6209168,0.52081347,0.2767153,0.2688517,-0.0078636
25,1.5780935,1.4732049,"('egoistic', 'altruistic')",0.1887123,0.20309906,1.6205493,1.5872455,1.1291184,1.0878498,-0.0412686
26,1.414458,1.186378,"('hardhearted', 'benevolent')",1.5490763,1.4617294,1.7403378,1.6412567,1.5679574,1.4297881,-0.1381693
27,1.280844,1.2535274,"('hardhearted', 'softhearted')",0.3011106,0.35148844,1.8926255,1.8290141,1.1581933,1.1446767,-0.0135166
28,-0.14430182,-0.2790715,"('disloyal', 'loyal')",-0.05259072,-0.16135842,0.9024179,0.77496827,0.2351751,0.1115128,-0.1236623
29,0.6759515,0.69176036,"('unfair', 'fair')",-0.3854602,-0.42161486,-0.39089823,-0.54359084,-0.033469,-0.0911484,-0.0576794
30,1.3659141,1.4576293,"('intolerant', 'tolerant')",0.5619912,0.41459915,0.94775015,0.8674872,0.9585518,0.9132385,-0.0453133
31,0.05886422,0.011751308,"('evil', 'good')",-0.5845732,-0.5923115,-0.49798876,-0.5227701,-0.3412326,-0.3677768,-0.0265442
32,0.20800585,0.14993307,"('unkind', 'kind')",0.68707806,0.5550326,1.1237564,0.97548544,0.6729468,0.5601504,-0.1127964
33,0.65535146,0.56684166,"('wrong', 'right')",0.35600412,0.3013291,-0.004160147,-0.113469794,0.3357318,0.251567,-0.0841648
34,0.46348345,0.5301913,"('mean', 'honorable')",0.15379499,0.23419026,5.868424,6.01214,2.1619008,2.2588404,0.0969396
35,-0.056791622,-0.11743939,"('corrupt', 'incorrupt')",-1.4367329,-1.4877325,-0.20326008,-0.34323555,-0.5655949,-0.6494691,-0.0838742
36,0.35839885,0.22785436,"('hostile', 'amicable')",-1.1446148,-1.2899679,0.2830386,0.12647362,-0.1677258,-0.31188,-0.1441542
37,0.23947689,0.33200446,"('fake', 'genuine')",0.3293426,0.36732942,0.49988523,0.51910317,0.3562349,0.4061457,0.0499108
38,-0.17122713,-0.08441232,"('untruthful', 'truthful')",-0.5773999,-0.63393164,0.3127123,0.28456077,-0.1453049,-0.1445944,0.0007105
39,0.42368785,0.41804945,"('exploitative', 'cooperative')",1.2097648,1.2200541,0.061937578,0.02078873,0.5651301,0.5529641,-0.012166
40,0.9623021,0.9447299,"('stingy', 'generous')",0.4311339,0.5411325,-1.0744146,-1.1931485,0.1063404,0.0975713,-0.0087691
41,0.36778554,0.37618998,"('unforgiving', 'forgiving')",0.4187039,0.39337635,0.32302725,0.19104455,0.3698389,0.3202036,-0.0496353
42,0.76606226,1.0343499,"('unreliable', 'reliable')",0.6529975,0.84698653,-3.0405467,-2.9948287,-0.5404956,-0.3711641,0.1693315
43,0.4722396,0.65018594,"('irresponsible', 'responsible')",0.8106402,0.9403905,0.55176103,0.58855164,0.611547,0.7263761,0.1148291
44,-1.3288323,-1.1834294,"('prejudiced', 'unprejudiced')",-0.7352928,-0.65239847,-1.7850565,-1.7067614,-1.2830606,-1.1808631,0.1021975
45,-0.5696834,-0.4908522,"('incompetent', 'competent')",0.16914561,0.1305159,-0.42526507,-0.4404282,-0.2752676,-0.2669215,0.0083461
46,-0.547795,-0.53071463,"('uncompetitive', 'competitive')",1.2670244,1.3054081,-0.80882025,-0.9084138,-0.0298636,-0.0445734,-0.0147098
47,0.1316164,0.26509845,"('stupid', 'smart')",0.23767787,0.34162948,5.111218,5.2619863,1.8268374,1.9562381,0.1294007
48,0.8516665,0.8369721,"('unintelligent', 'intelligent')",-0.07855117,-0.12203349,0.36093327,0.3270964,0.3780162,0.347345,-0.0306712
49,-1.0107636,-1.0308933,"('unable', 'able')",-0.7813272,-0.7457586,-0.32767028,-0.17796056,-0.7065871,-0.6515375,0.0550496
50,-0.76386905,-0.6849517,"('clumsy', 'skillful')",-0.053035956,-0.021611966,0.3252532,0.3266924,-0.1638839,-0.1266238,0.0372601
51,0.14770083,0.101385936,"('uneducated', 'educated')",0.54039276,0.34660447,0.79821104,0.60051465,0.4954349,0.3495017,-0.1459332
52,0.34038088,0.10966869,"('irrational', 'rational')",-0.42009056,-0.5030282,0.60019124,0.5666089,0.1734939,0.0577498,-0.1157441
53,0.32191122,0.2772337,"('uncreative', 'creative')",-0.19339049,-0.20569399,1.0206659,0.98168796,0.3830622,0.3510759,-0.0319863
54,-0.5539567,-0.5493594,"('incapable', 'capable')",0.15328151,0.18378101,1.2862927,1.3175876,0.2952058,0.3173364,0.0221306
55,1.0881666,1.1157441,"('incompetent', 'clever')",0.6361576,0.5958263,-0.24442214,-0.29561198,0.4933007,0.4719862,-0.0213145
56,0.7985914,0.93590474,"('impractical', 'practical')",0.6176939,0.55477005,-0.45370367,-0.47761738,0.3208605,0.3376858,0.0168253
57,0.35684395,0.30091807,"('unimaginative', 'imaginative')",-0.75831044,-0.8010028,-2.3235443,-2.4219944,-0.908337,-0.9740264,-0.0656894
58,-0.019242559,-0.0062971683,"('undiscriminating', 'discriminating')",1.2255362,1.2126119,0.5929724,0.56434166,0.5997554,0.5902188,-0.0095366
59,0.50498885,0.44321147,"('foolish', 'wise')",-0.80927294,-0.81706357,0.68059653,0.6946805,0.1254375,0.1069428,-0.0184947
60,0.06374554,0.17769904,"('inefficient', 'efficient')",1.1399256,1.1082006,-0.38436446,-0.3216161,0.2731022,0.3214278,0.0483256
61,0.12929475,-0.014266282,"('illogical', 'logical')",-0.06868299,-0.19438204,0.38980523,0.23697038,0.150139,0.0094407,-0.1406983
62,-0.1680597,0.0074824765,"('incompetent', 'brilliant')",0.30801567,0.45043272,0.12682137,0.2758583,0.0889258,0.2445912,0.1556654
63,0.8360726,0.79697967,"('unperceptive', 'insightful')",1.6622567,1.6310893,1.4008167,1.4206994,1.2997154,1.2829228,-0.0167926
