,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.41647995,-0.54192775,"('unsociable', 'sociable')",-0.69235474,-0.8852084,-0.5544174,-0.7135681,-0.1591507
1,2.862604,2.8556473,"('unfriendly', 'friendly')",1.8350749,1.7892377,2.3488393,2.3224425,-0.0263968
2,0.2905752,0.23963973,"('unlikable', 'likable')",0.5520049,0.6048737,0.42129,0.4222567,0.0009667
3,-0.9159044,-0.7585419,"('repellent', 'pleasant')",0.15458536,0.15630138,-0.3806595,-0.3011203,0.0795392
4,-0.4235719,-0.48209503,"('disliked', 'liked')",-6.536795,-6.5754433,-3.4801836,-3.5287693,-0.0485857
5,1.283249,1.2902012,"('distant', 'outgoing')",-0.3674323,-0.19277231,0.4579084,0.5487145,0.0908061
6,0.85778785,0.8497852,"('distant', 'open')",-0.17098072,0.010828402,0.3434036,0.4303068,0.0869032
7,0.072625674,0.1481989,"('insensitive', 'sensitive')",0.4727718,0.48333594,0.2726987,0.3157674,0.0430687
8,1.0778471,1.0675634,"('unaffectionate', 'affectionate')",0.497574,0.52105373,0.7877105,0.7943085,0.006598
9,1.8145882,1.8344177,"('unaffectionate', 'caring')",0.8430751,0.90609246,1.3288317,1.3702551,0.0414234
10,-0.86237615,-0.84124345,"('unsympathetic', 'sympathetic')",-0.62810445,-0.762793,-0.7452403,-0.8020182,-0.0567779
11,-0.3404281,-0.38660556,"('unhelpful', 'helpful')",1.9223199,1.9355459,0.7909459,0.7744702,-0.0164757
12,1.5222669,1.6341977,"('unsupportive', 'supportive')",-1.5352498,-1.5128564,-0.0064915,0.0606707,0.0671622
13,-1.0211985,-1.1774757,"('impolite', 'polite')",-0.61672825,-0.751096,-0.8189634,-0.9642859,-0.1453225
14,-0.99855524,-1.0543458,"('antisocial', 'social')",-0.89172024,-0.9851537,-0.9451377,-1.0197498,-0.0746121
15,0.05881393,-0.06736077,"('boring', 'funny')",0.14532839,0.20354867,0.1020712,0.0680939,-0.0339773
16,-0.5124971,-0.45440412,"('unpopular', 'popular')",0.35633212,0.40435824,-0.0780825,-0.0250229,0.0530596
17,-0.8186885,-0.7226741,"('nasty', 'nice')",-0.60044587,-0.4430554,-0.7095672,-0.5828648,0.1267024
18,0.15674493,0.09357506,"('disagreeable', 'welcoming')",-0.3487181,-0.3287378,-0.0959866,-0.1175814,-0.0215948
19,0.5205729,0.51337135,"('inhospitable', 'hospitable')",0.1747766,0.3191185,0.3476748,0.4162449,0.0685701
20,-0.16026428,-0.06880961,"('rough', 'thoughtful')",1.1780007,1.1897,0.5088682,0.5604452,0.051577
21,-0.13674918,-0.21252134,"('immoral', 'moral')",-0.60634935,-0.67292666,-0.3715492,-0.442724,-0.0711748
22,-0.7464538,-0.8413969,"('untrustworthy', 'trustworthy')",-1.0161959,-1.0506518,-0.8813249,-0.9460244,-0.0646995
23,1.0134584,0.9991597,"('insincere', 'sincere')",6.1601725,6.1020527,3.5868154,3.5506063,-0.0362091
24,0.9766398,0.96693885,"('dishonest', 'honest')",1.2578039,1.2039317,1.1172218,1.0854353,-0.0317865
25,1.1463737,1.1591564,"('egoistic', 'altruistic')",1.5278994,1.5637884,1.3371365,1.3614724,0.0243359
26,2.4251173,2.3984032,"('hardhearted', 'benevolent')",1.6294949,1.4926112,2.0273061,1.9455072,-0.0817989
27,0.106200986,0.2109879,"('hardhearted', 'softhearted')",1.1655636,1.23988,0.6358823,0.7254339,0.0895516
28,0.4010181,0.32967678,"('disloyal', 'loyal')",1.1345701,1.0602942,0.7677941,0.6949854,-0.0728087
29,-0.93177176,-1.0105529,"('unfair', 'fair')",-0.28162095,-0.35628387,-0.6066964,-0.6834184,-0.076722
30,0.33097884,0.29157898,"('intolerant', 'tolerant')",0.8968877,0.8221843,0.6139333,0.5568817,-0.0570516
31,0.679491,0.7634546,"('evil', 'good')",-1.4047387,-1.2721211,-0.3626238,-0.2543332,0.1082906
32,0.9188063,0.88569933,"('unkind', 'kind')",1.1413931,0.9390817,1.0300996,0.9123905,-0.1177091
33,1.8606398,1.7533219,"('wrong', 'right')",-0.34347084,-0.29687315,0.7585845,0.7282244,-0.0303601
34,0.44613826,0.6090447,"('mean', 'honorable')",6.146,6.2867737,3.2960691,3.4479091,0.15184
35,-0.08486608,-0.22065514,"('corrupt', 'incorrupt')",-0.28263748,-0.22721927,-0.1837518,-0.2239372,-0.0401854
36,0.36898816,0.3254915,"('hostile', 'amicable')",-0.12408362,-0.17746998,0.1224523,0.0740108,-0.0484415
