,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
0,0.12350024,-0.009272025,"('unsociable', 'sociable')",-0.13383934,-0.22092211,-0.35554397,-0.32577258,-0.121961,-0.1853222,-0.0633612
1,-0.14456174,-0.23084916,"('unfriendly', 'friendly')",1.0512302,1.0064409,1.4813522,1.4795896,0.7960068,0.7517271,-0.0442797
2,1.2414963,1.2913209,"('unlikable', 'likable')",1.542401,1.5725766,0.7590382,0.7752493,1.1809785,1.2130489,0.0320704
3,0.26518,0.3863953,"('repellent', 'pleasant')",-0.7738345,-0.73967063,0.4299777,0.5038583,-0.0262256,0.0501943,0.0764199
4,-0.19497404,-0.19258924,"('disliked', 'liked')",0.22142729,0.27231407,-7.2156816,-7.237183,-2.3964094,-2.3858194,0.01059
5,-0.52610433,-0.5613438,"('distant', 'outgoing')",1.6900744,1.7199366,0.27021897,0.2823388,0.478063,0.4803105,0.0022475
6,-0.47221544,-0.4836736,"('distant', 'open')",1.3479711,1.3475823,0.7048118,0.7268463,0.5268558,0.5302517,0.0033959
7,0.48623085,0.49470958,"('insensitive', 'sensitive')",-0.23159087,-0.1648123,0.78705573,0.96696305,0.3472319,0.4322868,0.0850549
8,-0.5148467,-0.5927029,"('unaffectionate', 'affectionate')",0.40051427,0.32092148,1.0894197,1.0775001,0.3250291,0.2685729,-0.0564562
9,0.75392115,0.77356094,"('unaffectionate', 'caring')",1.2731454,1.2505014,1.5255022,1.5818712,1.1841896,1.2019779,0.0177883
10,1.0368819,0.9454098,"('unsympathetic', 'sympathetic')",-2.0551653,-2.1077998,0.34386277,0.48904252,-0.2248069,-0.2244492,0.0003577
11,1.3791319,1.4595118,"('unhelpful', 'helpful')",-0.47944686,-0.4334376,1.482846,1.565212,0.7941771,0.8637621,0.069585
12,1.6879462,1.7441939,"('unsupportive', 'supportive')",0.18722859,0.30146086,-1.53191,-1.3702092,0.1144216,0.2251485,0.1107269
13,0.6177187,0.56487215,"('impolite', 'polite')",-0.021384083,-0.018039614,-0.25370288,-0.2185304,0.1142106,0.109434,-0.0047766
14,0.39222598,0.44140413,"('antisocial', 'social')",-0.56723726,-0.5163202,-0.20468318,-0.15017086,-0.1265648,-0.075029,0.0515358
15,0.20169853,0.1862994,"('boring', 'funny')",1.3638673,1.3182682,0.69124615,0.62376547,0.7522707,0.7094444,-0.0428263
16,-1.1569455,-1.1386436,"('unpopular', 'popular')",-0.059232503,-0.02708717,0.2623058,0.21947563,-0.3179574,-0.3154184,0.002539
17,-0.0035811248,0.10312279,"('nasty', 'nice')",0.49714446,0.57752347,-0.23982306,-0.1973612,0.0845801,0.161095,0.0765149
18,0.19135907,0.1821999,"('disagreeable', 'welcoming')",-0.08670458,-0.07176934,-0.23079574,-0.18017408,-0.0420471,-0.0232478,0.0187993
19,-0.017841894,-0.047779176,"('inhospitable', 'hospitable')",-0.55252695,-0.5936074,0.13081056,0.18562011,-0.1465194,-0.1519222,-0.0054028
