,scana_male,scana_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.26796204,-0.49692,"('unsociable', 'sociable')",-0.24662367,-0.518202,-0.2572929,-0.507561,-0.2502681
1,-1.5770552,-1.7998722,"('unfriendly', 'friendly')",1.0355322,0.9626486,-0.2707615,-0.4186118,-0.1478503
2,0.24683827,0.13190071,"('unlikable', 'likable')",0.7821611,0.6460383,0.5144997,0.3889695,-0.1255302
3,0.69558305,0.8809994,"('repellent', 'pleasant')",0.99573517,1.0620328,0.8456591,0.9715161,0.125857
4,-0.546861,-0.5656097,"('disliked', 'liked')",-5.7272353,-5.7365837,-3.1370482,-3.1510968,-0.0140486
5,-2.2691245,-2.314226,"('distant', 'outgoing')",-0.7302947,-0.43104604,-1.4997096,-1.372636,0.1270736
6,-2.2560983,-2.297232,"('distant', 'open')",-1.0402086,-0.7838274,-1.6481534,-1.5405297,0.1076237
7,0.1322986,0.32413468,"('insensitive', 'sensitive')",0.107013166,0.09791394,0.1196559,0.2110243,0.0913684
8,-1.0901667,-1.3542176,"('unaffectionate', 'affectionate')",0.416063,0.29730183,-0.3370518,-0.5284579,-0.1914061
9,-1.5247465,-1.719027,"('unaffectionate', 'caring')",0.6092096,0.6048556,-0.4577685,-0.5570858,-0.0993173
10,-0.43300766,-0.504054,"('unsympathetic', 'sympathetic')",-0.8105548,-1.0840322,-0.6217812,-0.7940431,-0.1722619
11,-0.2523407,-0.3086655,"('unhelpful', 'helpful')",1.587688,1.5723836,0.6676736,0.6318591,-0.0358145
12,-0.5223554,-0.4062617,"('unsupportive', 'supportive')",-2.0238068,-2.0267437,-1.2730811,-1.2165027,0.0565784
13,-0.010516701,-0.23511907,"('impolite', 'polite')",-0.94396967,-1.089853,-0.4772432,-0.6624861,-0.1852429
14,1.4406682,1.5157714,"('antisocial', 'social')",0.53788847,0.3058407,0.9892783,0.9108061,-0.0784722
15,-0.39736375,-0.65234786,"('boring', 'funny')",0.08405562,-0.017096275,-0.1566541,-0.3347221,-0.178068
16,-0.7753115,-0.8982955,"('unpopular', 'popular')",0.46412188,0.46576795,-0.1555948,-0.2162638,-0.060669
17,-0.14677277,-0.13086869,"('nasty', 'nice')",-0.2843698,-0.27079782,-0.2155713,-0.2008333,0.014738
18,-0.16905156,-0.16506028,"('disagreeable', 'welcoming')",-0.4546585,-0.4061206,-0.311855,-0.2855904,0.0262646
19,-1.7346941,-1.892973,"('inhospitable', 'hospitable')",-0.7349733,-0.65164924,-1.2348337,-1.2723111,-0.0374774
20,0.80076116,0.8103911,"('rough', 'thoughtful')",0.75590944,0.6827557,0.7783353,0.7465734,-0.0317619
