,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4322553,-1.6358981,"('unsociable', 'sociable')",0.124470055,0.0039660763,-0.6538926,-0.815966,-0.1620734
1,-1.1707517,-1.3916667,"('unfriendly', 'friendly')",1.5275832,1.3007336,0.1784158,-0.0454665,-0.2238823
2,0.5527929,0.46255878,"('unlikable', 'likable')",0.92981136,0.8527895,0.7413021,0.6576741,-0.083628
3,0.028031992,0.13431199,"('repellent', 'pleasant')",0.34912187,0.36533016,0.1885769,0.2498211,0.0612442
4,0.09825898,-0.05397156,"('disliked', 'liked')",-6.1652503,-6.329733,-3.0334957,-3.1918523,-0.1583566
5,-0.49184868,-0.5684505,"('distant', 'outgoing')",-0.39750913,-0.3729952,-0.4446789,-0.4707229,-0.026044
6,-0.79194844,-0.8349742,"('distant', 'open')",-0.30954942,-0.36622527,-0.5507489,-0.6005998,-0.0498509
7,-0.6794327,-0.595094,"('insensitive', 'sensitive')",0.3666701,0.3210089,-0.1563813,-0.1370426,0.0193387
8,-1.2076361,-1.4108381,"('unaffectionate', 'affectionate')",0.6665655,0.472065,-0.2705353,-0.4693866,-0.1988513
9,-1.0334421,-1.1610419,"('unaffectionate', 'caring')",1.1402466,1.040606,0.0534022,-0.0602179,-0.1136201
10,-1.3293816,-1.4002057,"('unsympathetic', 'sympathetic')",-0.17591995,-0.33108538,-0.7526507,-0.8656455,-0.1129948
11,-0.69036716,-0.77919763,"('unhelpful', 'helpful')",2.001812,2.007578,0.6557224,0.6141901,-0.0415323
12,-0.6601766,-0.59373814,"('unsupportive', 'supportive')",-1.7586329,-1.7963659,-1.2094047,-1.195052,0.0143527
13,-0.74928653,-0.9001748,"('impolite', 'polite')",-0.40105057,-0.3721008,-0.5751686,-0.6361378,-0.0609692
14,0.89879483,0.8052831,"('antisocial', 'social')",0.36040354,0.29578385,0.6295992,0.5505335,-0.0790657
15,-0.100854024,-0.25746974,"('boring', 'funny')",0.08096526,0.027105687,-0.0099444,-0.115182,-0.1052376
16,-0.36992413,-0.30309716,"('unpopular', 'popular')",0.06677677,0.11942054,-0.1515737,-0.0918383,0.0597354
17,-0.52666205,-0.5672615,"('nasty', 'nice')",-0.64415896,-0.5566082,-0.5854105,-0.5619348,0.0234757
18,-0.5171036,-0.54240704,"('disagreeable', 'welcoming')",-0.38872397,-0.46957946,-0.4529138,-0.5059932,-0.0530794
19,-0.8421853,-0.97012544,"('inhospitable', 'hospitable')",-0.5835708,-0.59420145,-0.712878,-0.7821634,-0.0692854
20,0.19539447,0.2528199,"('rough', 'thoughtful')",0.67931324,0.705991,0.4373538,0.4794055,0.0420517
21,-0.21389571,-0.20360318,"('immoral', 'moral')",-0.4765348,-0.45346087,-0.3452153,-0.328532,0.0166833
22,0.11312641,0.044792008,"('untrustworthy', 'trustworthy')",-0.68184,-0.7293471,-0.2843568,-0.3422776,-0.0579208
23,-0.7318462,-0.7876773,"('insincere', 'sincere')",5.6110897,5.654157,2.4396217,2.4332399,-0.0063818
24,-0.39308563,-0.52480084,"('dishonest', 'honest')",1.0646912,0.96159834,0.3358028,0.2183987,-0.1174041
25,-0.038159736,-0.059383772,"('egoistic', 'altruistic')",1.0451916,0.95804745,0.503516,0.4493318,-0.0541842
26,-0.09533372,-0.2511018,"('hardhearted', 'benevolent')",1.6688794,1.4560605,0.7867728,0.6024793,-0.1842935
27,-0.9444167,-0.837954,"('hardhearted', 'softhearted')",0.80455637,0.71158785,-0.0699302,-0.0631831,0.0067471
28,-0.28550097,-0.43520412,"('disloyal', 'loyal')",1.4578422,1.2968568,0.5861706,0.4308263,-0.1553443
29,0.23122607,0.20698433,"('unfair', 'fair')",-0.29031512,-0.42057288,-0.0295445,-0.1067943,-0.0772498
30,0.014511362,-0.105005,"('intolerant', 'tolerant')",0.81122094,0.7122832,0.4128661,0.3036391,-0.109227
31,0.17560893,0.113401115,"('evil', 'good')",-0.81880367,-0.8831558,-0.3215974,-0.3848774,-0.06328
32,-0.89402044,-1.02919,"('unkind', 'kind')",0.66010344,0.4717138,-0.1169585,-0.2787381,-0.1617796
33,0.4149171,0.32552275,"('wrong', 'right')",-0.47391886,-0.44952202,-0.0295009,-0.0619996,-0.0324987
34,-0.4978255,-0.39303422,"('mean', 'honorable')",5.3154154,5.5847144,2.4087949,2.59584,0.1870451
35,0.47102264,0.3899544,"('corrupt', 'incorrupt')",-0.52827114,-0.54253995,-0.0286243,-0.0762928,-0.0476685
36,-0.3178009,-0.4587179,"('hostile', 'amicable')",-0.17201218,-0.24712554,-0.2449065,-0.3529217,-0.1080152
37,0.04334394,0.039020382,"('fake', 'genuine')",0.12343213,0.09106179,0.083388,0.0650411,-0.0183469
38,-1.1565628,-1.2884424,"('untruthful', 'truthful')",0.08400678,0.13496234,-0.536278,-0.57674,-0.040462
39,1.3294878,1.3249146,"('exploitative', 'cooperative')",0.20504095,0.1880526,0.7672644,0.7564836,-0.0107808
40,0.4347743,0.53156126,"('stingy', 'generous')",-1.4527489,-1.4909328,-0.5089873,-0.4796858,0.0293015
41,-0.45677388,-0.6553383,"('unforgiving', 'forgiving')",0.28636056,0.12677851,-0.0852067,-0.2642799,-0.1790732
42,0.37822923,0.39910525,"('unreliable', 'reliable')",-2.7233512,-2.846841,-1.172561,-1.2238679,-0.0513069
43,-1.4152461,-1.490461,"('irresponsible', 'responsible')",0.42681614,0.32137263,-0.494215,-0.5845442,-0.0903292
44,0.31989267,0.2797554,"('prejudiced', 'unprejudiced')",-1.7006434,-1.7134843,-0.6903754,-0.7168645,-0.0264891
45,-0.4325923,-0.58797693,"('incompetent', 'competent')",0.23813917,0.10876843,-0.0972266,-0.2396042,-0.1423776
46,-0.72505313,-0.6863342,"('uncompetitive', 'competitive')",-0.7436633,-0.77348703,-0.7343582,-0.7299106,0.0044476
47,-0.12340417,-0.106461436,"('stupid', 'smart')",5.3346667,5.5217433,2.6056314,2.7076409,0.1020095
48,-0.4860713,-0.5183762,"('unintelligent', 'intelligent')",0.87967277,0.8619268,0.1968007,0.1717753,-0.0250254
49,-0.77541727,-0.7519541,"('unable', 'able')",-0.48720086,-0.37735716,-0.631309,-0.5646556,0.0666534
50,-0.20644641,-0.1850757,"('clumsy', 'skillful')",-0.33708912,-0.3984449,-0.2717678,-0.2917603,-0.0199925
51,-0.18745002,-0.25398242,"('uneducated', 'educated')",0.5554376,0.5410442,0.1839938,0.1435309,-0.0404629
52,-0.26483214,-0.40191153,"('irrational', 'rational')",0.24075536,0.1586287,-0.0120384,-0.1216414,-0.109603
53,-1.0497797,-1.0612314,"('uncreative', 'creative')",0.628693,0.5327967,-0.2105433,-0.2642173,-0.053674
54,-0.6830423,-0.78213245,"('incapable', 'capable')",0.67456675,0.67784315,-0.0042378,-0.0521446,-0.0479068
55,-0.5945468,-0.63697386,"('incompetent', 'clever')",0.3127665,0.2524947,-0.1408902,-0.1922396,-0.0513494
56,0.41209912,0.32777688,"('impractical', 'practical')",0.17111737,0.11788296,0.2916082,0.2228299,-0.0687783
57,-0.59947133,-0.7660791,"('unimaginative', 'imaginative')",-2.6935513,-2.9301631,-1.6465113,-1.8481212,-0.2016099
58,0.2462015,0.26652008,"('undiscriminating', 'discriminating')",0.4642988,0.42292598,0.3552501,0.344723,-0.0105271
59,-0.020817904,-0.08701614,"('foolish', 'wise')",0.009291083,0.110727474,-0.0057634,0.0118557,0.0176191
60,-0.23924664,-0.23800068,"('inefficient', 'efficient')",0.010155665,0.12390883,-0.1145455,-0.0570459,0.0574996
61,0.14995986,-0.016199805,"('illogical', 'logical')",0.8003969,0.6691791,0.4751784,0.3264896,-0.1486888
62,0.45784727,0.52547264,"('incompetent', 'brilliant')",0.77240187,0.8931961,0.6151246,0.7093344,0.0942098
63,-0.8435091,-0.83429325,"('unperceptive', 'insightful')",0.76124185,0.8249188,-0.0411336,-0.0046872,0.0364464
64,0.3178508,0.17110814,"('shy', 'confident')",-5.8792787,-6.0136194,-2.780714,-2.9212556,-0.1405416
