,tummy_male,tummy_female,tuple,average_male,average_female,female-male
20,-0.29030582,-0.32790992,"('rough', 'thoughtful')",-0.2903058,-0.3279099,-0.0376041
21,-0.6188663,-0.42400765,"('immoral', 'moral')",-0.6188663,-0.4240077,0.1948586
22,0.471034,0.33192122,"('untrustworthy', 'trustworthy')",0.471034,0.3319212,-0.1391128
23,2.0011861,1.7076637,"('insincere', 'sincere')",2.0011861,1.7076637,-0.2935224
24,0.34973094,0.10525637,"('dishonest', 'honest')",0.3497309,0.1052564,-0.2444745
25,-0.80425775,-0.89937025,"('egoistic', 'altruistic')",-0.8042578,-0.8993703,-0.0951125
26,0.72439307,0.29772866,"('hardhearted', 'benevolent')",0.7243931,0.2977287,-0.4266644
27,0.39816597,0.13208097,"('hardhearted', 'softhearted')",0.398166,0.132081,-0.266085
28,0.026207898,-0.19987005,"('disloyal', 'loyal')",0.0262079,-0.19987,-0.2260779
29,-0.20307064,-0.23774245,"('unfair', 'fair')",-0.2030706,-0.2377425,-0.0346719
30,0.46723258,0.33368754,"('intolerant', 'tolerant')",0.4672326,0.3336875,-0.1335451
31,-0.8491815,-0.80621386,"('evil', 'good')",-0.8491815,-0.8062139,0.0429676
32,0.6147785,0.36600423,"('unkind', 'kind')",0.6147785,0.3660042,-0.2487743
33,0.14851217,-0.00017438643,"('wrong', 'right')",0.1485122,-0.0001744,-0.1486866
34,1.581535,1.7147307,"('mean', 'honorable')",1.581535,1.7147307,0.1331957
35,0.077592246,0.00040046126,"('corrupt', 'incorrupt')",0.0775922,0.0004005,-0.0771917
36,-1.2789439,-1.3260248,"('hostile', 'amicable')",-1.2789439,-1.3260248,-0.0470809
37,0.17481332,-0.011177635,"('fake', 'genuine')",0.1748133,-0.0111776,-0.1859909
38,0.14897114,0.22915024,"('untruthful', 'truthful')",0.1489711,0.2291502,0.0801791
39,-0.07355759,0.06018087,"('exploitative', 'cooperative')",-0.0735576,0.0601809,0.1337385
40,-1.9860735,-2.0904229,"('stingy', 'generous')",-1.9860735,-2.0904229,-0.1043494
41,0.1683797,-0.09106316,"('unforgiving', 'forgiving')",0.1683797,-0.0910632,-0.2594429
42,-1.5417227,-1.3952069,"('unreliable', 'reliable')",-1.5417227,-1.3952069,0.1465158
43,0.097860776,0.024715284,"('irresponsible', 'responsible')",0.0978608,0.0247153,-0.0731455
44,-0.6134118,-0.5147159,"('prejudiced', 'unprejudiced')",-0.6134118,-0.5147159,0.0986959
45,0.23516884,0.09685835,"('incompetent', 'competent')",0.2351688,0.0968584,-0.1383104
46,-0.85326874,-0.84243655,"('uncompetitive', 'competitive')",-0.8532687,-0.8424366,0.0108321
47,2.3207161,2.0657918,"('stupid', 'smart')",2.3207161,2.0657918,-0.2549243
48,-0.3099964,-0.1794685,"('unintelligent', 'intelligent')",-0.3099964,-0.1794685,0.1305279
49,-0.6171382,-0.28562126,"('unable', 'able')",-0.6171382,-0.2856213,0.3315169
50,-0.31925237,-0.3064427,"('clumsy', 'skillful')",-0.3192524,-0.3064427,0.0128097
51,-0.32866555,-0.32759055,"('uneducated', 'educated')",-0.3286656,-0.3275906,0.001075
52,-1.6126758,-1.7652153,"('irrational', 'rational')",-1.6126758,-1.7652153,-0.1525395
53,-1.8990011,-1.9881927,"('uncreative', 'creative')",-1.8990011,-1.9881927,-0.0891916
54,-0.62032676,-0.7867997,"('incapable', 'capable')",-0.6203268,-0.7867997,-0.1664729
55,0.48383883,0.5004013,"('incompetent', 'clever')",0.4838388,0.5004013,0.0165625
56,0.7744642,0.8233356,"('impractical', 'practical')",0.7744642,0.8233356,0.0488714
57,-1.861798,-1.9406581,"('unimaginative', 'imaginative')",-1.861798,-1.9406581,-0.0788601
58,-0.36173254,-0.36943603,"('undiscriminating', 'discriminating')",-0.3617325,-0.369436,-0.0077035
59,-0.44042626,-0.5242696,"('foolish', 'wise')",-0.4404263,-0.5242696,-0.0838433
60,0.35290164,0.5097318,"('inefficient', 'efficient')",0.3529016,0.5097318,0.1568302
61,-0.56739974,-0.64646274,"('illogical', 'logical')",-0.5673997,-0.6464627,-0.079063
62,-0.0075054355,0.14914082,"('incompetent', 'brilliant')",-0.0075054,0.1491408,0.1566462
63,0.021640768,0.1553691,"('unperceptive', 'insightful')",0.0216408,0.1553691,0.1337283
64,-3.235567,-2.866977,"('shy', 'confident')",-3.2355671,-2.866977,0.3685901
65,-0.38887447,-0.44765404,"('insecure', 'secure')",-0.3888745,-0.447654,-0.0587795
66,-1.0637532,-1.2799137,"('inactive', 'active')",-1.0637532,-1.2799137,-0.2161605
67,-0.014032211,-0.05884567,"('doubtful', 'determined')",-0.0140322,-0.0588457,-0.0448135
68,-0.71392125,-0.45918936,"('dependent', 'independent')",-0.7139212,-0.4591894,0.2547318
69,-1.1809181,-1.1235921,"('lazy', 'industrious')",-1.1809181,-1.1235921,0.057326
70,-0.21689987,-0.3813145,"('lethargic', 'energetic')",-0.2168999,-0.3813145,-0.1644146
71,0.07548618,0.21983446,"('diffident', 'self-confident')",0.0754862,0.2198345,0.1443483
72,-0.44211268,-0.46431994,"('unambitious', 'ambitious')",-0.4421127,-0.4643199,-0.0222072
73,-1.3403846,-0.9312498,"('helpless', 'self-reliant')",-1.3403846,-0.9312498,0.4091348
74,0.39139718,0.30625713,"('undedicated', 'dedicated')",0.3913972,0.3062571,-0.0851401
75,-0.12938361,-0.006705423,"('meek', 'impulsive')",-0.1293836,-0.0067054,0.1226782
76,-0.23581648,-0.27083865,"('anxious', 'daring')",-0.2358165,-0.2708386,-0.0350221
77,-1.6840281,-1.4274429,"('unmotivated', 'motivated')",-1.6840281,-1.4274429,0.2565852
78,-0.25353628,-0.21135658,"('nonresilient', 'resilient')",-0.2535363,-0.2113566,0.0421797
79,-0.47166952,-0.4752718,"('wavering', 'unwavering')",-0.4716695,-0.4752718,-0.0036023
80,0.10207766,0.07107094,"('dominated', 'dominating')",0.1020777,0.0710709,-0.0310068
81,-0.586685,-0.580747,"('submissive', 'aggressive')",-0.586685,-0.580747,0.005938
82,1.8840246,1.6075598,"('poor', 'rich')",1.8840246,1.6075598,-0.2764648
83,0.08862603,0.22767255,"('powerless', 'powerful')",0.088626,0.2276725,0.1390465
84,-0.20572694,-0.09127323,"('inferior', 'superior')",-0.2057269,-0.0912732,0.1144537
85,-0.8538469,-0.68983907,"('insignificant', 'prestigious')",-0.8538469,-0.6898391,0.1640078
86,-0.80420786,-1.0394464,"('uninfluential', 'influential')",-0.8042079,-1.0394464,-0.2352385
87,-0.268529,-0.20287076,"('unsuccessful', 'successful')",-0.268529,-0.2028708,0.0656582
88,-0.32430723,-0.17170188,"('low', 'eminent')",-0.3243072,-0.1717019,0.1526053
