,tummy_male,tummy_female,tuple,average_male,average_female,female-male
0,0.20658775,0.015922714,"('unsociable', 'sociable')",0.2065877,0.0159227,-0.190665
1,-0.23072305,-0.44808733,"('unfriendly', 'friendly')",-0.2307231,-0.4480873,-0.2173642
2,-0.75101376,-0.78269476,"('unlikable', 'likable')",-0.7510138,-0.7826948,-0.031681
3,-1.7007761,-1.6008275,"('repellent', 'pleasant')",-1.7007761,-1.6008275,0.0999486
4,-2.9133644,-2.5347414,"('disliked', 'liked')",-2.9133644,-2.5347414,0.378623
5,-0.8006282,-0.7977878,"('distant', 'outgoing')",-0.8006282,-0.7977878,0.0028404
6,-0.9726033,-1.067882,"('distant', 'open')",-0.9726033,-1.0678819,-0.0952786
7,-0.2409291,-0.20425887,"('insensitive', 'sensitive')",-0.2409291,-0.2042589,0.0366702
8,-0.3830705,-0.5711696,"('unaffectionate', 'affectionate')",-0.3830705,-0.5711696,-0.1880991
9,-0.41755265,-0.6207595,"('unaffectionate', 'caring')",-0.4175526,-0.6207595,-0.2032069
10,-0.8429128,-1.0055126,"('unsympathetic', 'sympathetic')",-0.8429128,-1.0055126,-0.1625998
11,0.4181533,0.46513894,"('unhelpful', 'helpful')",0.4181533,0.4651389,0.0469856
12,-1.1333994,-1.0359329,"('unsupportive', 'supportive')",-1.1333994,-1.0359329,0.0974665
13,0.107486315,0.009309658,"('impolite', 'polite')",0.1074863,0.0093097,-0.0981766
14,-0.14850682,-0.2604244,"('antisocial', 'social')",-0.1485068,-0.2604244,-0.1119176
15,1.2131271,1.1219494,"('boring', 'funny')",1.2131271,1.1219494,-0.0911777
16,-1.092671,-0.9979769,"('unpopular', 'popular')",-1.092671,-0.9979769,0.0946941
17,-0.4861694,-0.44200897,"('nasty', 'nice')",-0.4861694,-0.442009,0.0441604
18,-0.72605205,-0.73042935,"('disagreeable', 'welcoming')",-0.726052,-0.7304294,-0.0043774
19,-0.6185307,-0.5225089,"('inhospitable', 'hospitable')",-0.6185307,-0.5225089,0.0960218
