,q_male,q_female,tuple,e_male,e_female,p_male,p_female,resources_male,resources_female,inc_male,inc_female,average_male,average_female,female-male
0,0.22728735,-0.042729653,"('unsociable', 'sociable')",-0.7295491,-0.93206334,0.3000258,0.16414727,0.4794485,0.33125433,-0.4717279,-0.55103725,-0.0389031,-0.2060857,-0.1671826
1,-1.4914205,-1.575658,"('unfriendly', 'friendly')",-2.2125885,-2.3045678,-1.151298,-1.2931952,0.42666757,0.19139478,1.5703334,1.4495337,-0.5716612,-0.7064985,-0.1348373
2,1.4290668,1.5457684,"('unlikable', 'likable')",1.3221512,1.4747598,1.0600517,1.0921214,1.144748,1.1600733,0.4977939,0.63887733,1.0907623,1.1823201,0.0915578
3,1.2158419,1.2188506,"('repellent', 'pleasant')",0.75005907,0.79483324,0.8684912,0.9039709,1.3987404,1.5092005,0.34315214,0.42567927,0.9152569,0.9705069,0.05525
4,0.2715397,0.23875214,"('disliked', 'liked')",0.35640484,0.36609182,0.6977016,0.6392471,-0.38019565,-0.48256046,-5.924761,-6.0289197,-0.995862,-1.0534779,-0.0576159
5,-1.3445864,-1.3002417,"('distant', 'outgoing')",-0.39326948,-0.3692891,-0.42718711,-0.4678962,0.02734802,0.06621193,-0.033513255,-0.049656883,-0.4342417,-0.4241744,0.0100673
6,-1.1388519,-1.081902,"('distant', 'open')",-0.21888962,-0.14175119,-0.38461325,-0.39390278,-0.94740516,-0.9130045,0.20419128,0.20252427,-0.4971138,-0.4656073,0.0315065
7,0.5400714,0.45319214,"('insensitive', 'sensitive')",-0.52368397,-0.63010585,0.117349975,0.032654814,1.2775325,1.2502167,1.1469581,1.1496395,0.5116456,0.4511195,-0.0605261
8,-1.3868566,-1.4563363,"('unaffectionate', 'affectionate')",-1.9143869,-1.9426209,-1.3588562,-1.426956,-0.73413205,-0.77955097,0.78848714,0.7008015,-0.921149,-0.9809326,-0.0597836
9,-0.31018516,-0.39183754,"('unaffectionate', 'caring')",-1.4595195,-1.5159768,-0.25246418,-0.29380095,0.96117264,0.89179075,1.2048045,1.1755456,0.0287616,-0.0268558,-0.0556174
10,0.5340111,0.34218556,"('unsympathetic', 'sympathetic')",-0.29336202,-0.34842288,-0.43876523,-0.4875082,0.066475034,0.013417292,-0.13018002,-0.11287776,-0.0523642,-0.1186412,-0.066277
11,0.5957066,0.547167,"('unhelpful', 'helpful')",-0.7697061,-0.76990116,0.6668569,0.7193984,1.1690507,1.1925194,1.8883814,1.9897401,0.7100579,0.7357848,0.0257269
12,1.0483792,0.9884679,"('unsupportive', 'supportive')",-0.098637536,-0.06310661,0.9941182,1.0501044,1.2039359,1.2090412,-1.5342765,-1.4784546,0.3227038,0.3412105,0.0185067
13,0.7468939,0.71198535,"('impolite', 'polite')",0.53510576,0.5180391,1.0126706,1.06075,0.6419522,0.62739074,0.012599945,0.04039194,0.5898445,0.5917114,0.0018669
14,1.6062344,1.4609617,"('antisocial', 'social')",1.258673,1.1368594,1.2126,1.2223616,1.0366606,0.9921979,-0.1296646,-0.17463185,0.9969007,0.9275497,-0.069351
