,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5984861,-0.76510775,"('unsociable', 'sociable')",-0.12924863,-0.29965106,-0.2379373,-0.28991634,-0.58710885,-0.7073803,-0.3881952,-0.5155138,-0.1273186
1,-1.2387565,-1.3272376,"('unfriendly', 'friendly')",-0.40530315,-0.6241826,0.01195585,-0.16675597,2.2640705,2.1095417,0.1579917,-0.0021586,-0.1601503
2,-0.13162705,-0.03191245,"('unlikable', 'likable')",0.46399423,0.52647674,0.81492645,0.88855696,0.7938645,0.90687,0.4852895,0.5724978,0.0872083
3,-0.3865037,-0.30327797,"('repellent', 'pleasant')",0.60673165,0.7615639,0.7456846,0.89428204,0.29699633,0.36512578,0.3157272,0.4294234,0.1136962
4,-0.51071155,-0.42662147,"('disliked', 'liked')",-0.77291006,-0.7680617,-0.68798554,-0.7238152,-5.895334,-6.0619946,-1.9667352,-1.9951233,-0.0283881
5,-0.4559349,-0.32367286,"('distant', 'outgoing')",-0.32031125,-0.25868568,-0.43883932,-0.36710066,0.31103215,0.39338046,-0.2260133,-0.1390197,0.0869936
6,-0.59889483,-0.415231,"('distant', 'open')",-0.5683653,-0.43032748,-1.0104728,-0.9443252,0.81521326,0.9054937,-0.3406299,-0.2210975,0.1195324
7,-0.059126828,-0.08243071,"('insensitive', 'sensitive')",0.972681,0.9909041,0.012208924,0.06265839,0.34162083,0.3934926,0.316846,0.3411561,0.0243101
8,-0.9751492,-1.009918,"('unaffectionate', 'affectionate')",-0.32185793,-0.45556748,-0.9789552,-1.0528244,0.7435422,0.73072076,-0.383105,-0.4468973,-0.0637923
9,-0.8436749,-0.89469963,"('unaffectionate', 'caring')",0.55253476,0.43899304,-0.34540272,-0.39090374,1.3246129,1.3960284,0.1720175,0.1373545,-0.034663
10,-0.41288835,-0.5512252,"('unsympathetic', 'sympathetic')",0.85193294,0.83853453,-0.95796627,-0.91169435,-0.5545585,-0.5148681,-0.26837,-0.2848133,-0.0164433
11,0.41324574,0.34770894,"('unhelpful', 'helpful')",0.5583455,0.5392573,0.69073814,0.72913903,1.5061605,1.6393621,0.7921225,0.8138669,0.0217444
12,-0.09967698,-0.024982475,"('unsupportive', 'supportive')",0.27683133,0.44319585,0.13257396,0.28555715,-1.9854406,-1.9362589,-0.4189281,-0.3081221,0.110806
13,0.5984491,0.46599132,"('impolite', 'polite')",0.059351616,0.0760538,0.33325666,0.30454928,-0.3114837,-0.35647905,0.1698934,0.1225288,-0.0473646
14,0.14441764,0.08488012,"('antisocial', 'social')",1.0773628,1.193488,0.08308532,0.16676588,-1.0026289,-1.0086043,0.0755592,0.1091324,0.0335732
15,0.89732,0.88910985,"('boring', 'funny')",0.23478916,0.1342414,-0.21990351,-0.31467643,0.74716586,0.68076926,0.4148429,0.347361,-0.0674819
16,-1.0045121,-0.9392088,"('unpopular', 'popular')",-0.28183258,-0.34669322,0.013780452,-0.0138626695,0.9986881,0.9936114,-0.068469,-0.0765383,-0.0080693
17,-0.021807969,0.04958814,"('nasty', 'nice')",-0.29827356,-0.25075775,0.05207382,0.05811804,-0.2870402,-0.21654812,-0.138762,-0.0898999,0.0488621
18,-1.100546,-0.98902595,"('disagreeable', 'welcoming')",-0.7673484,-0.6548254,0.049084738,0.09321167,-0.27516514,-0.26743904,-0.5234937,-0.4545197,0.068974
19,-0.63220674,-0.5436706,"('inhospitable', 'hospitable')",-0.4407866,-0.4998086,-0.5073684,-0.51123905,0.306505,0.4109336,-0.3184642,-0.2859462,0.032518
20,-0.08284311,-0.061479565,"('rough', 'thoughtful')",2.1929789,2.236589,0.61819315,0.6612907,1.0036026,0.9781703,0.9329829,0.9536426,0.0206597
21,0.7037004,0.6231645,"('immoral', 'moral')",0.98173064,0.9428703,0.5312449,0.51770353,-0.8788446,-0.82877505,0.3344578,0.3137408,-0.020717
22,0.7879498,0.8000227,"('untrustworthy', 'trustworthy')",0.86087734,0.8045226,0.63483757,0.62377,-1.1698943,-1.1869643,0.2784426,0.2603378,-0.0181048
23,0.2898984,0.12340516,"('insincere', 'sincere')",1.0564306,1.0188414,0.5477271,0.5667777,5.5535693,5.6163716,1.8619063,1.8313489,-0.0305574
24,0.603093,0.5668985,"('dishonest', 'honest')",0.028334247,0.07619799,-1.8029492,-1.797444,0.7872404,0.7718403,-0.0960704,-0.0956268,0.0004436
25,-0.8978148,-0.8931285,"('egoistic', 'altruistic')",-0.13377853,-0.17068219,0.83013207,0.8209998,1.6972307,1.5694997,0.3739424,0.3316722,-0.0422702
26,-0.8993148,-1.0838778,"('hardhearted', 'benevolent')",1.036978,0.96336716,0.2071265,0.0938449,1.4400886,1.2564473,0.4462196,0.3074454,-0.1387742
27,-0.6221182,-0.5648799,"('hardhearted', 'softhearted')",-0.7757382,-0.59116864,-0.104575165,-0.1320618,1.6890737,1.650967,0.0466605,0.0907142,0.0440537
28,-0.6025116,-0.7575657,"('disloyal', 'loyal')",0.76346993,0.5956939,-0.48604697,-0.5761418,1.0175774,0.89481974,0.1731222,0.0392015,-0.1339207
29,-0.042839434,0.01608526,"('unfair', 'fair')",-0.5603666,-0.49474984,-0.6736107,-0.64740443,-0.24833083,-0.37407008,-0.3812869,-0.3750348,0.0062521
30,0.7433777,0.64898044,"('intolerant', 'tolerant')",1.0820801,0.98771757,0.90471214,0.86988205,0.7836614,0.76271415,0.8784578,0.8173236,-0.0611342
31,-1.1466424,-0.91506755,"('evil', 'good')",-1.5681477,-1.5901265,-0.49011594,-0.5044579,-0.3493098,-0.45471954,-0.888554,-0.8660929,0.0224611
32,0.06465733,-0.070318125,"('unkind', 'kind')",0.49746144,0.52116454,-0.7645139,-0.8043719,0.83312094,0.7031818,0.1576815,0.0874141,-0.0702674
33,0.0022287406,-0.0814771,"('wrong', 'right')",0.40484482,0.42938316,0.26867774,0.22693112,-0.252793,-0.39097172,0.1057396,0.0459664,-0.0597732
34,0.3729255,0.5401741,"('mean', 'honorable')",0.24181834,0.30365953,0.47334424,0.60989714,6.050058,6.315603,1.7845365,1.9423335,0.157797
35,-0.42261145,-0.34608105,"('corrupt', 'incorrupt')",-1.3928099,-1.4355339,-0.5581924,-0.6432464,0.23951873,0.07347389,-0.5335238,-0.5878469,-0.0543231
36,-1.0953766,-1.0177851,"('hostile', 'amicable')",-2.036441,-2.2486298,-1.1051522,-1.2378031,0.7093552,0.5154105,-0.8819037,-0.9972019,-0.1152982
37,0.5474851,0.5211293,"('fake', 'genuine')",-0.11857339,-0.1706197,-0.35755274,-0.30829635,0.2974558,0.3640111,0.0922037,0.1015561,0.0093524
38,0.029735127,0.06086888,"('untruthful', 'truthful')",0.5220753,0.57334197,-0.77434886,-0.7402846,-0.060712405,0.010805043,-0.0708127,-0.0238172,0.0469955
39,1.1175308,1.0552851,"('exploitative', 'cooperative')",1.1877161,1.147557,1.1900281,1.1767149,0.0566097,0.059754852,0.8879712,0.859828,-0.0281432
40,-0.5739929,-0.6086292,"('stingy', 'generous')",-0.58679247,-0.5652438,0.26323554,0.2809359,-1.2400079,-1.439985,-0.5343894,-0.5832305,-0.0488411
41,-0.568721,-0.5776884,"('unforgiving', 'forgiving')",-0.46624038,-0.500915,-0.1839398,-0.22689554,0.25960174,0.16869284,-0.2398249,-0.2842015,-0.0443766
42,0.4834712,0.62492126,"('unreliable', 'reliable')",0.110606946,0.38319883,-0.9793439,-0.7927018,-2.92906,-2.821308,-0.8285815,-0.6514724,0.1771091
43,-0.5345861,-0.5048468,"('irresponsible', 'responsible')",0.18653035,0.26526275,-1.320898,-1.2076484,0.09601285,0.18667631,-0.3932352,-0.3151391,0.0780961
44,0.052422315,0.07257874,"('prejudiced', 'unprejudiced')",-1.0039496,-1.023103,-0.55991125,-0.5656762,-1.3858181,-1.4012948,-0.7243142,-0.7293738,-0.0050596
45,-0.48516732,-0.47428313,"('incompetent', 'competent')",0.4063173,0.41729584,-0.32378346,-0.28079683,-0.071374945,-0.08267095,-0.1185021,-0.1051138,0.0133883
46,-0.20400393,-0.27756235,"('uncompetitive', 'competitive')",0.9340163,0.96481574,0.7363914,0.8564475,-1.0220369,-0.9660699,0.1110917,0.1444078,0.0333161
47,0.26913667,0.3419473,"('stupid', 'smart')",0.94422185,1.0538085,0.811787,0.87441474,5.743137,5.9421983,1.9420706,2.0530922,0.1110216
48,-0.124948956,-0.2542985,"('unintelligent', 'intelligent')",0.61095226,0.46078005,-0.30262202,-0.40720123,0.5256964,0.48408002,0.1772694,0.0708401,-0.1064293
49,-0.06660862,0.057200596,"('unable', 'able')",-0.28593174,-0.09053239,0.4418131,0.5613539,0.26840973,0.51923376,0.0894206,0.261814,0.1723934
50,-0.12459674,-0.1304447,"('clumsy', 'skillful')",-0.02962537,-0.003087543,0.15552747,0.19098388,0.2372016,0.2742886,0.0596267,0.0829351,0.0233084
51,-0.2159364,-0.38486743,"('uneducated', 'educated')",0.041671135,-0.015926667,-0.31125075,-0.45270628,0.21949211,0.10559012,-0.066506,-0.1869776,-0.1204716
52,-0.4341273,-0.62916154,"('irrational', 'rational')",-0.5432173,-0.82230437,-0.19268268,-0.42058384,0.60972375,0.4480201,-0.1400759,-0.3560074,-0.2159315
53,-0.7776751,-0.7611242,"('uncreative', 'creative')",1.2007974,1.074954,0.49950743,0.4797317,1.3418919,1.2421874,0.5661304,0.5089372,-0.0571932
54,-0.6551476,-0.6641222,"('incapable', 'capable')",0.86672807,0.76420444,-0.30998367,-0.3531876,1.2549943,1.3673335,0.2891478,0.278557,-0.0105908
