,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.17458463,-0.13068843,"('unsociable', 'sociable')",-0.43458542,-0.5407181,-0.304585,-0.3357033,-0.0311183
1,-0.69223404,-0.7827676,"('unfriendly', 'friendly')",2.1018584,1.8908297,0.7048122,0.554031,-0.1507812
2,0.28967878,0.31354743,"('unlikable', 'likable')",0.6366261,0.7224658,0.4631525,0.5180066,0.0548541
3,-1.13766,-1.0640672,"('repellent', 'pleasant')",-0.25897074,-0.2572449,-0.6983154,-0.6606561,0.0376593
4,0.42779756,0.41450033,"('disliked', 'liked')",-4.0216,-3.6817684,-1.7969011,-1.6336341,0.163267
5,-0.077738136,-0.06618149,"('distant', 'outgoing')",0.6892166,0.68461627,0.3057392,0.3092174,0.0034782
6,-0.55212456,-0.58089817,"('distant', 'open')",0.5578513,0.5202295,0.0028634,-0.0303343,-0.0331977
7,-1.1050987,-1.0578312,"('insensitive', 'sensitive')",0.013809912,0.010731954,-0.5456444,-0.5235496,0.0220948
8,-0.54104644,-0.67610466,"('unaffectionate', 'affectionate')",0.9991056,0.7690317,0.2290296,0.0464635,-0.1825661
9,-0.23479825,-0.28185725,"('unaffectionate', 'caring')",1.4025918,1.2513467,0.5838968,0.4847447,-0.0991521
10,-1.6746103,-1.5977651,"('unsympathetic', 'sympathetic')",-0.91415036,-0.8522105,-1.2943803,-1.2249877,0.0693926
11,-0.02838115,0.0043871654,"('unhelpful', 'helpful')",0.79989004,0.75073725,0.3857544,0.3775622,-0.0081922
12,0.28156692,0.38218802,"('unsupportive', 'supportive')",-1.3314258,-1.1386799,-0.5249294,-0.3782459,0.1466835
13,-0.14822195,-0.07024954,"('impolite', 'polite')",-0.510157,-0.53210676,-0.3291895,-0.3011782,0.0280113
14,-0.20289399,-0.14490163,"('antisocial', 'social')",0.46368405,0.51530325,0.130395,0.1852008,0.0548058
15,0.9527861,0.8427357,"('boring', 'funny')",0.36883092,0.30266643,0.6608085,0.5727011,-0.0881074
16,0.21205938,0.22694248,"('unpopular', 'popular')",0.2087053,0.05739171,0.2103823,0.1421671,-0.0682152
17,-0.0022858325,0.018092114,"('nasty', 'nice')",-0.4946852,-0.58883,-0.2484855,-0.2853689,-0.0368834
18,-0.029853769,-0.046617366,"('disagreeable', 'welcoming')",-0.6119113,-0.69991696,-0.3208825,-0.3732672,-0.0523847
19,-0.61866266,-0.6524295,"('inhospitable', 'hospitable')",-0.120181665,-0.15392855,-0.3694222,-0.403179,-0.0337568
20,-0.2026289,-0.17875195,"('rough', 'thoughtful')",0.98696244,0.9650438,0.3921668,0.3931459,0.0009791
21,-0.50620174,-0.47919756,"('immoral', 'moral')",-1.3363494,-1.2188232,-0.9212756,-0.8490103,0.0722653
22,-0.5699446,-0.5721172,"('untrustworthy', 'trustworthy')",-0.4995459,-0.47715092,-0.5347453,-0.5246341,0.0101112
23,-0.837043,-0.8480635,"('insincere', 'sincere')",4.090188,3.65625,1.6265725,1.4040933,-0.2224792
24,-0.75519526,-0.7330773,"('dishonest', 'honest')",0.8359436,0.7457019,0.0403742,0.0063123,-0.0340619
25,-0.093825825,-0.18441205,"('egoistic', 'altruistic')",1.4270506,1.2569768,0.6666124,0.5362824,-0.13033
26,0.4193326,0.33795682,"('hardhearted', 'benevolent')",2.658123,2.542138,1.5387278,1.4400475,-0.0986803
27,-0.46749547,-0.4277003,"('hardhearted', 'softhearted')",0.47182864,0.18139173,0.0021666,-0.1231543,-0.1253209
28,-0.60047174,-0.680361,"('disloyal', 'loyal')",0.7626219,0.5810795,0.0810751,-0.0496407,-0.1307158
29,-0.21573065,-0.20949867,"('unfair', 'fair')",-0.42103094,-0.58679235,-0.3183808,-0.3981455,-0.0797647
30,-0.20652527,-0.21507786,"('intolerant', 'tolerant')",0.6774496,0.67724,0.2354622,0.2310811,-0.0043811
31,-0.020067351,-0.0064868773,"('evil', 'good')",0.13310727,0.05242102,0.05652,0.0229671,-0.0335529
32,0.45709395,0.5132407,"('unkind', 'kind')",0.7633892,0.56953627,0.6102416,0.5413885,-0.0688531
33,0.51341826,0.4319246,"('wrong', 'right')",0.57822233,0.4327657,0.5458203,0.4323452,-0.1134751
34,-0.57512665,-0.4429517,"('mean', 'honorable')",3.6876655,3.6343958,1.5562694,1.5957221,0.0394527
35,0.23096304,0.12246141,"('corrupt', 'incorrupt')",0.089291394,-0.085247904,0.1601272,0.0186068,-0.1415204
36,-0.24076632,-0.35701588,"('hostile', 'amicable')",1.2296091,1.0151243,0.4944214,0.3290542,-0.1653672
37,-0.8714462,-0.88117427,"('fake', 'genuine')",0.15974338,0.103072345,-0.3558514,-0.389051,-0.0331996
38,-0.25337535,-0.25739518,"('untruthful', 'truthful')",0.21562864,0.25825143,-0.0188734,0.0004281,0.0193015
39,0.8538231,0.8603815,"('exploitative', 'cooperative')",0.4076616,0.38950628,0.6307424,0.6249439,-0.0057985
40,0.09673816,0.13865064,"('stingy', 'generous')",-1.6219392,-1.6536529,-0.7626005,-0.7575011,0.0050994
41,-0.45469102,-0.38561046,"('unforgiving', 'forgiving')",0.509532,0.56071866,0.0274205,0.0875541,0.0601336
42,0.210494,0.3155018,"('unreliable', 'reliable')",-2.3432014,-2.1808147,-1.0663537,-0.9326565,0.1336972
43,-0.5568939,-0.4691596,"('irresponsible', 'responsible')",0.7067459,0.76217365,0.074926,0.146507,0.071581
44,0.24705948,0.24579795,"('prejudiced', 'unprejudiced')",-1.3990078,-1.381884,-0.5759742,-0.568043,0.0079312
45,-0.7720302,-0.63794696,"('incompetent', 'competent')",0.70921355,0.8732714,-0.0314083,0.1176622,0.1490705
46,-1.1774514,-1.0553477,"('uncompetitive', 'competitive')",-1.1456654,-1.0108305,-1.1615584,-1.0330892,0.1284692
47,0.06389505,0.14851412,"('stupid', 'smart')",5.0293255,4.9287095,2.5466104,2.5386119,-0.0079985
48,0.21279103,0.20396917,"('unintelligent', 'intelligent')",-0.09625229,-0.059509814,0.0582694,0.0722297,0.0139603
49,0.06923695,0.119810954,"('unable', 'able')",-0.10899025,0.049433373,-0.0198767,0.0846222,0.1044989
50,0.92164797,0.87410426,"('clumsy', 'skillful')",-0.5231735,-0.6862256,0.1992372,0.0939393,-0.1052979
51,-0.5971554,-0.621601,"('uneducated', 'educated')",-0.04362382,-0.11742252,-0.3203896,-0.3695118,-0.0491222
52,0.14984454,-0.12203753,"('irrational', 'rational')",0.2769582,0.00984294,0.2134014,-0.0560973,-0.2694987
53,-1.3269933,-1.4521487,"('uncreative', 'creative')",0.87766975,0.7780357,-0.2246618,-0.3370565,-0.1123947
54,-0.78489435,-0.9388752,"('incapable', 'capable')",0.80563575,0.64743906,0.0103707,-0.1457181,-0.1560888
55,-0.86044794,-0.8063052,"('incompetent', 'clever')",-0.33602387,-0.1927017,-0.5982359,-0.4995035,0.0987324
56,0.34979284,0.39518368,"('impractical', 'practical')",0.63346624,0.82632166,0.4916295,0.6107527,0.1191232
57,-0.635744,-0.666529,"('unimaginative', 'imaginative')",-1.3316716,-1.0532323,-0.9837078,-0.8598807,0.1238271
58,-0.96343076,-0.9897535,"('undiscriminating', 'discriminating')",0.38191006,0.49445176,-0.2907603,-0.2476509,0.0431094
59,0.49176782,0.39716223,"('foolish', 'wise')",0.5351188,0.35325956,0.5134434,0.3752109,-0.1382325
60,0.37238517,0.53113043,"('inefficient', 'efficient')",-0.47183514,-0.22297055,-0.049725,0.1540799,0.2038049
61,-0.21598019,-0.32555076,"('illogical', 'logical')",0.55836654,0.38921297,0.1711932,0.0318311,-0.1393621
62,-0.25227034,-0.13290629,"('incompetent', 'brilliant')",0.30175477,0.49589214,0.0247422,0.1814929,0.1567507
63,-1.0760509,-0.9882945,"('unperceptive', 'insightful')",0.2488252,0.40936974,-0.4136128,-0.2894624,0.1241504
64,0.07608003,0.07219757,"('shy', 'confident')",-4.930213,-4.5571823,-2.4270666,-2.2424924,0.1845742
65,-0.1484032,-0.1688129,"('insecure', 'secure')",-0.042914666,0.012533527,-0.0956589,-0.0781397,0.0175192
66,-0.7316779,-0.7094442,"('inactive', 'active')",0.71125937,0.6403214,-0.0102093,-0.0345614,-0.0243521
67,0.2723103,0.28551513,"('doubtful', 'determined')",-0.66575736,-0.6285774,-0.1967235,-0.1715311,0.0251924
68,-0.78906006,-0.84312445,"('dependent', 'independent')",-1.1062024,-1.1008943,-0.9476312,-0.9720094,-0.0243782
69,1.4971296,1.4769182,"('lazy', 'industrious')",0.2911383,0.3197154,0.8941339,0.8983168,0.0041829
70,-1.2474295,-1.2090586,"('lethargic', 'energetic')",-0.38282686,-0.32939914,-0.8151282,-0.7692289,0.0458993
71,1.2433126,1.31841,"('diffident', 'self-confident')",0.59939516,0.5339786,0.9213539,0.9261943,0.0048404
