,chipotle_male,chipotle_female,tuple,mexican_male,mexican_female,grill_male,grill_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2671561,-1.3517464,"('unsociable', 'sociable')",0.39236987,0.2909453,1.5746558,1.4212683,-0.44778198,-0.70600253,0.0630219,-0.0863838,-0.1494057
1,-0.31260997,-0.40254664,"('unfriendly', 'friendly')",-0.15830332,-0.16893138,1.3674618,1.1279726,2.1403317,1.8992997,0.7592201,0.6139486,-0.1452715
2,-0.108166374,0.023976158,"('unlikable', 'likable')",0.1081375,0.1767236,1.1143776,1.1141474,0.5164236,0.5782867,0.4076931,0.4732835,0.0655904
3,-1.4330382,-1.3780015,"('repellent', 'pleasant')",-0.59512275,-0.64304453,-1.4024991,-1.4020635,0.050847873,0.14268698,-0.8449531,-0.8201056,0.0248475
4,0.24754691,0.26494563,"('disliked', 'liked')",0.25274846,0.22849524,0.2170054,0.20197086,-6.0806727,-6.1837616,-1.340843,-1.3720875,-0.0312445
5,1.3828189,1.3840061,"('distant', 'outgoing')",-0.6962727,-0.55373245,0.037829667,0.13732757,0.07250143,0.102929674,0.1992193,0.2676327,0.0684134
6,1.3678955,1.3834585,"('distant', 'open')",-0.7515398,-0.61922675,0.6358357,0.6632167,0.62081087,0.64333,0.4682505,0.5176946,0.0494441
7,-1.5090023,-1.5103385,"('insensitive', 'sensitive')",-0.73302835,-0.69934607,-0.085068636,-0.15817896,0.6301174,0.6460051,-0.4242455,-0.4304646,-0.0062191
8,-0.52780527,-0.5631097,"('unaffectionate', 'affectionate')",-0.51516026,-0.4739828,-0.031185016,-0.103983924,1.0023164,0.9698342,-0.0179586,-0.0428105,-0.0248519
9,-0.76231647,-0.8261217,"('unaffectionate', 'caring')",-0.47635427,-0.43405068,0.29587412,0.21865693,1.1770955,1.1868585,0.0585747,0.0363358,-0.0222389
10,-2.0784829,-2.1424327,"('unsympathetic', 'sympathetic')",-1.3246472,-1.4245623,-0.8297838,-1.0956576,-0.94084305,-0.97842443,-1.2934393,-1.4102694,-0.1168301
11,-1.8683538,-1.8743201,"('unhelpful', 'helpful')",-0.6014346,-0.59789777,-0.22638646,-0.2516973,1.3212954,1.5004039,-0.3437199,-0.3058779,0.037842
12,-0.531989,-0.59497786,"('unsupportive', 'supportive')",0.6728213,0.63988954,0.5666543,0.49355164,-1.5028346,-1.5427085,-0.198837,-0.2510613,-0.0522243
13,-1.4693203,-1.558775,"('impolite', 'polite')",0.47754663,0.39622608,1.1709079,1.0796648,-0.7617259,-0.81075966,-0.1456479,-0.2234109,-0.077763
14,-1.3874109,-1.3763977,"('antisocial', 'social')",-0.31828302,-0.345838,0.5312343,0.5005958,-0.78549683,-0.78107846,-0.4899891,-0.5006796,-0.0106905
15,0.4058573,0.4162832,"('boring', 'funny')",0.56077945,0.5758494,1.2274109,1.2446766,0.5588112,0.61514646,0.6882147,0.7129889,0.0247742
16,0.33135602,0.32594863,"('unpopular', 'popular')",-0.21179713,-0.23876712,-0.60243636,-0.4592253,0.4322465,0.46106857,-0.0126577,0.0222562,0.0349139
17,-0.4419287,-0.36824933,"('nasty', 'nice')",-1.0519253,-0.96653867,-1.2885367,-1.1725836,-0.74806136,-0.6483386,-0.882613,-0.7889275,0.0936855
18,-0.25600302,-0.21975642,"('disagreeable', 'welcoming')",0.9867102,0.9939874,-0.30815315,-0.3507788,-0.2398971,-0.28586754,0.0456642,0.0343962,-0.011268
19,0.07594992,0.15931483,"('inhospitable', 'hospitable')",-0.25331885,-0.19130042,0.13233528,0.17201236,0.08251679,0.16918424,0.0093708,0.0773028,0.067932
20,-1.3084189,-1.2192761,"('rough', 'thoughtful')",-1.0705329,-0.993477,-0.1966287,-0.1981314,0.693164,0.7125166,-0.4706042,-0.424592,0.0460122
21,-1.5712328,-1.5671483,"('immoral', 'moral')",-0.72851187,-0.806821,0.60183454,0.3855063,-1.0134857,-0.98202926,-0.6778489,-0.7426231,-0.0647742
22,-0.48383668,-0.46973556,"('untrustworthy', 'trustworthy')",-0.23980473,-0.2923198,0.12595992,-0.037324123,-0.86190593,-0.9190409,-0.3648968,-0.4296051,-0.0647083
23,-1.5785674,-1.6299666,"('insincere', 'sincere')",-0.3848581,-0.38080698,0.31355128,0.22667588,5.3818364,5.4180093,0.9329906,0.9084779,-0.0245127
24,-0.9460378,-0.9834146,"('dishonest', 'honest')",-0.24771231,-0.18945634,0.25079203,0.09969619,0.7081739,0.72896975,-0.0586961,-0.0860512,-0.0273551
25,0.89307415,0.8891603,"('egoistic', 'altruistic')",0.088110365,0.1261284,0.5168724,0.5166063,1.8447678,1.7451738,0.8357062,0.8192672,-0.016439
26,-1.0190798,-1.084754,"('hardhearted', 'benevolent')",-0.34476152,-0.36407602,0.9828686,0.8618796,1.5464096,1.4166505,0.2913592,0.207425,-0.0839342
27,-0.42389327,-0.43403453,"('hardhearted', 'softhearted')",-1.3674344,-1.2353791,-0.1116389,-0.03614827,1.4664692,1.3613814,-0.1091244,-0.0860451,0.0230793
28,-1.4544492,-1.5299894,"('disloyal', 'loyal')",-0.49869162,-0.564949,-0.30515027,-0.52674055,0.85153973,0.67367566,-0.3516878,-0.4870008,-0.135313
29,-0.05244156,-0.08232533,"('unfair', 'fair')",-0.06594,-0.110240914,0.17396891,0.13223064,0.07776672,-0.07045508,0.0333385,-0.0326977,-0.0660362
30,-1.4184264,-1.4295237,"('intolerant', 'tolerant')",-0.37325338,-0.42382258,-0.2792359,-0.33551365,0.63591623,0.67085874,-0.3587499,-0.3795003,-0.0207504
31,0.70129484,0.7576466,"('evil', 'good')",-0.34042102,-0.32987693,-0.5563838,-0.4463939,-0.36255774,-0.43227467,-0.1395169,-0.1127247,0.0267922
32,-0.9045332,-0.9410577,"('unkind', 'kind')",-0.21578318,-0.28799477,0.57853895,0.4805875,0.7927684,0.6369938,0.0627477,-0.0278678,-0.0906155
