,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,female-male
0,-1.8511107,-2.0210674,"('unsociable', 'sociable')",-1.4435772,-1.6220539,-0.39497516,-0.6609533,-0.13198441,-0.30329987,-0.9554119,-1.1518435,-0.1964316
1,0.04163803,-0.035744376,"('unfriendly', 'friendly')",-0.6160295,-0.62602496,1.341269,1.1677223,1.327017,1.269312,0.5234736,0.4438162,-0.0796574
2,1.0303514,1.0171779,"('unlikable', 'likable')",1.3015558,1.2927858,2.2735322,2.2092872,1.3476557,1.5037196,1.4882737,1.5057425,0.0174688
3,-1.7911336,-1.8249476,"('repellent', 'pleasant')",-0.60785264,-0.6192191,-0.8108734,-0.82783204,0.4758236,0.45563385,-0.6835091,-0.7040912,-0.0205821
4,0.853308,0.9267145,"('disliked', 'liked')",1.0782495,1.1461587,0.8050141,0.76536834,-6.255528,-6.1712136,-0.8797391,-0.833243,0.0464961
5,2.0618248,2.208588,"('distant', 'outgoing')",1.6763982,1.9041363,2.6348026,2.7156062,-0.29014128,-0.13892831,1.5207212,1.6723505,0.1516293
6,1.9421012,2.1247683,"('distant', 'open')",1.5107173,1.7863224,2.4605653,2.5201457,-0.23403957,-0.06678648,1.4198359,1.5911125,0.1712766
7,-1.7481325,-1.7878407,"('insensitive', 'sensitive')",-2.1832507,-2.231688,-1.6890607,-1.780436,-0.2921512,-0.3154998,-1.4781487,-1.5288662,-0.0507175
8,-0.27935278,-0.30963698,"('unaffectionate', 'affectionate')",-0.2589572,-0.2932786,1.8976785,1.7807108,0.3928153,0.42295086,0.438046,0.4001865,-0.0378595
9,-0.011160031,-0.07377511,"('unaffectionate', 'caring')",-0.57444024,-0.63571835,2.2747934,2.1721966,1.2465332,1.2646078,0.7339315,0.6818278,-0.0521037
10,-2.9061017,-3.0861716,"('unsympathetic', 'sympathetic')",-3.070383,-3.2607982,-2.6120744,-2.7940996,-0.43090624,-0.5450602,-2.2548664,-2.4215324,-0.166666
