,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8385777,-0.9093183,"('unsociable', 'sociable')",0.17075157,0.10734617,-0.6387385,-0.76439,-0.4355215,-0.5221207,-0.0865992
1,-1.2315552,-1.539243,"('unfriendly', 'friendly')",-0.29527092,-0.6118625,1.877196,1.6760907,0.1167899,-0.1583382,-0.2751281
2,0.37901482,0.40435126,"('unlikable', 'likable')",0.46409255,0.49079427,0.4040991,0.48259264,0.4157355,0.4592461,0.0435106
3,-0.9756294,-0.96097714,"('repellent', 'pleasant')",0.0764057,0.06788818,0.20728427,0.21746187,-0.2306465,-0.225209,0.0054375
4,0.30778074,0.15523249,"('disliked', 'liked')",-0.40698567,-0.52900785,-5.7284093,-5.884642,-1.9425381,-2.0861392,-0.1436011
5,-0.81871,-0.92312926,"('distant', 'outgoing')",-0.86785597,-0.9308712,0.15765929,0.13882327,-0.5096356,-0.5717257,-0.0620901
6,-0.58131075,-0.6933347,"('distant', 'open')",-1.0198048,-1.1606146,0.680644,0.63346297,-0.3068239,-0.4068288,-0.1000049
7,-0.74707925,-0.6782429,"('insensitive', 'sensitive')",-0.22583343,-0.16370074,0.6515874,0.62444824,-0.1071084,-0.0724985,0.0346099
8,-0.23746166,-0.39973155,"('unaffectionate', 'affectionate')",0.23124743,0.1372827,1.1363486,0.893324,0.3767114,0.2102917,-0.1664197
9,-0.808584,-0.97787946,"('unaffectionate', 'caring')",0.39187244,0.30697566,1.1858996,1.0542669,0.256396,0.1277877,-0.1286083
10,-1.7761682,-1.7628795,"('unsympathetic', 'sympathetic')",-0.9074095,-0.9045757,-0.76700926,-0.76349324,-1.1501957,-1.1436495,0.0065462
11,-1.2662908,-1.2436484,"('unhelpful', 'helpful')",0.02525613,0.11644238,1.1326224,1.2732905,-0.0361374,0.0486948,0.0848322
12,-0.14667037,-0.20627157,"('unsupportive', 'supportive')",0.05118411,0.112193845,-1.814324,-1.8920102,-0.6366034,-0.6620293,-0.0254259
13,-1.3202173,-1.2262145,"('impolite', 'polite')",-0.86081946,-0.8608167,-0.5797786,-0.5286869,-0.9202718,-0.8719061,0.0483657
14,-0.31994867,-0.22635232,"('antisocial', 'social')",0.7487445,0.84648466,-0.61398184,-0.6672222,-0.0617287,-0.0156966,0.0460321
15,0.4360563,0.33428398,"('boring', 'funny')",-0.104967214,-0.18209401,0.76505065,0.7393248,0.3653799,0.2971716,-0.0682083
16,0.021400124,-0.002256818,"('unpopular', 'popular')",0.07299897,0.04371861,0.8683995,0.88920635,0.3209329,0.3102227,-0.0107102
17,-0.29749665,-0.30514255,"('nasty', 'nice')",-0.25929126,-0.22919749,-0.17196858,-0.08068998,-0.2429188,-0.20501,0.0379088
18,0.6106869,0.55981034,"('disagreeable', 'welcoming')",0.27432376,0.28155437,-0.15151092,-0.23073742,0.2444999,0.2035424,-0.0409575
