,fortive_male,fortive_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.50980085,-0.5204485,"('unsociable', 'sociable')",-0.03152276,-0.1094219,-0.2706618,-0.3149352,-0.0442734
1,-1.2802552,-1.3749666,"('unfriendly', 'friendly')",1.4277186,1.3056915,0.0737317,-0.0346376,-0.1083693
2,0.75665087,0.7852335,"('unlikable', 'likable')",0.4925371,0.49239385,0.624594,0.6388137,0.0142197
3,-0.19345614,0.013282272,"('repellent', 'pleasant')",1.174453,1.2467633,0.4904984,0.6300228,0.1395244
4,-0.6213443,-0.6152037,"('disliked', 'liked')",-7.947411,-8.081465,-4.2843776,-4.3483343,-0.0639567
5,-0.6226179,-0.6552829,"('distant', 'outgoing')",-0.56074375,-0.6001949,-0.5916808,-0.6277389,-0.0360581
6,-1.3039498,-1.3109297,"('distant', 'open')",-0.3980453,-0.4314816,-0.8509976,-0.8712056,-0.020208
7,-0.46615586,-0.29177707,"('insensitive', 'sensitive')",0.40108174,0.45507032,-0.0325371,0.0816466,0.1141837
8,-1.1129532,-1.2085885,"('unaffectionate', 'affectionate')",0.93832344,0.9046533,-0.0873149,-0.1519676,-0.0646527
9,-1.4530388,-1.4704075,"('unaffectionate', 'caring')",1.2802378,1.30577,-0.0864005,-0.0823187,0.0040818
10,-0.78833854,-0.6856675,"('unsympathetic', 'sympathetic')",-0.19328684,-0.17126693,-0.4908127,-0.4284672,0.0623455
11,-0.024708658,0.07998884,"('unhelpful', 'helpful')",1.2265468,1.3729264,0.6009191,0.7264576,0.1255385
12,-0.9461245,-0.7449757,"('unsupportive', 'supportive')",-2.3118584,-2.3211057,-1.6289915,-1.5330408,0.0959507
13,-0.23643574,-0.24295539,"('impolite', 'polite')",-0.783563,-0.6764448,-0.5099994,-0.4597001,0.0502993
14,1.142773,1.2438589,"('antisocial', 'social')",0.12775509,0.08268155,0.635264,0.6632702,0.0280062
15,0.3834664,0.29715422,"('boring', 'funny')",-0.108200334,-0.10326265,0.137633,0.0969458,-0.0406872
16,-0.6371323,-0.65952754,"('unpopular', 'popular')",-0.047483645,-0.03332302,-0.342308,-0.3464253,-0.0041173
17,-0.71415037,-0.58154327,"('nasty', 'nice')",-0.44920558,-0.41377246,-0.581678,-0.4976579,0.0840201
18,-0.53245896,-0.4497642,"('disagreeable', 'welcoming')",-0.41108602,-0.47534153,-0.4717725,-0.4625528,0.0092197
19,-1.0520852,-1.0268657,"('inhospitable', 'hospitable')",-0.6285821,-0.5687366,-0.8403336,-0.7978011,0.0425325
