,microsoft_male,microsoft_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7023301,-0.8703255,"('unsociable', 'sociable')",-0.22799842,-0.28362033,-0.4651643,-0.5769729,-0.1118086
1,1.708712,1.6729112,"('unfriendly', 'friendly')",0.79958296,0.7977671,1.2541475,1.2353392,-0.0188083
2,0.89195496,0.9480753,"('unlikable', 'likable')",0.81396157,0.73234785,0.8529583,0.8402116,-0.0127467
3,-0.53350747,-0.43216452,"('repellent', 'pleasant')",1.1918057,1.207136,0.3291491,0.3874857,0.0583366
4,-1.0500484,-1.0106357,"('disliked', 'liked')",-6.170321,-6.549267,-3.6101847,-3.7799513,-0.1697666
5,1.050175,1.1680522,"('distant', 'outgoing')",-1.1908357,-0.90028423,-0.0703304,0.133884,0.2042144
6,1.1151563,1.2671794,"('distant', 'open')",-1.4789134,-1.1557741,-0.1818786,0.0557026,0.2375812
7,0.15350243,0.21294335,"('insensitive', 'sensitive')",0.23096505,0.280102,0.1922337,0.2465227,0.054289
8,1.333976,1.2354531,"('unaffectionate', 'affectionate')",-0.13635963,-0.13490713,0.5988082,0.550273,-0.0485352
9,1.5959841,1.5759674,"('unaffectionate', 'caring')",0.269794,0.41561773,0.932889,0.9957926,0.0629036
10,-0.4443459,-0.45149502,"('unsympathetic', 'sympathetic')",-0.3870024,-0.44088954,-0.4156741,-0.4461923,-0.0305182
11,0.41083816,0.32863876,"('unhelpful', 'helpful')",2.1665397,2.1924548,1.2886889,1.2605468,-0.0281421
12,0.8798824,1.03562,"('unsupportive', 'supportive')",-2.0647435,-1.9791777,-0.5924306,-0.4717789,0.1206517
13,-0.31739023,-0.3801613,"('impolite', 'polite')",-0.7518443,-0.7534612,-0.5346172,-0.5668112,-0.032194
14,-0.6863348,-0.71296144,"('antisocial', 'social')",0.31749043,0.18430649,-0.1844222,-0.2643275,-0.0799053
15,0.01685401,-0.08731642,"('boring', 'funny')",-0.34076285,-0.28846076,-0.1619544,-0.1878886,-0.0259342
16,-0.23891678,-0.27072358,"('unpopular', 'popular')",0.34588802,0.24664114,0.0534856,-0.0120412,-0.0655268
17,0.013233993,0.03302053,"('nasty', 'nice')",-0.27346814,-0.24299271,-0.1301171,-0.1049861,0.025131
18,0.35517746,0.3948904,"('disagreeable', 'welcoming')",-0.7822918,-0.7346331,-0.2135572,-0.1698713,0.0436859
19,-0.063446105,-0.019860841,"('inhospitable', 'hospitable')",-0.69174874,-0.58387905,-0.3775974,-0.30187,0.0757274
20,0.74901766,0.681641,"('rough', 'thoughtful')",1.0137705,1.0100158,0.881394,0.8458284,-0.0355656
21,0.45113134,0.42847803,"('immoral', 'moral')",-0.32473,-0.38459763,0.0632007,0.0219402,-0.0412605
22,0.39974207,0.4060055,"('untrustworthy', 'trustworthy')",-0.39600092,-0.52328473,0.0018706,-0.0586396,-0.0605102
23,1.6648957,1.6675913,"('insincere', 'sincere')",5.6597753,5.8523545,3.6623354,3.759973,0.0976376
24,1.1444547,1.244201,"('dishonest', 'honest')",0.71589494,0.8080825,0.9301748,1.0261418,0.095967
25,1.3134494,1.3130709,"('egoistic', 'altruistic')",1.0269428,1.0663598,1.1701961,1.1897154,0.0195193
26,1.8634349,1.7506778,"('hardhearted', 'benevolent')",1.3880863,1.2242733,1.6257606,1.4874756,-0.138285
27,-0.4512039,-0.5228184,"('hardhearted', 'softhearted')",-0.038190797,0.117116556,-0.2446974,-0.2028509,0.0418465
28,0.1924029,0.05692174,"('disloyal', 'loyal')",1.1840781,0.9980926,0.6882405,0.5275072,-0.1607333
29,-0.5100597,-0.46303833,"('unfair', 'fair')",-0.47635686,-0.4561091,-0.4932083,-0.4595737,0.0336346
30,0.37305164,0.2850561,"('intolerant', 'tolerant')",0.5317396,0.43346274,0.4523956,0.3592594,-0.0931362
31,-0.4273731,-0.23953204,"('evil', 'good')",-1.4144856,-1.2354479,-0.9209293,-0.7374899,0.1834394
32,0.57934904,0.5358942,"('unkind', 'kind')",0.7995117,0.56336445,0.6894304,0.5496293,-0.1398011
33,0.9253951,0.8796221,"('wrong', 'right')",-0.73246837,-0.73960316,0.0964634,0.0700095,-0.0264539
34,0.2584132,0.4412526,"('mean', 'honorable')",5.0814567,5.5037146,2.669935,2.9724836,0.3025486
35,-0.7273297,-0.7822863,"('corrupt', 'incorrupt')",-0.9490455,-0.86012304,-0.8381876,-0.8212047,0.0169829
36,-0.17990738,-0.19697613,"('hostile', 'amicable')",-0.79119945,-0.8036859,-0.4855534,-0.500331,-0.0147776
37,-0.77068496,-0.7535459,"('fake', 'genuine')",-0.07215838,0.045592293,-0.4214217,-0.3539768,0.0674449
38,0.25824144,0.30836898,"('untruthful', 'truthful')",-0.0095887985,0.098761216,0.1243263,0.2035651,0.0792388
39,2.2743142,2.2905245,"('exploitative', 'cooperative')",0.42749703,0.40934232,1.3509057,1.3499334,-0.0009723
40,0.08577132,0.2640187,"('stingy', 'generous')",-2.0146012,-2.006793,-0.964415,-0.8713871,0.0930279
41,0.26684427,0.30628908,"('unforgiving', 'forgiving')",-0.37567005,-0.3629752,-0.0544129,-0.0283431,0.0260698
42,-1.0672036,-1.0292437,"('unreliable', 'reliable')",-3.2262647,-3.3958416,-2.1467342,-2.2125425,-0.0658083
43,-0.08732371,-0.067776434,"('irresponsible', 'responsible')",0.18341091,0.26465735,0.0480436,0.0984405,0.0503969
44,-1.4509281,-1.4521767,"('prejudiced', 'unprejudiced')",-1.4258865,-1.4801593,-1.4384073,-1.4661679,-0.0277606
45,-0.77811944,-0.663404,"('incompetent', 'competent')",-0.490206,-0.45671356,-0.6341627,-0.5600588,0.0741039
46,0.015008073,0.08564899,"('uncompetitive', 'competitive')",-0.21075024,-0.29417038,-0.0978711,-0.1042607,-0.0063896
47,0.5753674,0.67864543,"('stupid', 'smart')",4.3723087,4.678189,2.4738381,2.6784172,0.2045791
48,0.5462255,0.53272676,"('unintelligent', 'intelligent')",0.33948946,0.3164511,0.4428575,0.4245889,-0.0182686
49,0.38514993,0.37802964,"('unable', 'able')",-0.4293043,-0.40137225,-0.0220772,-0.0116713,0.0104059
50,-0.7660437,-0.78830284,"('clumsy', 'skillful')",-0.32933736,-0.46078163,-0.5476905,-0.6245422,-0.0768517
51,-0.29608896,-0.3251266,"('uneducated', 'educated')",1.175355,0.9964201,0.439633,0.3356467,-0.1039863
52,0.60899013,0.49105018,"('irrational', 'rational')",-0.56144804,-0.57067287,0.023771,-0.0398113,-0.0635823
53,2.0805552,2.1075082,"('uncreative', 'creative')",0.60425776,0.55392194,1.3424065,1.3307151,-0.0116914
54,1.6630464,1.5064592,"('incapable', 'capable')",0.8197811,0.7092102,1.2414137,1.1078347,-0.133579
55,0.07423514,0.11887826,"('incompetent', 'clever')",0.6493441,0.61870974,0.3617896,0.368794,0.0070044
56,0.52096653,0.53512526,"('impractical', 'practical')",-0.3397071,-0.42385963,0.0906297,0.0556328,-0.0349969
57,-0.55459505,-0.6300111,"('unimaginative', 'imaginative')",-2.6200058,-2.8261864,-1.5873004,-1.7280988,-0.1407984
58,0.21279097,0.21957874,"('undiscriminating', 'discriminating')",0.5046142,0.4935306,0.3587026,0.3565547,-0.0021479
59,0.5992645,0.56601155,"('foolish', 'wise')",-0.48600405,-0.37876996,0.0566302,0.0936208,0.0369906
60,0.51449555,0.6093299,"('inefficient', 'efficient')",0.10196749,0.29482737,0.3082315,0.4520786,0.1438471
61,2.1043763,2.0371873,"('illogical', 'logical')",0.84537774,0.79224384,1.474877,1.4147155,-0.0601615
62,0.9702198,1.0955019,"('incompetent', 'brilliant')",0.43340766,0.55208284,0.7018137,0.8237923,0.1219786
63,0.38140574,0.456755,"('unperceptive', 'insightful')",0.5594297,0.66187495,0.4704177,0.559315,0.0888973
64,-0.5074987,-0.4179601,"('shy', 'confident')",-5.5079536,-5.719282,-3.0077262,-3.0686212,-0.060895
65,-0.046863303,-0.12424561,"('insecure', 'secure')",-0.11007712,-0.11032512,-0.0784702,-0.1172854,-0.0388152
66,-0.76403207,-0.7176665,"('inactive', 'active')",0.1900414,0.3301971,-0.2869954,-0.1937347,0.0932607
67,-0.309075,-0.3972542,"('doubtful', 'determined')",-0.22252432,-0.3013312,-0.2657996,-0.3492927,-0.0834931
68,-0.35117498,-0.39646643,"('dependent', 'independent')",-0.7082384,-0.5704804,-0.5297067,-0.4834734,0.0462333
69,0.0069779083,0.10459679,"('lazy', 'industrious')",-1.4522287,-1.2119877,-0.7226254,-0.5536954,0.16893
70,-1.0702384,-0.9986185,"('lethargic', 'energetic')",0.37204316,0.42891535,-0.3490976,-0.2848516,0.064246
71,1.1553872,1.2070225,"('diffident', 'self-confident')",-0.20174508,-0.13633296,0.476821,0.5353448,0.0585238
72,0.42785305,0.46252018,"('unambitious', 'ambitious')",-0.63655543,-0.66898495,-0.1043512,-0.1032324,0.0011188
73,0.4344484,0.44126153,"('helpless', 'self-reliant')",-3.0987365,-3.2095819,-1.332144,-1.3841602,-0.0520162
74,0.8286111,0.88797694,"('undedicated', 'dedicated')",0.15242071,0.014933022,0.4905159,0.451455,-0.0390609
75,-0.9735379,-0.98318475,"('meek', 'impulsive')",-0.53752404,-0.5355773,-0.755531,-0.7593811,-0.0038501
76,-0.73405945,-0.66398746,"('anxious', 'daring')",-0.029531874,-0.108676285,-0.3817957,-0.3863319,-0.0045362
77,0.0981327,0.20479113,"('unmotivated', 'motivated')",-1.0117029,-0.8681674,-0.4567851,-0.3316881,0.125097
78,0.3066766,0.3239366,"('nonresilient', 'resilient')",0.040061798,0.08364753,0.1733692,0.2037921,0.0304229
79,-0.1497463,-0.097306535,"('wavering', 'unwavering')",-0.5898132,-0.47312176,-0.3697797,-0.2852142,0.0845655
80,-0.32325888,-0.40254033,"('dominated', 'dominating')",-0.33849257,-0.40231895,-0.3308757,-0.4024296,-0.0715539
81,-1.4273474,-1.4734125,"('submissive', 'aggressive')",-0.6784434,-0.74350405,-1.0528954,-1.1084583,-0.0555629
82,-0.37662283,-0.4204168,"('poor', 'rich')",5.832916,5.8932743,2.7281466,2.7364287,0.0082821
83,0.80893344,0.72677815,"('powerless', 'powerful')",-0.40666822,-0.5462712,0.2011326,0.0902535,-0.1108791
