,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2621927,-0.27579683,"('unsociable', 'sociable')",-0.25570357,-0.43238914,-0.21904188,-0.39627463,-0.2456461,-0.3681535,-0.1225074
1,0.92597735,0.7750224,"('unfriendly', 'friendly')",1.2921985,1.0885441,1.4434776,1.3437824,1.2205512,1.0691163,-0.1514349
2,1.2149608,1.37002,"('unlikable', 'likable')",0.46014172,0.46127358,0.4852601,0.5898866,0.7201208,0.8070601,0.0869393
3,-0.42174077,-0.3522789,"('repellent', 'pleasant')",-0.5246092,-0.55118304,0.18655124,0.15657555,-0.2532663,-0.2489621,0.0043042
4,0.023007832,-0.07866458,"('disliked', 'liked')",0.06617628,-0.0810847,-5.4884295,-5.5773215,-1.7997484,-1.912357,-0.1126086
5,-0.32868868,-0.3524356,"('distant', 'outgoing')",-0.49202883,-0.49171785,-0.412821,-0.4152023,-0.4111795,-0.4197852,-0.0086057
6,-0.116282225,-0.15744117,"('distant', 'open')",-0.09581356,-0.1254736,0.11639677,0.0945373,-0.0318997,-0.0627925,-0.0308928
7,0.6912401,0.67952865,"('insensitive', 'sensitive')",-0.33394486,-0.36968154,0.37904105,0.35222903,0.2454454,0.220692,-0.0247534
8,-0.027311213,-0.06625901,"('unaffectionate', 'affectionate')",0.36361513,0.26171893,0.14525189,0.09289844,0.1605186,0.0961195,-0.0643991
9,0.89024025,0.8355863,"('unaffectionate', 'caring')",0.5381799,0.4466093,0.7735027,0.7455,0.7339743,0.6758986,-0.0580757
10,-0.10445489,-0.07337146,"('unsympathetic', 'sympathetic')",-1.103742,-1.3012695,-0.32722506,-0.43954802,-0.5118073,-0.6047297,-0.0929224
11,-0.31882432,-0.32552758,"('unhelpful', 'helpful')",-0.517026,-0.51064205,1.7356025,1.7725339,0.2999174,0.3121214,0.012204
12,0.35833353,0.40636566,"('unsupportive', 'supportive')",-0.43609622,-0.4970263,-1.7345923,-1.7698784,-0.6041183,-0.6201797,-0.0160614
13,0.12473134,0.10589632,"('impolite', 'polite')",-0.6205222,-0.7007723,-0.33322644,-0.41385445,-0.2763391,-0.3362435,-0.0599044
14,0.44766682,0.43624216,"('antisocial', 'social')",-0.473761,-0.5890731,-0.55169344,-0.61508346,-0.1925959,-0.2559715,-0.0633756
15,0.18980435,0.09184562,"('boring', 'funny')",0.14274757,0.15319441,0.23299149,0.22101942,0.1885145,0.1553531,-0.0331614
16,-0.84012675,-0.90668005,"('unpopular', 'popular')",0.3695613,0.35570982,0.6723646,0.61665934,0.0672664,0.0218964,-0.04537
17,-0.27057105,-0.2632208,"('nasty', 'nice')",-0.43127966,-0.41594198,-0.12127112,-0.090525046,-0.2743739,-0.2565626,0.0178113
18,0.2272118,0.21409556,"('disagreeable', 'welcoming')",-0.37976602,-0.4454556,-0.7160754,-0.77470917,-0.2895432,-0.3353564,-0.0458132
19,-0.21646783,-0.19525574,"('inhospitable', 'hospitable')",-0.7878154,-0.81494653,-0.3747036,-0.2986186,-0.4596623,-0.4362737,0.0233886
20,0.79592186,0.89092803,"('rough', 'thoughtful')",1.2794231,1.3367705,1.3322787,1.3278794,1.1358746,1.1851927,0.0493181
21,0.4515605,0.45146,"('immoral', 'moral')",-0.6898472,-0.8546596,-0.8638538,-0.8953527,-0.3673801,-0.4328508,-0.0654707
22,0.013382457,-0.019886788,"('untrustworthy', 'trustworthy')",-1.7333176,-1.9114386,-1.1053859,-1.2218488,-0.9417737,-1.0510581,-0.1092844
23,-0.08145397,-0.149597,"('insincere', 'sincere')",-0.13405782,-0.27646366,5.2661543,5.189391,1.6835475,1.5877768,-0.0957707
24,1.1669447,1.2039794,"('dishonest', 'honest')",-0.93473047,-1.0198183,0.62151617,0.5641954,0.2845768,0.2494522,-0.0351246
25,1.1723334,1.1925542,"('egoistic', 'altruistic')",1.5409834,1.5850177,1.258795,1.2688189,1.3240373,1.3487968,0.0247595
26,0.90423024,0.775978,"('hardhearted', 'benevolent')",1.8077546,1.703986,1.5691992,1.4954854,1.4270614,1.3251499,-0.1019115
27,-0.11606902,-0.025021095,"('hardhearted', 'softhearted')",0.11630706,0.1906401,1.2768009,1.193418,0.4256796,0.4530123,0.0273327
28,1.2812724,1.1052974,"('disloyal', 'loyal')",-0.13714573,-0.31619585,0.7452802,0.6701727,0.6298023,0.4864248,-0.1433775
29,0.051657762,0.0064196605,"('unfair', 'fair')",-0.28407896,-0.29802135,-0.32931894,-0.4360197,-0.1872467,-0.2425405,-0.0552938
30,0.02253487,0.03995698,"('intolerant', 'tolerant')",0.40668058,0.29811776,0.9794258,0.87586206,0.4695471,0.4046456,-0.0649015
31,-0.59541106,-0.5497865,"('evil', 'good')",0.41263685,0.3887162,-1.2285084,-1.2401342,-0.4704275,-0.4670682,0.0033593
32,1.1920013,1.1540705,"('unkind', 'kind')",-0.0112179,-0.13337743,0.8647248,0.7153346,0.681836,0.5786759,-0.1031601
33,0.8800767,0.758045,"('wrong', 'right')",0.83998317,0.802843,-0.52108413,-0.560737,0.3996586,0.3333837,-0.0662749
34,-0.2373824,-0.101598606,"('mean', 'honorable')",0.24463812,0.32260552,5.391287,5.499244,1.7995141,1.9067504,0.1072363
35,-0.34553853,-0.42278233,"('corrupt', 'incorrupt')",0.74426156,0.8233641,-0.38325617,-0.44558275,0.0051556,-0.0150003,-0.0201559
36,-0.18082784,-0.335402,"('hostile', 'amicable')",1.0174474,0.84622073,-0.09344433,-0.24469677,0.247725,0.0887073,-0.1590177
37,0.11537056,0.22164579,"('fake', 'genuine')",-0.38053942,-0.39491504,-0.060292076,-0.03594803,-0.108487,-0.0697391,0.0387479
38,-0.20304382,-0.18650545,"('untruthful', 'truthful')",-0.028580543,-0.062734455,0.101675,0.1330191,-0.0433165,-0.0387403,0.0045762
39,1.4514992,1.5183778,"('exploitative', 'cooperative')",0.4358014,0.5700708,0.18177937,0.20859392,0.6896933,0.7656808,0.0759875
40,1.6761401,1.6211698,"('stingy', 'generous')",0.78677756,0.66832024,-1.3001027,-1.4736671,0.387605,0.2719409,-0.1156641
41,0.17439926,0.16834345,"('unforgiving', 'forgiving')",-0.110683806,-0.30060032,0.17328951,0.03422486,0.0790017,-0.0326773,-0.111679
42,0.84961885,0.90666324,"('unreliable', 'reliable')",-1.90514,-2.0074298,-2.856259,-2.845168,-1.3039268,-1.3153116,-0.0113848
43,-0.5648326,-0.41676363,"('irresponsible', 'responsible')",-1.1672618,-1.161969,0.07299556,0.09306085,-0.553033,-0.4952239,0.0578091
44,-0.53596944,-0.4356884,"('prejudiced', 'unprejudiced')",-1.3078579,-1.1218436,-1.4167908,-1.3398716,-1.0868727,-0.9658012,0.1210715
45,-0.09254958,-0.06492729,"('incompetent', 'competent')",-1.4695363,-1.7067083,-0.2051956,-0.26640397,-0.5890938,-0.6793466,-0.0902528
46,0.062307037,0.13857785,"('uncompetitive', 'competitive')",-0.43739858,-0.50954837,-0.571953,-0.6827061,-0.3156815,-0.3512255,-0.035544
