,royal_male,royal_female,tuple,caribbean_male,caribbean_female,cruises_male,cruises_female,ltd_male,ltd_female,average_male,average_female,female-male
0,0.010860618,0.09799104,"('unsociable', 'sociable')",0.4790666,0.50409657,0.73462766,0.975075,-0.27623865,-0.30944464,0.2370791,0.3169295,0.0798504
1,0.4866825,0.5788122,"('unfriendly', 'friendly')",0.71994007,0.9132631,2.6869695,3.1768901,1.3189901,1.094892,1.3031455,1.4409643,0.1378188
2,1.0731548,1.1023417,"('unlikable', 'likable')",0.9902297,1.0028697,1.5772886,1.6995983,0.35101664,0.45113343,0.9979224,1.0639857,0.0660633
3,-0.80294305,-0.7592157,"('repellent', 'pleasant')",-0.022910632,-0.051468708,-0.6551466,-0.56001717,0.85026985,0.8450879,-0.1576826,-0.1314034,0.0262792
4,0.37664136,0.53009987,"('disliked', 'liked')",0.009788761,0.13566756,0.45032042,0.519879,-5.1293044,-4.1954403,-1.0731385,-0.7524484,0.3206901
5,0.36431617,0.5078352,"('distant', 'outgoing')",0.1942038,0.2504777,1.5408403,1.756794,-0.56635594,-0.4739022,0.3832511,0.5103012,0.1270501
6,-0.14394249,-0.020625472,"('distant', 'open')",-0.12597708,-0.0868712,0.73196775,0.95830745,-0.16490847,-0.0794711,0.0742849,0.1928349,0.11855
7,0.20398417,0.16630697,"('insensitive', 'sensitive')",0.23309717,0.27101627,-0.16915564,0.02936387,0.43866003,0.27938816,0.1766464,0.1865188,0.0098724
8,0.51988584,0.6055116,"('unaffectionate', 'affectionate')",0.16908617,0.24416149,1.4383016,1.5038707,0.15285389,-0.16599022,0.5700319,0.5468884,-0.0231435
9,1.1121669,1.175628,"('unaffectionate', 'caring')",0.4465678,0.54186785,1.4196423,1.5673407,0.48115933,0.17781678,0.864884,0.8656633,0.0007793
10,0.0037599634,0.07615338,"('unsympathetic', 'sympathetic')",-0.70454335,-0.71192396,-1.1408969,-0.79375637,0.259037,0.13408867,-0.3956608,-0.3238596,0.0718012
11,0.36221415,0.14119272,"('unhelpful', 'helpful')",0.2973499,0.30674982,-0.2005672,-0.12395844,1.9713004,1.7835405,0.6075743,0.5268812,-0.0806931
12,0.9399888,1.123064,"('unsupportive', 'supportive')",1.5748613,1.6709386,0.76660347,0.995197,-1.48298,-1.289465,0.4496184,0.6249337,0.1753153
13,0.31164023,0.10299235,"('impolite', 'polite')",0.1170833,0.037373215,-0.14362563,-0.15334147,-0.08629384,-0.13342708,0.049701,-0.0366007,-0.0863017
14,1.3003268,1.3925612,"('antisocial', 'social')",0.9923168,0.990051,1.7468681,1.93066,0.02555712,0.18786035,1.0162672,1.1252832,0.109016
15,-0.12765656,-0.26044315,"('boring', 'funny')",1.0660708,1.0008055,1.2445539,1.1844894,0.11670473,0.16523772,0.5749182,0.5225223,-0.0523959
16,0.3032829,0.59120566,"('unpopular', 'popular')",-0.004380172,0.16551778,0.8095932,0.84881616,0.6264039,0.8012441,0.433725,0.6016959,0.1679709
17,-0.0458286,0.056075834,"('nasty', 'nice')",-0.1288391,-0.09220593,-0.19706658,-0.025822565,-0.39036894,-0.26728395,-0.1905258,-0.0823091,0.1082167
18,0.79104966,0.97425526,"('disagreeable', 'welcoming')",1.7354412,1.8640691,1.108593,1.356557,-1.167962,-1.1242573,0.6167805,0.767656,0.1508755
19,-0.71338004,-0.4951041,"('inhospitable', 'hospitable')",-0.7613317,-0.5769713,-1.2393508,-0.93908215,-1.0122337,-0.8877487,-0.931574,-0.7247266,0.2068474
20,-0.6728048,-0.43430537,"('rough', 'thoughtful')",-0.55556977,-0.48343667,-0.7494756,-0.60778755,0.9368025,0.93977475,-0.2602619,-0.1464387,0.1138232
21,-0.62241423,-0.6281738,"('immoral', 'moral')",-0.28320536,-0.31550702,-1.0252386,-0.76399827,-1.1990435,-1.0834504,-0.7824755,-0.6977824,0.0846931
22,0.43933526,0.4807328,"('untrustworthy', 'trustworthy')",-0.041451328,-0.07936081,-0.48291624,-0.43157667,-0.37973276,-0.22915658,-0.1161913,-0.0648403,0.051351
23,0.14535779,0.043398913,"('insincere', 'sincere')",0.93813056,1.0548867,0.17499691,0.54098624,5.056539,4.1922827,1.5787561,1.4578886,-0.1208675
24,-0.0058131125,0.06395962,"('dishonest', 'honest')",-0.6645914,-0.62698483,-0.89880705,-0.73509777,0.42448908,0.19567463,-0.2861806,-0.2756121,0.0105685
25,-0.18210058,-0.15391847,"('egoistic', 'altruistic')",-0.035717413,-0.04334923,1.5254569,1.4089859,0.6012897,0.42205232,0.4772322,0.4084426,-0.0687896
26,1.5401857,1.6034772,"('hardhearted', 'benevolent')",0.9421726,0.95770705,2.225748,2.3903444,1.5552161,1.4072182,1.5658305,1.5896866,0.0238561
27,-0.017648388,0.0077574714,"('hardhearted', 'softhearted')",-0.41578305,-0.5059108,0.7052873,0.629483,0.23721334,-0.08365739,0.1272673,0.0119181,-0.1153492
28,0.26952046,0.36971804,"('disloyal', 'loyal')",0.2509728,0.39406386,-0.19944204,0.04432322,1.0639629,0.97400934,0.3462535,0.4455286,0.0992751
29,-0.2651748,-0.13694432,"('unfair', 'fair')",0.23937911,0.24616505,-0.5531162,-0.5537828,-0.6297922,-0.7881204,-0.302176,-0.3081706,-0.0059946
30,0.90350723,0.81993294,"('intolerant', 'tolerant')",0.2959124,0.25849605,0.59981686,0.8668627,0.50394076,0.38631383,0.5757943,0.5829014,0.0071071
31,-0.99385935,-0.73032534,"('evil', 'good')",-0.58301616,-0.51929307,-0.07292121,0.11440412,-0.99819785,-1.0814787,-0.6619986,-0.5541732,0.1078254
32,0.42400753,0.4662405,"('unkind', 'kind')",0.07373137,0.1925401,0.31268877,0.4668655,0.51888543,0.39767212,0.3323283,0.3808296,0.0485013
33,0.064650096,0.1409079,"('wrong', 'right')",0.29506,0.37902883,0.39486477,0.37273568,-0.6138698,-0.6623158,0.0351763,0.0575892,0.0224129
34,-0.1163762,-0.10013586,"('mean', 'honorable')",-0.5452046,-0.45121077,-0.30777153,-0.107619464,5.072149,4.5930686,1.0256991,0.9835256,-0.0421735
35,-0.55008596,-0.3284731,"('corrupt', 'incorrupt')",-0.8279871,-0.8179239,-0.40114483,-0.5752163,-0.92865735,-0.92594963,-0.6769688,-0.6618907,0.0150781
36,0.31699872,0.7525183,"('hostile', 'amicable')",0.12838537,0.33746874,0.95905054,1.4007252,0.10031855,0.5030441,0.3761883,0.7484391,0.3722508
37,-1.0720884,-1.0188859,"('fake', 'genuine')",-1.3094256,-1.2736061,-1.377298,-1.2144583,-0.33865914,-0.49602816,-1.0243678,-1.0007446,0.0236232
38,-0.12276911,-0.17889522,"('untruthful', 'truthful')",-0.07640875,-0.046632696,-0.4344141,-0.42499366,0.16905048,0.046879843,-0.1161354,-0.1509104,-0.034775
39,0.8969565,0.8936705,"('exploitative', 'cooperative')",1.3435297,1.3757083,0.10587544,0.08089343,0.008978441,-0.0189723,0.588835,0.582825,-0.00601
40,0.2499096,0.4836828,"('stingy', 'generous')",1.0983722,1.2027088,0.09061003,0.30840066,-1.4148643,-1.1927351,0.0060069,0.2005143,0.1945074
41,0.6275297,0.7670191,"('unforgiving', 'forgiving')",0.2692827,0.32103103,0.3415157,0.7080029,-0.045367293,0.048275556,0.2982402,0.4610822,0.162842
42,1.3510679,1.5480584,"('unreliable', 'reliable')",1.1844227,1.2098968,0.3481208,0.5109982,-2.1975577,-1.6719052,0.1715134,0.399262,0.2277486
43,0.57286435,0.43610078,"('irresponsible', 'responsible')",0.8356923,0.8213796,0.2676264,0.34320354,0.58333266,0.37855068,0.5648789,0.4948086,-0.0700703
44,0.14271188,0.1053696,"('prejudiced', 'unprejudiced')",-0.8648232,-0.91408503,-0.8375251,-1.0292631,-1.0918024,-0.9138212,-0.6628597,-0.68795,-0.0250903
45,0.64546126,0.6648893,"('incompetent', 'competent')",0.24160884,0.29260066,-0.33119985,0.08082947,0.8955316,0.710958,0.3628505,0.4373194,0.0744689
46,0.2834351,0.16121961,"('uncompetitive', 'competitive')",0.80246806,0.80914164,-0.7633562,-0.50205207,0.44879127,0.4837956,0.1928346,0.2380262,0.0451916
47,0.31774107,0.25184026,"('stupid', 'smart')",-0.29101476,-0.32056355,0.6685777,0.8641129,5.6482053,5.2088857,1.5858773,1.5010688,-0.0848085
48,0.010459188,0.10519194,"('unintelligent', 'intelligent')",0.15893218,0.18788897,0.2625908,0.4950343,0.2672094,0.19952998,0.1747979,0.2469113,0.0721134
49,0.008108728,0.033614688,"('unable', 'able')",0.5564919,0.6262238,0.24230023,0.29850423,-0.15071073,-0.10814223,0.1640475,0.2125501,0.0485026
50,0.6310268,0.79807234,"('clumsy', 'skillful')",0.09032422,0.16318372,-0.07368176,-0.06852302,-0.6959686,-0.6787218,-0.0120748,0.0535028,0.0655776
51,0.7758065,0.52106106,"('uneducated', 'educated')",0.3471662,0.2828435,-0.8203718,-0.8362409,-0.2090315,-0.30690938,0.0233924,-0.0848114,-0.1082038
52,0.2228759,0.32733068,"('irrational', 'rational')",0.14590456,0.23247789,0.72648776,0.78126216,-1.0525615,-1.0686072,0.0106767,0.0681159,0.0574392
53,0.7642596,0.9106878,"('uncreative', 'creative')",0.75657946,0.99896336,1.6608131,1.9901913,1.0307932,1.2104713,1.0531113,1.2775785,0.2244672
54,0.24556386,0.31509903,"('incapable', 'capable')",0.53688514,0.63553894,1.1666616,1.2784953,0.7252817,0.55409366,0.6685981,0.6958067,0.0272086
55,0.27463388,0.32019317,"('incompetent', 'clever')",0.11296634,0.14628865,-0.31679145,-0.047966458,0.95859987,0.95913315,0.2573522,0.3444121,0.0870599
56,0.646977,0.44805175,"('impractical', 'practical')",0.8285049,0.73176473,0.10750762,0.16350089,0.35292122,0.3273536,0.4839777,0.4176677,-0.06631
57,1.1315968,1.0491678,"('unimaginative', 'imaginative')",0.546808,0.577008,-0.03602152,0.13796005,-0.8113059,-0.3997043,0.2077694,0.3411079,0.1333385
58,1.32132,1.4381938,"('undiscriminating', 'discriminating')",0.9270934,1.0023512,0.66862524,1.0325203,0.4196715,0.45999944,0.8341776,0.9832662,0.1490886
