,pall_male,pall_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.057038404,-0.28927782,"('unsociable', 'sociable')",0.16771543,-0.11889178,0.0553385,-0.2040848,-0.2594233
1,-1.2688094,-1.3570244,"('unfriendly', 'friendly')",0.9044556,0.75242305,-0.1821769,-0.3023007,-0.1201238
2,0.26528817,0.09291736,"('unlikable', 'likable')",0.6938099,0.65080196,0.4795491,0.3718597,-0.1076894
3,-0.15921926,-0.16675681,"('repellent', 'pleasant')",0.92999506,0.84309864,0.3853879,0.3381709,-0.047217
4,-0.99840635,-0.9182881,"('disliked', 'liked')",-6.7044454,-6.616671,-3.8514259,-3.7674797,0.0839462
5,-1.3347633,-1.1937239,"('distant', 'outgoing')",-0.94761366,-0.7485694,-1.1411885,-0.9711467,0.1700418
6,-1.3486258,-1.1681471,"('distant', 'open')",-1.0785561,-0.89799434,-1.2135909,-1.0330707,0.1805202
7,-0.09260145,-0.14974642,"('insensitive', 'sensitive')",0.1905743,0.13497634,0.0489864,-0.007385,-0.0563714
8,-0.87230027,-0.9249448,"('unaffectionate', 'affectionate')",0.48619327,0.45635712,-0.1930535,-0.2342938,-0.0412403
9,-1.1339828,-1.2445098,"('unaffectionate', 'caring')",0.88215715,0.93885124,-0.1259128,-0.1528293,-0.0269165
10,-0.33800158,-0.42617476,"('unsympathetic', 'sympathetic')",-0.11462902,-0.278583,-0.2263153,-0.3523789,-0.1260636
11,-0.39559695,-0.5284284,"('unhelpful', 'helpful')",2.1208365,2.1064982,0.8626198,0.789035,-0.0735848
12,-0.9659422,-0.92060316,"('unsupportive', 'supportive')",-2.1283114,-2.1081836,-1.5471268,-1.5143933,0.0327335
13,0.2917809,0.12392525,"('impolite', 'polite')",-0.42645243,-0.5293014,-0.0673358,-0.2026881,-0.1353523
14,1.1527739,1.0426443,"('antisocial', 'social')",0.6168199,0.31100106,0.8847969,0.6768227,-0.2079742
15,-0.4457568,-0.5822499,"('boring', 'funny')",-0.0023303246,-0.030289028,-0.2240436,-0.3062695,-0.0822259
16,-0.7825144,-0.7363759,"('unpopular', 'popular')",0.30048785,0.31638777,-0.2410133,-0.2099941,0.0310192
17,-0.3713187,-0.2957686,"('nasty', 'nice')",-0.46367678,-0.38797385,-0.4174978,-0.3418712,0.0756266
18,0.034635812,0.03334424,"('disagreeable', 'welcoming')",-0.68420863,-0.846678,-0.3247864,-0.4066669,-0.0818805
19,-1.1403922,-1.1456006,"('inhospitable', 'hospitable')",-0.8376796,-0.70135254,-0.9890359,-0.9234766,0.0655593
20,-0.29787698,-0.34295303,"('rough', 'thoughtful')",0.83565295,0.77468705,0.268888,0.215867,-0.053021
21,0.6234516,0.54792726,"('immoral', 'moral')",0.04816734,-0.06516783,0.3358095,0.2413797,-0.0944298
