,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,female-male
0,-0.10858527,-0.27936965,"('unsociable', 'sociable')",1.1107258,0.82966363,-0.17292923,-0.28709227,0.2764038,0.0877339,-0.1886699
1,-1.3702404,-1.3886337,"('unfriendly', 'friendly')",0.718369,0.6857804,1.1030905,0.9899686,0.1504064,0.0957051,-0.0547013
2,0.7102984,0.75194764,"('unlikable', 'likable')",0.7553883,0.8390055,0.67281854,0.8827583,0.7128352,0.8245705,0.1117353
3,0.022998326,0.19246499,"('repellent', 'pleasant')",-0.7459866,-0.6373311,0.58978593,0.5954878,-0.0444008,0.0502072,0.094608
4,0.30420008,0.20675968,"('disliked', 'liked')",-0.089800596,0.025105625,-6.7923837,-6.83505,-2.1926614,-2.2010616,-0.0084002
5,-1.3714737,-1.1664549,"('distant', 'outgoing')",-0.3988702,-0.09249668,-0.7776091,-0.60465544,-0.8493177,-0.6212023,0.2281154
6,-2.0768366,-1.8247373,"('distant', 'open')",-0.94211084,-0.6292929,-0.6583055,-0.5159884,-1.2257509,-0.9900062,0.2357447
7,0.622186,0.5867335,"('insensitive', 'sensitive')",0.8515672,0.7453303,0.13277088,0.17760749,0.535508,0.5032238,-0.0322842
8,-1.1901807,-1.2323785,"('unaffectionate', 'affectionate')",-0.16036041,-0.16672316,0.27058855,0.25203413,-0.3599842,-0.3823558,-0.0223716
9,-0.5682018,-0.60708994,"('unaffectionate', 'caring')",0.60978043,0.5539771,0.8431192,0.8686499,0.2948993,0.2718457,-0.0230536
10,0.52958894,0.4308042,"('unsympathetic', 'sympathetic')",0.57551134,0.36502802,-0.23981082,-0.2727269,0.2884298,0.1743684,-0.1140614
11,0.38159856,0.3858966,"('unhelpful', 'helpful')",0.639603,0.65073663,2.2597542,2.301015,1.0936519,1.1125494,0.0188975
12,0.43115705,0.594735,"('unsupportive', 'supportive')",0.97053057,1.1225538,-2.2742674,-2.0448763,-0.2908599,-0.1091958,0.1816641
13,0.4679199,0.35036838,"('impolite', 'polite')",0.945797,0.7980654,-0.010744333,0.009894326,0.4676575,0.3861094,-0.0815481
14,0.9113444,0.8336132,"('antisocial', 'social')",0.9528822,0.78526145,0.17341058,0.086130306,0.6792124,0.568335,-0.1108774
15,-0.011559006,-0.15086395,"('boring', 'funny')",0.69814444,0.6141846,0.70278096,0.7295745,0.4631221,0.3976317,-0.0654904
16,-0.82583094,-0.76269436,"('unpopular', 'popular')",-1.1371763,-0.9060481,-0.041533746,0.0056719407,-0.6681803,-0.5543568,0.1138235
17,-0.26665604,-0.21105377,"('nasty', 'nice')",-0.8122887,-0.72593194,0.019381652,0.049390607,-0.3531877,-0.295865,0.0573227
18,-0.65147156,-0.3650828,"('disagreeable', 'welcoming')",-0.63449585,-0.36319306,-0.87951255,-0.7382683,-0.7218266,-0.4888481,0.2329785
19,-0.7493786,-0.624036,"('inhospitable', 'hospitable')",-0.6448181,-0.47528955,-0.4358526,-0.2620394,-0.6100164,-0.4537883,0.1562281
20,-0.12179647,-0.05429389,"('rough', 'thoughtful')",0.41113916,0.48351198,0.24174432,0.14461857,0.177029,0.1912789,0.0142499
21,0.7054742,0.7273996,"('immoral', 'moral')",0.6859995,0.6426483,-0.71586925,-0.5615993,0.2252015,0.2694828,0.0442813
22,1.0241299,1.0354799,"('untrustworthy', 'trustworthy')",0.6032721,0.5128051,-0.24975832,-0.22674894,0.4592145,0.440512,-0.0187025
23,0.496872,0.52990234,"('insincere', 'sincere')",1.0173104,0.96208483,6.085408,6.073957,2.5331968,2.5219814,-0.0112154
24,0.4771784,0.42282408,"('dishonest', 'honest')",0.18280208,0.09364202,0.93974084,0.9452138,0.5332404,0.4872266,-0.0460138
