,click_male,click_female,tuple,average_male,average_female,female-male
0,0.5693779,0.49782866,"('unsociable', 'sociable')",0.5693779,0.4978287,-0.0715492
1,0.70169204,0.81676555,"('unfriendly', 'friendly')",0.701692,0.8167655,0.1150735
2,-0.0070941914,0.26298362,"('unlikable', 'likable')",-0.0070942,0.2629836,0.2700778
3,1.0519783,1.2850416,"('repellent', 'pleasant')",1.0519783,1.2850416,0.2330633
4,-7.054541,-7.263602,"('disliked', 'liked')",-7.0545411,-7.2636018,-0.2090607
5,-0.96140456,-0.8583474,"('distant', 'outgoing')",-0.9614046,-0.8583474,0.1030572
6,-0.5528675,-0.54115117,"('distant', 'open')",-0.5528675,-0.5411512,0.0117163
7,1.4216688,1.6247716,"('insensitive', 'sensitive')",1.4216688,1.6247716,0.2031028
8,0.47608793,0.49121472,"('unaffectionate', 'affectionate')",0.4760879,0.4912147,0.0151268
9,0.78910494,0.952995,"('unaffectionate', 'caring')",0.7891049,0.952995,0.1638901
10,1.4019723,1.51009,"('unsympathetic', 'sympathetic')",1.4019723,1.51009,0.1081177
11,1.6794229,1.9188728,"('unhelpful', 'helpful')",1.6794229,1.9188728,0.2394499
12,-1.5438813,-1.365965,"('unsupportive', 'supportive')",-1.5438813,-1.365965,0.1779163
13,0.41584754,0.60745186,"('impolite', 'polite')",0.4158475,0.6074519,0.1916044
14,0.7032802,0.62766826,"('antisocial', 'social')",0.7032802,0.6276683,-0.0756119
15,0.43246198,0.45091665,"('boring', 'funny')",0.432462,0.4509166,0.0184546
16,-0.9837949,-0.87839365,"('unpopular', 'popular')",-0.9837949,-0.8783937,0.1054012
17,-0.11152026,-0.1650787,"('nasty', 'nice')",-0.1115203,-0.1650787,-0.0535584
18,-0.47419673,-0.37094676,"('disagreeable', 'welcoming')",-0.4741967,-0.3709468,0.1032499
19,-1.1487192,-1.0404506,"('inhospitable', 'hospitable')",-1.1487192,-1.0404506,0.1082686
20,0.6298379,0.53653437,"('rough', 'thoughtful')",0.6298379,0.5365344,-0.0933035
21,0.34414884,0.64855146,"('immoral', 'moral')",0.3441488,0.6485515,0.3044027
22,0.396436,0.44750756,"('untrustworthy', 'trustworthy')",0.396436,0.4475076,0.0510716
23,5.925123,6.338447,"('insincere', 'sincere')",5.9251232,6.3384471,0.4133239
24,1.4306762,1.5908086,"('dishonest', 'honest')",1.4306762,1.5908086,0.1601324
25,0.6675142,0.70525974,"('egoistic', 'altruistic')",0.6675142,0.7052597,0.0377455
26,1.0724179,0.7616596,"('hardhearted', 'benevolent')",1.0724179,0.7616596,-0.3107583
27,1.4601712,1.3725713,"('hardhearted', 'softhearted')",1.4601712,1.3725713,-0.0875999
28,1.2292536,1.0302535,"('disloyal', 'loyal')",1.2292536,1.0302535,-0.1990001
29,-0.5579389,-0.7274851,"('unfair', 'fair')",-0.5579389,-0.7274851,-0.1695462
30,1.1121274,1.2158531,"('intolerant', 'tolerant')",1.1121274,1.2158531,0.1037257
31,-1.6435182,-1.7512829,"('evil', 'good')",-1.6435182,-1.7512829,-0.1077647
32,1.1640908,1.2008718,"('unkind', 'kind')",1.1640908,1.2008718,0.036781
33,-0.5244087,-0.4975698,"('wrong', 'right')",-0.5244087,-0.4975698,0.0268389
34,3.7981443,4.288778,"('mean', 'honorable')",3.7981443,4.2887778,0.4906335
35,-1.4056991,-1.8880768,"('corrupt', 'incorrupt')",-1.4056991,-1.8880768,-0.4823777
36,-1.0921142,-1.327023,"('hostile', 'amicable')",-1.0921142,-1.327023,-0.2349088
37,1.018668,0.9881094,"('fake', 'genuine')",1.0186681,0.9881094,-0.0305587
38,-0.5471532,-0.39576074,"('untruthful', 'truthful')",-0.5471532,-0.3957607,0.1513925
39,0.5299704,0.54594266,"('exploitative', 'cooperative')",0.5299704,0.5459427,0.0159723
40,-0.9401754,-0.93544096,"('stingy', 'generous')",-0.9401754,-0.935441,0.0047344
41,0.7274461,0.5481101,"('unforgiving', 'forgiving')",0.7274461,0.5481101,-0.179336
42,-1.5855613,-1.5241642,"('unreliable', 'reliable')",-1.5855613,-1.5241642,0.0613971
43,1.125863,1.3518996,"('irresponsible', 'responsible')",1.125863,1.3518996,0.2260366
44,-0.89941275,-1.1017771,"('prejudiced', 'unprejudiced')",-0.8994128,-1.1017771,-0.2023643
45,0.53927124,0.46968707,"('incompetent', 'competent')",0.5392712,0.4696871,-0.0695841
46,-0.0558867,0.01013968,"('uncompetitive', 'competitive')",-0.0558867,0.0101397,0.0660264
