,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.8012845,-0.863999,"('unsociable', 'sociable')",-0.20654722,-0.4006822,-0.5039158,-0.6323406,-0.1284248
1,-0.85268193,-1.0643239,"('unfriendly', 'friendly')",1.4293888,1.2906448,0.2883534,0.1131604,-0.175193
2,1.0863931,1.073151,"('unlikable', 'likable')",0.9339598,0.9699129,1.0101764,1.0215319,0.0113555
3,-0.3951847,-0.23409383,"('repellent', 'pleasant')",0.6817819,0.71823466,0.1432986,0.2420704,0.0987718
4,0.2719271,0.1956965,"('disliked', 'liked')",-6.5090084,-6.623963,-3.1185408,-3.2141333,-0.0955925
5,-0.6259808,-0.71725595,"('distant', 'outgoing')",-0.56766516,-0.5780383,-0.596823,-0.6476471,-0.0508241
6,-0.81277025,-0.9168619,"('distant', 'open')",-0.3775158,-0.42091104,-0.595143,-0.6688865,-0.0737435
7,-0.4018195,-0.26065278,"('insensitive', 'sensitive')",0.15792547,0.15050341,-0.121947,-0.0550747,0.0668723
8,-1.4967078,-1.6716274,"('unaffectionate', 'affectionate')",0.6410407,0.60519534,-0.4278336,-0.533216,-0.1053824
9,-1.1441641,-1.3293021,"('unaffectionate', 'caring')",1.015892,0.95489615,-0.064136,-0.187203,-0.123067
10,-1.6195537,-1.5642656,"('unsympathetic', 'sympathetic')",-0.8042749,-0.8418117,-1.2119143,-1.2030387,0.0088756
11,-0.8387825,-0.8557626,"('unhelpful', 'helpful')",1.3324142,1.3552719,0.2468158,0.2497547,0.0029389
12,-0.43050995,-0.34103274,"('unsupportive', 'supportive')",-2.217506,-2.2675118,-1.324008,-1.3042723,0.0197357
13,-0.15432972,-0.07330543,"('impolite', 'polite')",-0.9942187,-0.95322806,-0.5742742,-0.5132667,0.0610075
14,0.19722588,0.29314503,"('antisocial', 'social')",0.111475214,-0.012929826,0.1543505,0.1401076,-0.0142429
15,0.7985687,0.6064545,"('boring', 'funny')",0.2560381,0.24632135,0.5273034,0.4263879,-0.1009155
16,-0.08451171,-0.15711091,"('unpopular', 'popular')",0.7492208,0.64231426,0.3323545,0.2426017,-0.0897528
17,-0.4310321,-0.38488305,"('nasty', 'nice')",-0.63095117,-0.5895089,-0.5309916,-0.487196,0.0437956
18,-0.5512472,-0.56820714,"('disagreeable', 'welcoming')",-0.580573,-0.6444386,-0.5659101,-0.6063229,-0.0404128
19,-0.8488485,-0.8672054,"('inhospitable', 'hospitable')",-0.5448485,-0.46666464,-0.6968485,-0.666935,0.0299135
20,0.16949444,0.24205056,"('rough', 'thoughtful')",0.85061663,0.8607884,0.5100555,0.5514195,0.041364
21,0.082134694,0.16671371,"('immoral', 'moral')",-0.57929987,-0.5452222,-0.2485826,-0.1892543,0.0593283
22,-0.37339652,-0.36074486,"('untrustworthy', 'trustworthy')",-0.9409134,-1.0076653,-0.6571549,-0.6842051,-0.0270502
23,-0.76551616,-0.8082005,"('insincere', 'sincere')",5.3549876,5.2569814,2.2947357,2.2243905,-0.0703452
24,-0.4119851,-0.51087147,"('dishonest', 'honest')",0.42947367,0.39310002,0.0087443,-0.0588857,-0.06763
25,0.28554094,0.19390337,"('egoistic', 'altruistic')",1.1410387,1.1182829,0.7132898,0.6560931,-0.0571967
26,0.04693666,-0.076615624,"('hardhearted', 'benevolent')",2.0218563,1.9662842,1.0343965,0.9448343,-0.0895622
27,-0.36539948,-0.37626192,"('hardhearted', 'softhearted')",1.0484761,0.9795416,0.3415383,0.3016399,-0.0398984
28,-0.62067986,-0.79676604,"('disloyal', 'loyal')",1.0542264,0.9369376,0.2167733,0.0700858,-0.1466875
29,-0.42135882,-0.4255751,"('unfair', 'fair')",-0.3695075,-0.48811832,-0.3954332,-0.4568467,-0.0614135
30,0.7854294,0.75990355,"('intolerant', 'tolerant')",0.7946825,0.74273694,0.790056,0.7513202,-0.0387358
31,-0.33365148,-0.3719092,"('evil', 'good')",-0.5711212,-0.66526395,-0.4523863,-0.5185866,-0.0662003
32,-0.44067246,-0.5272147,"('unkind', 'kind')",0.50661564,0.32004464,0.0329716,-0.103585,-0.1365566
33,0.56156945,0.4584698,"('wrong', 'right')",-0.5269999,-0.57502866,0.0172848,-0.0582794,-0.0755642
34,0.18583223,0.31787744,"('mean', 'honorable')",5.3611965,5.573331,2.7735143,2.9456041,0.1720898
35,0.28973672,0.120409474,"('corrupt', 'incorrupt')",-0.13694754,-0.21059093,0.0763946,-0.0450907,-0.1214853
36,-0.09167798,-0.24472822,"('hostile', 'amicable')",0.17880741,0.022912007,0.0435647,-0.1109081,-0.1544728
37,-0.07085865,-0.07540927,"('fake', 'genuine')",-0.17070192,-0.14769593,-0.1207803,-0.1115526,0.0092277
38,-1.0067923,-1.1044312,"('untruthful', 'truthful')",-0.30088323,-0.26646194,-0.6538378,-0.6854466,-0.0316088
39,1.5042435,1.5670297,"('exploitative', 'cooperative')",0.52287227,0.57534087,1.0135579,1.0711854,0.0576275
40,0.2037607,0.22786884,"('stingy', 'generous')",-1.9362872,-2.0658484,-0.8662632,-0.9189898,-0.0527266
41,-0.4033924,-0.43276295,"('unforgiving', 'forgiving')",0.13058473,0.0033912074,-0.1364038,-0.2146859,-0.0782821
42,0.6036203,0.77504265,"('unreliable', 'reliable')",-3.171355,-3.1288412,-1.2838674,-1.1768992,0.1069682
43,-1.0253097,-0.906313,"('irresponsible', 'responsible')",0.059550744,0.08051715,-0.4828795,-0.4128979,0.0699816
44,0.5697319,0.6417153,"('prejudiced', 'unprejudiced')",-1.1812959,-1.10713,-0.305782,-0.2327074,0.0730746
45,-0.7966399,-0.75036746,"('incompetent', 'competent')",0.08593256,-0.01536408,-0.3553537,-0.3828658,-0.0275121
46,-0.60999465,-0.43112954,"('uncompetitive', 'competitive')",-0.95960546,-0.9579255,-0.7848001,-0.6945275,0.0902726
47,0.18303794,0.19792904,"('stupid', 'smart')",5.304931,5.409734,2.7439845,2.8038313,0.0598468
48,-0.41097736,-0.40886676,"('unintelligent', 'intelligent')",0.53703123,0.57091063,0.0630269,0.0810219,0.017995
49,0.0029625613,0.13484302,"('unable', 'able')",-0.53763217,-0.47837514,-0.2673348,-0.1717661,0.0955687
50,0.19595136,0.18986474,"('clumsy', 'skillful')",0.023702826,-0.04287851,0.1098271,0.0734931,-0.036334
51,-0.956622,-0.9502843,"('uneducated', 'educated')",0.12169553,0.03972952,-0.4174632,-0.4552774,-0.0378142
52,0.39317617,0.09027705,"('irrational', 'rational')",0.5697049,0.43509358,0.4814405,0.2626853,-0.2187552
53,-0.7576677,-0.77745575,"('uncreative', 'creative')",0.35935247,0.26863098,-0.1991576,-0.2544124,-0.0552548
54,-0.26680666,-0.38616922,"('incapable', 'capable')",0.7020681,0.7236623,0.2176307,0.1687465,-0.0488842
55,-0.46940497,-0.37861162,"('incompetent', 'clever')",0.11161694,0.10592074,-0.178894,-0.1363454,0.0425486
56,0.2806681,0.3234957,"('impractical', 'practical')",-0.5400142,-0.5838049,-0.129673,-0.1301546,-0.0004816
57,-0.8632579,-0.8383059,"('unimaginative', 'imaginative')",-3.1390615,-3.199499,-2.0011597,-2.0189023,-0.0177426
58,0.4656857,0.4449887,"('undiscriminating', 'discriminating')",0.27735832,0.22056875,0.371522,0.3327787,-0.0387433
59,0.06234876,-0.07525999,"('foolish', 'wise')",0.36089274,0.3813848,0.2116207,0.1530624,-0.0585583
60,-0.090622835,0.07827316,"('inefficient', 'efficient')",-0.6524147,-0.5302021,-0.3715188,-0.2259645,0.1455543
61,0.35304072,0.24060903,"('illogical', 'logical')",0.917392,0.7488971,0.6352164,0.4947531,-0.1404633
62,0.14881222,0.29260507,"('incompetent', 'brilliant')",0.25863037,0.3446384,0.2037213,0.3186218,0.1149005
63,-0.51546305,-0.3834864,"('unperceptive', 'insightful')",0.32998616,0.3948227,-0.0927384,0.0056681,0.0984065
64,0.23510945,0.29684442,"('shy', 'confident')",-6.362733,-6.4168267,-3.0638118,-3.0599911,0.0038207
65,0.0016310783,0.016338646,"('insecure', 'secure')",-0.48715758,-0.40801662,-0.2427633,-0.195839,0.0469243
66,-0.23531169,-0.24421205,"('inactive', 'active')",0.38589868,0.42034033,0.0752935,0.0880641,0.0127706
67,-0.38982195,-0.36355615,"('doubtful', 'determined')",-0.46645665,-0.46958,-0.4281393,-0.4165681,0.0115712
68,-0.59141725,-0.6074019,"('dependent', 'independent')",-1.0437883,-1.045741,-0.8176028,-0.8265715,-0.0089687
69,1.2883619,1.2511233,"('lazy', 'industrious')",-0.57458913,-0.5451121,0.3568864,0.3530056,-0.0038808
70,-0.5370922,-0.43343875,"('lethargic', 'energetic')",0.08919084,0.13830248,-0.2239507,-0.1475681,0.0763826
