,resident_male,resident_female,tuple,average_male,average_female,female-male
0,0.46536785,0.28121907,"('unsociable', 'sociable')",0.4653679,0.2812191,-0.1841488
1,0.94139177,0.882609,"('unfriendly', 'friendly')",0.9413918,0.882609,-0.0587828
2,-0.022734657,0.09366284,"('unlikable', 'likable')",-0.0227347,0.0936628,0.1163975
3,0.4659065,0.63063407,"('repellent', 'pleasant')",0.4659065,0.6306341,0.1647276
4,-7.1828136,-7.3323956,"('disliked', 'liked')",-7.1828136,-7.3323956,-0.149582
5,-1.1862943,-1.1380167,"('distant', 'outgoing')",-1.1862943,-1.1380167,0.0482776
6,-0.83254665,-0.8749922,"('distant', 'open')",-0.8325467,-0.8749922,-0.0424455
7,1.3500441,1.4697024,"('insensitive', 'sensitive')",1.3500441,1.4697024,0.1196583
8,0.421364,0.3931197,"('unaffectionate', 'affectionate')",0.421364,0.3931197,-0.0282443
9,1.2760264,1.3879222,"('unaffectionate', 'caring')",1.2760264,1.3879222,0.1118958
10,1.0994518,1.1592529,"('unsympathetic', 'sympathetic')",1.0994518,1.1592529,0.0598011
11,2.522691,2.5359323,"('unhelpful', 'helpful')",2.522691,2.5359323,0.0132413
12,-1.2921864,-1.2383953,"('unsupportive', 'supportive')",-1.2921864,-1.2383953,0.0537911
13,0.5447813,0.5163673,"('impolite', 'polite')",0.5447813,0.5163673,-0.028414
14,0.69181424,0.6750381,"('antisocial', 'social')",0.6918142,0.6750381,-0.0167761
15,0.3487345,0.27998298,"('boring', 'funny')",0.3487345,0.279983,-0.0687515
16,-0.57015735,-0.47115153,"('unpopular', 'popular')",-0.5701573,-0.4711515,0.0990058
17,0.03553883,-0.020607179,"('nasty', 'nice')",0.0355388,-0.0206072,-0.056146
18,-0.67445356,-0.6954286,"('disagreeable', 'welcoming')",-0.6744536,-0.6954286,-0.020975
19,-0.640616,-0.70050836,"('inhospitable', 'hospitable')",-0.640616,-0.7005084,-0.0598924
20,0.5975996,0.5451249,"('rough', 'thoughtful')",0.5975996,0.5451249,-0.0524747
21,0.23800224,0.37225947,"('immoral', 'moral')",0.2380022,0.3722595,0.1342573
22,0.18894058,0.14599136,"('untrustworthy', 'trustworthy')",0.1889406,0.1459914,-0.0429492
23,6.8485656,6.917589,"('insincere', 'sincere')",6.8485656,6.9175892,0.0690236
24,1.8141243,1.891408,"('dishonest', 'honest')",1.8141243,1.891408,0.0772837
25,0.20620349,0.085727274,"('egoistic', 'altruistic')",0.2062035,0.0857273,-0.1204762
26,0.7862086,0.57947946,"('hardhearted', 'benevolent')",0.7862086,0.5794795,-0.2067291
27,1.1715783,1.0589021,"('hardhearted', 'softhearted')",1.1715783,1.0589021,-0.1126762
28,1.334051,1.2895267,"('disloyal', 'loyal')",1.334051,1.2895267,-0.0445243
29,-0.5915471,-0.71746945,"('unfair', 'fair')",-0.5915471,-0.7174695,-0.1259224
30,1.5634097,1.5028813,"('intolerant', 'tolerant')",1.5634097,1.5028813,-0.0605284
31,-1.8784444,-1.9733313,"('evil', 'good')",-1.8784444,-1.9733313,-0.0948869
32,1.8051969,1.6940081,"('unkind', 'kind')",1.8051969,1.6940081,-0.1111888
33,-0.79595906,-0.7740145,"('wrong', 'right')",-0.7959591,-0.7740145,0.0219446
34,4.60085,4.7991543,"('mean', 'honorable')",4.6008501,4.7991543,0.1983042
35,-0.9235881,-1.1460853,"('corrupt', 'incorrupt')",-0.9235881,-1.1460853,-0.2224972
36,-0.9215622,-1.102138,"('hostile', 'amicable')",-0.9215622,-1.102138,-0.1805758
37,0.9983144,0.9314957,"('fake', 'genuine')",0.9983144,0.9314957,-0.0668187
38,0.7068874,0.57379067,"('untruthful', 'truthful')",0.7068874,0.5737907,-0.1330967
39,0.18871501,0.12609445,"('exploitative', 'cooperative')",0.188715,0.1260944,-0.0626206
40,-2.2986298,-2.3397112,"('stingy', 'generous')",-2.2986298,-2.3397112,-0.0410814
41,0.3364188,0.19978763,"('unforgiving', 'forgiving')",0.3364188,0.1997876,-0.1366312
42,-2.4218671,-2.5102353,"('unreliable', 'reliable')",-2.4218671,-2.5102353,-0.0883682
43,1.4395261,1.4979573,"('irresponsible', 'responsible')",1.4395261,1.4979573,0.0584312
44,-1.3102871,-1.3744962,"('prejudiced', 'unprejudiced')",-1.3102871,-1.3744962,-0.0642091
45,0.3718624,0.37510097,"('incompetent', 'competent')",0.3718624,0.375101,0.0032386
46,-0.6700741,-0.5465423,"('uncompetitive', 'competitive')",-0.6700741,-0.5465423,0.1235318
47,5.5507503,5.85721,"('stupid', 'smart')",5.5507503,5.8572102,0.3064599
48,0.80512726,0.9105423,"('unintelligent', 'intelligent')",0.8051273,0.9105423,0.105415
49,-0.5398525,-0.39234084,"('unable', 'able')",-0.5398525,-0.3923408,0.1475117
50,-0.30433473,-0.20895962,"('clumsy', 'skillful')",-0.3043347,-0.2089596,0.0953751
51,1.1172616,1.1472471,"('uneducated', 'educated')",1.1172616,1.1472471,0.0299855
52,-1.1744707,-1.3454592,"('irrational', 'rational')",-1.1744707,-1.3454592,-0.1709885
53,-0.12220858,-0.097358234,"('uncreative', 'creative')",-0.1222086,-0.0973582,0.0248504
54,0.825604,0.9281224,"('incapable', 'capable')",0.825604,0.9281224,0.1025184
55,1.0380033,1.1996342,"('incompetent', 'clever')",1.0380033,1.1996342,0.1616309
56,1.0327097,1.1151549,"('impractical', 'practical')",1.0327097,1.1151549,0.0824452
57,-2.8944447,-2.8690038,"('unimaginative', 'imaginative')",-2.8944447,-2.8690038,0.0254409
58,-0.33598372,-0.37354016,"('undiscriminating', 'discriminating')",-0.3359837,-0.3735402,-0.0375565
59,-0.3757987,-0.3710646,"('foolish', 'wise')",-0.3757987,-0.3710646,0.0047341
60,0.916952,1.1208336,"('inefficient', 'efficient')",0.916952,1.1208336,0.2038816
61,0.20183676,0.07484178,"('illogical', 'logical')",0.2018368,0.0748418,-0.126995
62,0.670092,0.8567312,"('incompetent', 'brilliant')",0.670092,0.8567312,0.1866392
63,0.5476857,0.56951517,"('unperceptive', 'insightful')",0.5476857,0.5695152,0.0218295
64,-5.909402,-5.966165,"('shy', 'confident')",-5.9094019,-5.9661651,-0.0567632
65,0.8294537,0.9334084,"('insecure', 'secure')",0.8294537,0.9334084,0.1039547
66,-0.49902293,-0.7140969,"('inactive', 'active')",-0.4990229,-0.7140969,-0.215074
67,-0.2749639,-0.38397193,"('doubtful', 'determined')",-0.2749639,-0.3839719,-0.109008
68,-0.9215392,-0.87898904,"('dependent', 'independent')",-0.9215392,-0.878989,0.0425502
69,-1.7262238,-1.7799058,"('lazy', 'industrious')",-1.7262238,-1.7799058,-0.053682
70,1.477617,1.5135177,"('lethargic', 'energetic')",1.477617,1.5135177,0.0359007
71,0.24190475,0.31292152,"('diffident', 'self-confident')",0.2419048,0.3129215,0.0710167
72,0.39335984,0.5134129,"('unambitious', 'ambitious')",0.3933598,0.5134129,0.1200531
73,-3.486395,-3.4225006,"('helpless', 'self-reliant')",-3.4863949,-3.4225006,0.0638943
74,0.17738906,0.119301945,"('undedicated', 'dedicated')",0.1773891,0.1193019,-0.0580872
75,-1.238529,-1.210231,"('meek', 'impulsive')",-1.238529,-1.2102309,0.0282981
76,0.6932341,0.67185104,"('anxious', 'daring')",0.6932341,0.671851,-0.0213831
77,-1.0854508,-1.0507159,"('unmotivated', 'motivated')",-1.0854508,-1.0507159,0.0347349
