,resident_male,resident_female,tuple,average_male,average_female,female-male
78,-1.0559939,-0.97388566,"('nonresilient', 'resilient')",-1.0559939,-0.9738857,0.0821082
79,-0.5116246,-0.6267747,"('wavering', 'unwavering')",-0.5116246,-0.6267747,-0.1151501
80,0.372967,0.27771166,"('dominated', 'dominating')",0.372967,0.2777117,-0.0952553
81,0.47061425,0.5494297,"('submissive', 'aggressive')",0.4706143,0.5494297,0.0788154
82,6.0339046,6.310704,"('poor', 'rich')",6.0339046,6.3107042,0.2767996
83,-0.41927576,-0.45723334,"('powerless', 'powerful')",-0.4192758,-0.4572333,-0.0379575
84,-0.14256407,-0.166421,"('inferior', 'superior')",-0.1425641,-0.166421,-0.0238569
85,-1.5306989,-1.6884084,"('insignificant', 'prestigious')",-1.5306989,-1.6884084,-0.1577095
86,0.48989388,0.5286243,"('uninfluential', 'influential')",0.4898939,0.5286243,0.0387304
87,-0.14343193,0.0470164,"('unsuccessful', 'successful')",-0.1434319,0.0470164,0.1904483
88,0.3077932,0.16108838,"('low', 'eminent')",0.3077932,0.1610884,-0.1467048
