,pupil_male,pupil_female,tuple,average_male,average_female,female-male
0,0.9025565,0.68394613,"('unsociable', 'sociable')",0.9025565,0.6839461,-0.2186104
1,1.1640713,0.91425425,"('unfriendly', 'friendly')",1.1640713,0.9142542,-0.2498171
2,0.0024887398,0.16844618,"('unlikable', 'likable')",0.0024887,0.1684462,0.1659575
3,0.6350628,0.81111044,"('repellent', 'pleasant')",0.6350628,0.8111104,0.1760476
4,-6.9514403,-7.047495,"('disliked', 'liked')",-6.9514403,-7.0474949,-0.0960546
5,-1.1370802,-1.012043,"('distant', 'outgoing')",-1.1370802,-1.012043,0.1250372
6,-0.6501365,-0.66113883,"('distant', 'open')",-0.6501365,-0.6611388,-0.0110023
7,1.5346378,1.3587239,"('insensitive', 'sensitive')",1.5346378,1.3587239,-0.1759139
8,0.9317215,0.8049952,"('unaffectionate', 'affectionate')",0.9317215,0.8049952,-0.1267263
9,1.7083127,1.6608677,"('unaffectionate', 'caring')",1.7083127,1.6608677,-0.047445
10,1.5838765,1.6933523,"('unsympathetic', 'sympathetic')",1.5838765,1.6933523,0.1094758
11,2.3483346,2.4454336,"('unhelpful', 'helpful')",2.3483346,2.4454336,0.097099
12,-1.0672556,-1.1183203,"('unsupportive', 'supportive')",-1.0672556,-1.1183203,-0.0510647
13,0.33332372,0.48648772,"('impolite', 'polite')",0.3333237,0.4864877,0.153164
14,0.48745313,0.4083475,"('antisocial', 'social')",0.4874531,0.4083475,-0.0791056
15,0.21342382,0.19643141,"('boring', 'funny')",0.2134238,0.1964314,-0.0169924
16,-0.40404272,-0.51000947,"('unpopular', 'popular')",-0.4040427,-0.5100095,-0.1059668
17,-0.3251392,-0.28739184,"('nasty', 'nice')",-0.3251392,-0.2873918,0.0377474
18,-0.8904753,-0.99878347,"('disagreeable', 'welcoming')",-0.8904753,-0.9987835,-0.1083082
19,-0.8885187,-0.8603672,"('inhospitable', 'hospitable')",-0.8885187,-0.8603672,0.0281515
20,0.9174574,0.70212615,"('rough', 'thoughtful')",0.9174574,0.7021261,-0.2153313
21,0.13919672,0.3950665,"('immoral', 'moral')",0.1391967,0.3950665,0.2558698
22,-0.19803615,-0.27374202,"('untrustworthy', 'trustworthy')",-0.1980361,-0.273742,-0.0757059
23,6.7486525,6.72836,"('insincere', 'sincere')",6.7486525,6.7283602,-0.0202923
24,1.7827195,1.7238038,"('dishonest', 'honest')",1.7827195,1.7238038,-0.0589157
25,0.18476364,-0.0069025904,"('egoistic', 'altruistic')",0.1847636,-0.0069026,-0.1916662
26,1.459344,1.0351632,"('hardhearted', 'benevolent')",1.459344,1.0351632,-0.4241808
27,1.2664514,1.0393736,"('hardhearted', 'softhearted')",1.2664514,1.0393736,-0.2270778
28,1.6511788,1.5024234,"('disloyal', 'loyal')",1.6511788,1.5024234,-0.1487554
29,-0.7759064,-0.9768063,"('unfair', 'fair')",-0.7759064,-0.9768063,-0.2008999
30,0.9880773,1.1973661,"('intolerant', 'tolerant')",0.9880773,1.1973661,0.2092888
31,-1.9562353,-2.1002202,"('evil', 'good')",-1.9562353,-2.1002202,-0.1439849
32,1.8624797,1.6682711,"('unkind', 'kind')",1.8624797,1.6682711,-0.1942086
33,-0.5085838,-0.6046048,"('wrong', 'right')",-0.5085838,-0.6046048,-0.096021
