,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9006212,-1.9944843,"('unsociable', 'sociable')",0.25691622,0.13109301,-0.34521556,-0.5080317,-0.6629735,-0.7904743,-0.1275008
1,-0.3036656,-0.44809368,"('unfriendly', 'friendly')",1.1786315,1.0098082,2.0715227,1.8161741,0.9821629,0.7926296,-0.1895333
2,1.5240006,1.5622379,"('unlikable', 'likable')",2.251562,2.2881956,0.5731706,0.6157763,1.4495778,1.4887365,0.0391587
3,-1.7739636,-1.6986685,"('repellent', 'pleasant')",-0.12804505,-0.08376187,0.02524481,0.13364549,-0.6255879,-0.549595,0.0759929
4,0.41299227,0.4741176,"('disliked', 'liked')",0.17978679,0.19071627,-6.141833,-6.1039352,-1.8496846,-1.8130337,0.0366509
5,1.2013544,1.1706828,"('distant', 'outgoing')",0.50263005,0.47535795,0.18607083,0.13626266,0.6300184,0.5941011,-0.0359173
6,0.7752624,0.7102847,"('distant', 'open')",-0.3857869,-0.4627753,0.57020134,0.45747456,0.3198923,0.2349946,-0.0848977
7,-0.6244602,-0.67181456,"('insensitive', 'sensitive')",0.54806423,0.5943656,0.8802304,0.82744783,0.2679448,0.2499996,-0.0179452
8,-0.52934825,-0.58379906,"('unaffectionate', 'affectionate')",-0.14740445,-0.16975811,0.43334314,0.257735,-0.0811365,-0.1652741,-0.0841376
9,-0.050769936,-0.11186074,"('unaffectionate', 'caring')",1.3268284,1.3046435,1.2626576,1.168204,0.8462387,0.7869956,-0.0592431
10,-1.7900517,-1.815719,"('unsympathetic', 'sympathetic')",-0.69633526,-0.64198756,-0.12701903,-0.19777337,-0.8711353,-0.88516,-0.0140247
11,-0.75845784,-0.71326035,"('unhelpful', 'helpful')",0.40351623,0.43601426,2.0754716,2.1304905,0.57351,0.6177481,0.0442381
12,0.09269911,0.121904254,"('unsupportive', 'supportive')",1.4658127,1.5365845,-1.573897,-1.6124717,-0.0051284,0.015339,0.0204674
13,-0.37698835,-0.44202453,"('impolite', 'polite')",0.5223185,0.5177139,0.26599327,0.27029705,0.1371078,0.1153288,-0.021779
14,-1.2058065,-1.1782688,"('antisocial', 'social')",1.283769,1.3435502,-0.77353424,-0.73872554,-0.2318572,-0.191148,0.0407092
15,0.38626543,0.29630545,"('boring', 'funny')",-0.04680135,-0.03138995,0.4143838,0.36071914,0.2512826,0.2085449,-0.0427377
16,-0.06614611,-0.0050442982,"('unpopular', 'popular')",-0.09442121,-0.120773524,0.49309248,0.4800017,0.1108417,0.1180613,0.0072196
17,0.65763885,0.69729674,"('nasty', 'nice')",-0.06252299,0.018174639,-0.4066562,-0.3537961,0.0628199,0.1205584,0.0577385
18,-0.30372027,-0.35611862,"('disagreeable', 'welcoming')",-0.38148436,-0.4260879,-0.31537974,-0.4193952,-0.3335281,-0.4005339,-0.0670058
