,scrap_male,scrap_female,tuple,average_male,average_female,female-male
0,0.31403518,0.29635227,"('unsociable', 'sociable')",0.3140352,0.2963523,-0.0176829
1,0.73154557,0.82848656,"('unfriendly', 'friendly')",0.7315456,0.8284866,0.096941
2,0.12288847,0.22167003,"('unlikable', 'likable')",0.1228885,0.22167,0.0987815
3,0.5907322,0.575425,"('repellent', 'pleasant')",0.5907322,0.575425,-0.0153072
4,-7.3547835,-7.2091393,"('disliked', 'liked')",-7.3547835,-7.2091393,0.1456442
5,-1.3786919,-1.3442354,"('distant', 'outgoing')",-1.3786919,-1.3442354,0.0344565
6,-0.8050063,-0.72811127,"('distant', 'open')",-0.8050063,-0.7281113,0.076895
7,1.5073624,1.585329,"('insensitive', 'sensitive')",1.5073624,1.5853291,0.0779667
8,1.0163318,1.1332808,"('unaffectionate', 'affectionate')",1.0163318,1.1332808,0.116949
9,1.5189003,1.6542262,"('unaffectionate', 'caring')",1.5189003,1.6542262,0.1353259
10,1.6334536,1.5718317,"('unsympathetic', 'sympathetic')",1.6334536,1.5718317,-0.0616219
11,1.9069765,1.9073553,"('unhelpful', 'helpful')",1.9069765,1.9073553,0.0003788
12,-1.4547263,-1.3267088,"('unsupportive', 'supportive')",-1.4547263,-1.3267088,0.1280175
13,0.0077097565,-0.04443391,"('impolite', 'polite')",0.0077098,-0.0444339,-0.0521437
14,0.42263114,0.4036982,"('antisocial', 'social')",0.4226311,0.4036982,-0.0189329
15,0.19561234,0.2251274,"('boring', 'funny')",0.1956123,0.2251274,0.0295151
16,-0.83001304,-0.70216364,"('unpopular', 'popular')",-0.830013,-0.7021636,0.1278494
17,-0.2501519,-0.25698346,"('nasty', 'nice')",-0.2501519,-0.2569835,-0.0068316
18,-1.1368322,-1.0304579,"('disagreeable', 'welcoming')",-1.1368322,-1.0304579,0.1063743
19,-1.1530312,-1.1514221,"('inhospitable', 'hospitable')",-1.1530312,-1.1514221,0.0016091
20,0.7601061,0.7434464,"('rough', 'thoughtful')",0.7601061,0.7434464,-0.0166597
21,0.07566723,0.08475914,"('immoral', 'moral')",0.0756672,0.0847591,0.0090919
22,-0.094686195,-0.13861158,"('untrustworthy', 'trustworthy')",-0.0946862,-0.1386116,-0.0439254
23,5.959029,5.9395485,"('insincere', 'sincere')",5.9590292,5.9395485,-0.0194807
24,1.693206,1.5567851,"('dishonest', 'honest')",1.693206,1.5567851,-0.1364209
25,0.2282022,0.28633404,"('egoistic', 'altruistic')",0.2282022,0.286334,0.0581318
26,0.83061004,0.86137825,"('hardhearted', 'benevolent')",0.83061,0.8613783,0.0307683
27,1.3743068,1.302254,"('hardhearted', 'softhearted')",1.3743068,1.302254,-0.0720528
28,1.2504139,1.2512844,"('disloyal', 'loyal')",1.2504139,1.2512844,0.0008705
29,-0.292857,-0.46034098,"('unfair', 'fair')",-0.292857,-0.460341,-0.167484
30,0.9458174,0.8514171,"('intolerant', 'tolerant')",0.9458174,0.8514171,-0.0944003
31,-1.9671575,-1.9074407,"('evil', 'good')",-1.9671575,-1.9074407,0.0597168
32,1.1046458,1.0929958,"('unkind', 'kind')",1.1046458,1.0929958,-0.01165
33,-0.8149361,-0.7517924,"('wrong', 'right')",-0.8149361,-0.7517924,0.0631437
34,3.7044482,3.786072,"('mean', 'honorable')",3.7044482,3.786072,0.0816238
35,-1.6232941,-1.7667053,"('corrupt', 'incorrupt')",-1.6232941,-1.7667053,-0.1434112
36,-1.2010605,-1.0668552,"('hostile', 'amicable')",-1.2010605,-1.0668552,0.1342053
37,0.50480676,0.4591672,"('fake', 'genuine')",0.5048068,0.4591672,-0.0456396
38,-0.51017815,-0.4231896,"('untruthful', 'truthful')",-0.5101781,-0.4231896,0.0869885
39,0.102814585,0.06990143,"('exploitative', 'cooperative')",0.1028146,0.0699014,-0.0329132
40,-1.3318334,-1.2683228,"('stingy', 'generous')",-1.3318334,-1.2683228,0.0635106
41,0.3032999,0.43274736,"('unforgiving', 'forgiving')",0.3032999,0.4327474,0.1294475
42,-1.8038659,-1.7631074,"('unreliable', 'reliable')",-1.8038659,-1.7631074,0.0407585
43,1.139642,1.1229651,"('irresponsible', 'responsible')",1.139642,1.1229651,-0.0166769
44,-1.0455763,-1.1903279,"('prejudiced', 'unprejudiced')",-1.0455763,-1.1903279,-0.1447516
45,0.27127826,0.25272483,"('incompetent', 'competent')",0.2712783,0.2527248,-0.0185535
46,-0.26394597,-0.2595024,"('uncompetitive', 'competitive')",-0.263946,-0.2595024,0.0044436
47,5.0193067,5.0577283,"('stupid', 'smart')",5.0193067,5.0577283,0.0384216
48,1.2704129,1.359422,"('unintelligent', 'intelligent')",1.2704129,1.359422,0.0890091
49,-0.35043144,-0.17482309,"('unable', 'able')",-0.3504314,-0.1748231,0.1756083
50,-0.7336687,-0.6550394,"('clumsy', 'skillful')",-0.7336687,-0.6550394,0.0786293
51,0.07550904,-0.040027577,"('uneducated', 'educated')",0.075509,-0.0400276,-0.1155366
52,-0.5924447,-0.6236103,"('irrational', 'rational')",-0.5924447,-0.6236103,-0.0311656
53,0.2594289,0.3571462,"('uncreative', 'creative')",0.2594289,0.3571462,0.0977173
54,0.8010084,0.934518,"('incapable', 'capable')",0.8010084,0.934518,0.1335096
55,1.2954056,1.3499509,"('incompetent', 'clever')",1.2954056,1.3499509,0.0545453
56,0.77682066,0.71593785,"('impractical', 'practical')",0.7768207,0.7159379,-0.0608828
57,-2.0582435,-1.9905708,"('unimaginative', 'imaginative')",-2.0582435,-1.9905708,0.0676727
58,0.054486938,0.19529694,"('undiscriminating', 'discriminating')",0.0544869,0.1952969,0.14081
59,-0.97989154,-0.9623312,"('foolish', 'wise')",-0.9798915,-0.9623312,0.0175603
60,0.6359515,0.6433273,"('inefficient', 'efficient')",0.6359515,0.6433273,0.0073758
61,0.6150169,0.4428238,"('illogical', 'logical')",0.6150169,0.4428238,-0.1721931
62,1.3105012,1.3592715,"('incompetent', 'brilliant')",1.3105012,1.3592715,0.0487703
63,0.295723,0.40841448,"('unperceptive', 'insightful')",0.295723,0.4084145,0.1126915
64,-6.027259,-6.021544,"('shy', 'confident')",-6.0272589,-6.021544,0.0057149
65,0.82551825,0.73089963,"('insecure', 'secure')",0.8255183,0.7308996,-0.0946187
66,-0.2943614,-0.51237214,"('inactive', 'active')",-0.2943614,-0.5123721,-0.2180107
67,-0.45792416,-0.35973355,"('doubtful', 'determined')",-0.4579242,-0.3597336,0.0981906
68,-1.0111679,-0.97885394,"('dependent', 'independent')",-1.0111679,-0.9788539,0.032314
69,-2.4531214,-2.3821828,"('lazy', 'industrious')",-2.4531214,-2.3821828,0.0709386
70,1.5848029,1.4539939,"('lethargic', 'energetic')",1.5848029,1.4539939,-0.130809
71,-0.31826267,-0.21757612,"('diffident', 'self-confident')",-0.3182627,-0.2175761,0.1006866
72,0.90224713,0.9233279,"('unambitious', 'ambitious')",0.9022471,0.9233279,0.0210808
73,-3.2649295,-3.2303658,"('helpless', 'self-reliant')",-3.2649295,-3.2303658,0.0345637
74,0.05402612,0.07058929,"('undedicated', 'dedicated')",0.0540261,0.0705893,0.0165632
75,-1.1904988,-1.0625074,"('meek', 'impulsive')",-1.1904988,-1.0625074,0.1279914
76,1.2938037,1.2043008,"('anxious', 'daring')",1.2938037,1.2043008,-0.0895029
77,-0.995637,-0.8786019,"('unmotivated', 'motivated')",-0.995637,-0.8786019,0.1170351
