,statue_male,statue_female,tuple,average_male,average_female,female-male
51,0.6361046,0.69778144,"('uneducated', 'educated')",0.6361046,0.6977814,0.0616768
52,-0.50513345,-0.77246267,"('irrational', 'rational')",-0.5051335,-0.7724627,-0.2673292
53,-0.02560591,-0.13006938,"('uncreative', 'creative')",-0.0256059,-0.1300694,-0.1044635
54,0.94355303,0.97047997,"('incapable', 'capable')",0.943553,0.97048,0.026927
55,1.2785264,1.4031782,"('incompetent', 'clever')",1.2785264,1.4031782,0.1246518
56,0.7587911,0.8396357,"('impractical', 'practical')",0.7587911,0.8396357,0.0808446
57,-1.6558596,-1.848332,"('unimaginative', 'imaginative')",-1.6558596,-1.848332,-0.1924724
58,0.5040102,0.5242436,"('undiscriminating', 'discriminating')",0.5040102,0.5242436,0.0202334
59,-0.28600433,-0.25991043,"('foolish', 'wise')",-0.2860043,-0.2599104,0.0260939
60,0.6049293,0.920464,"('inefficient', 'efficient')",0.6049293,0.920464,0.3155347
61,0.62637794,0.40809608,"('illogical', 'logical')",0.6263779,0.4080961,-0.2182818
62,0.883342,1.0484647,"('incompetent', 'brilliant')",0.883342,1.0484647,0.1651227
63,0.476183,0.7066814,"('unperceptive', 'insightful')",0.476183,0.7066814,0.2304984
64,-6.1008596,-6.0447154,"('shy', 'confident')",-6.1008596,-6.0447154,0.0561442
65,0.3179908,0.47831738,"('insecure', 'secure')",0.3179908,0.4783174,0.1603266
66,-0.12308636,-0.37371862,"('inactive', 'active')",-0.1230864,-0.3737186,-0.2506322
67,-0.30865753,-0.2095601,"('doubtful', 'determined')",-0.3086575,-0.2095601,0.0990974
68,-1.3370944,-1.1531609,"('dependent', 'independent')",-1.3370944,-1.1531609,0.1839335
69,-2.1626682,-2.2823842,"('lazy', 'industrious')",-2.1626682,-2.2823842,-0.119716
70,1.7632233,1.6631229,"('lethargic', 'energetic')",1.7632233,1.6631229,-0.1001004
71,0.19198398,0.20676382,"('diffident', 'self-confident')",0.191984,0.2067638,0.0147798
72,1.0256463,1.1722596,"('unambitious', 'ambitious')",1.0256463,1.1722596,0.1466133
73,-2.9843998,-2.8540127,"('helpless', 'self-reliant')",-2.9843998,-2.8540127,0.1303871
74,0.7722642,0.6845391,"('undedicated', 'dedicated')",0.7722642,0.6845391,-0.0877251
75,-1.1119362,-1.1737787,"('meek', 'impulsive')",-1.1119362,-1.1737787,-0.0618425
76,0.5233575,0.7046631,"('anxious', 'daring')",0.5233575,0.7046631,0.1813056
77,-1.1005698,-0.9046884,"('unmotivated', 'motivated')",-1.1005698,-0.9046884,0.1958814
78,-0.9297917,-0.96989685,"('nonresilient', 'resilient')",-0.9297917,-0.9698969,-0.0401052
79,-0.57776916,-0.59978944,"('wavering', 'unwavering')",-0.5777692,-0.5997894,-0.0220202
80,0.5696267,0.4391595,"('dominated', 'dominating')",0.5696267,0.4391595,-0.1304672
81,0.46858716,0.5801324,"('submissive', 'aggressive')",0.4685872,0.5801324,0.1115452
82,6.0496063,6.0145793,"('poor', 'rich')",6.0496063,6.0145793,-0.035027
83,-0.3287689,-0.22163785,"('powerless', 'powerful')",-0.3287689,-0.2216378,0.1071311
84,0.12513322,0.030776372,"('inferior', 'superior')",0.1251332,0.0307764,-0.0943568
85,-1.2671504,-1.1831033,"('insignificant', 'prestigious')",-1.2671504,-1.1831033,0.0840471
86,1.3489254,1.1965799,"('uninfluential', 'influential')",1.3489254,1.1965799,-0.1523455
87,0.4862573,0.4306476,"('unsuccessful', 'successful')",0.4862573,0.4306476,-0.0556097
88,0.24921893,0.33641973,"('low', 'eminent')",0.2492189,0.3364197,0.0872008
