,statue_male,statue_female,tuple,average_male,average_female,female-male
0,0.56674856,0.47657833,"('unsociable', 'sociable')",0.5667486,0.4765783,-0.0901703
1,0.88293433,0.92550576,"('unfriendly', 'friendly')",0.8829343,0.9255058,0.0425715
2,0.041613594,0.13100544,"('unlikable', 'likable')",0.0416136,0.1310054,0.0893918
3,1.0762844,1.145467,"('repellent', 'pleasant')",1.0762844,1.145467,0.0691826
4,-7.066217,-7.130331,"('disliked', 'liked')",-7.0662169,-7.130331,-0.0641141
5,-1.0267661,-1.0696237,"('distant', 'outgoing')",-1.0267661,-1.0696237,-0.0428576
6,-0.73983073,-0.85882103,"('distant', 'open')",-0.7398307,-0.858821,-0.1189903
7,1.8624258,1.8812784,"('insensitive', 'sensitive')",1.8624258,1.8812784,0.0188526
8,1.0722187,1.0364759,"('unaffectionate', 'affectionate')",1.0722187,1.0364759,-0.0357428
9,1.6860849,1.7008227,"('unaffectionate', 'caring')",1.6860849,1.7008227,0.0147378
10,1.5832807,1.599129,"('unsympathetic', 'sympathetic')",1.5832807,1.599129,0.0158483
11,1.8488991,2.0347157,"('unhelpful', 'helpful')",1.8488991,2.0347157,0.1858166
12,-1.0119717,-0.9048437,"('unsupportive', 'supportive')",-1.0119717,-0.9048437,0.107128
13,0.29552704,0.34859902,"('impolite', 'polite')",0.295527,0.348599,0.053072
14,0.78128767,0.84350216,"('antisocial', 'social')",0.7812877,0.8435022,0.0622145
15,0.73419803,0.62428755,"('boring', 'funny')",0.734198,0.6242875,-0.1099105
16,-0.34105933,-0.36947846,"('unpopular', 'popular')",-0.3410593,-0.3694785,-0.0284192
17,0.066684105,0.14697035,"('nasty', 'nice')",0.0666841,0.1469703,0.0802862
18,-0.7602271,-0.5731934,"('disagreeable', 'welcoming')",-0.7602271,-0.5731934,0.1870337
19,-0.6467216,-0.5733456,"('inhospitable', 'hospitable')",-0.6467216,-0.5733456,0.073376
20,0.42854458,0.3375549,"('rough', 'thoughtful')",0.4285446,0.3375549,-0.0909897
21,0.109744586,0.3685603,"('immoral', 'moral')",0.1097446,0.3685603,0.2588157
22,-0.19341105,-0.17659923,"('untrustworthy', 'trustworthy')",-0.1934111,-0.1765992,0.0168119
23,6.3583207,6.5678535,"('insincere', 'sincere')",6.3583207,6.5678535,0.2095328
24,1.7761981,1.7489235,"('dishonest', 'honest')",1.7761981,1.7489235,-0.0272746
25,0.2714502,0.26192594,"('egoistic', 'altruistic')",0.2714502,0.2619259,-0.0095243
26,1.2603627,1.0831333,"('hardhearted', 'benevolent')",1.2603627,1.0831333,-0.1772294
27,1.5260017,1.3173888,"('hardhearted', 'softhearted')",1.5260017,1.3173888,-0.2086129
28,1.4320048,1.300544,"('disloyal', 'loyal')",1.4320048,1.300544,-0.1314608
29,-0.5534445,-0.75935376,"('unfair', 'fair')",-0.5534445,-0.7593538,-0.2059093
30,1.0597854,1.2182163,"('intolerant', 'tolerant')",1.0597854,1.2182163,0.1584309
31,-1.3744557,-1.4535592,"('evil', 'good')",-1.3744557,-1.4535592,-0.0791035
32,1.5514411,1.4844567,"('unkind', 'kind')",1.5514411,1.4844567,-0.0669844
33,-0.28015128,-0.34776396,"('wrong', 'right')",-0.2801513,-0.347764,-0.0676127
34,4.2388186,4.520424,"('mean', 'honorable')",4.2388186,4.5204239,0.2816053
35,-1.0271837,-1.4327917,"('corrupt', 'incorrupt')",-1.0271837,-1.4327917,-0.405608
36,-1.206545,-1.4233464,"('hostile', 'amicable')",-1.206545,-1.4233464,-0.2168014
37,0.7032925,0.6289807,"('fake', 'genuine')",0.7032925,0.6289807,-0.0743118
38,-0.38783315,-0.22365472,"('untruthful', 'truthful')",-0.3878331,-0.2236547,0.1641784
39,0.4857053,0.59519047,"('exploitative', 'cooperative')",0.4857053,0.5951905,0.1094852
40,-1.3597844,-1.5119613,"('stingy', 'generous')",-1.3597844,-1.5119613,-0.1521769
41,0.60775304,0.5454462,"('unforgiving', 'forgiving')",0.607753,0.5454462,-0.0623068
42,-2.2705934,-2.2694886,"('unreliable', 'reliable')",-2.2705934,-2.2694886,0.0011048
43,1.1553459,1.3031555,"('irresponsible', 'responsible')",1.1553459,1.3031555,0.1478096
44,-1.8602647,-1.9719971,"('prejudiced', 'unprejudiced')",-1.8602647,-1.9719971,-0.1117324
45,0.8655895,0.64688885,"('incompetent', 'competent')",0.8655895,0.6468889,-0.2187006
46,-0.48374334,-0.49393255,"('uncompetitive', 'competitive')",-0.4837433,-0.4939325,-0.0101892
47,4.797042,4.8867598,"('stupid', 'smart')",4.7970419,4.8867598,0.0897179
48,0.6627247,0.79626405,"('unintelligent', 'intelligent')",0.6627247,0.7962641,0.1335394
49,-0.11484354,0.04637117,"('unable', 'able')",-0.1148435,0.0463712,0.1612147
50,-0.45688567,-0.4570473,"('clumsy', 'skillful')",-0.4568857,-0.4570473,-0.0001616
