,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.17032783,0.10709467,"('unsociable', 'sociable')",0.1703278,0.1070947,-0.0632331
1,2.130983,1.943302,"('unfriendly', 'friendly')",2.1309831,1.943302,-0.1876811
2,0.24825859,0.32386726,"('unlikable', 'likable')",0.2482586,0.3238673,0.0756087
3,-0.29214782,0.09061035,"('repellent', 'pleasant')",-0.2921478,0.0906103,0.3827581
4,-7.2048554,-7.2897964,"('disliked', 'liked')",-7.2048554,-7.2897964,-0.084941
5,0.27094793,0.16588461,"('distant', 'outgoing')",0.2709479,0.1658846,-0.1050633
6,0.48075897,0.36085188,"('distant', 'open')",0.480759,0.3608519,-0.1199071
7,0.74305296,0.9342894,"('insensitive', 'sensitive')",0.743053,0.9342894,0.1912364
8,1.4893436,1.2776978,"('unaffectionate', 'affectionate')",1.4893436,1.2776978,-0.2116458
9,2.109868,2.0845408,"('unaffectionate', 'caring')",2.109868,2.0845408,-0.0253272
10,0.5944579,0.70693415,"('unsympathetic', 'sympathetic')",0.5944579,0.7069342,0.1124763
11,2.1076431,2.280211,"('unhelpful', 'helpful')",2.1076431,2.280211,0.1725679
12,-1.3293422,-1.2550654,"('unsupportive', 'supportive')",-1.3293422,-1.2550654,0.0742768
13,-0.041909657,0.08091535,"('impolite', 'polite')",-0.0419097,0.0809153,0.122825
14,0.072380945,0.12535116,"('antisocial', 'social')",0.0723809,0.1253512,0.0529703
15,0.96453905,0.78914326,"('boring', 'funny')",0.9645391,0.7891433,-0.1753958
16,-0.44273472,-0.4652449,"('unpopular', 'popular')",-0.4427347,-0.4652449,-0.0225102
17,-0.014662148,-9.838492e-06,"('nasty', 'nice')",-0.0146621,-9.8e-06,0.0146523
18,-0.69791716,-0.7121802,"('disagreeable', 'welcoming')",-0.6979172,-0.7121802,-0.014263
19,-0.13546781,-0.15655181,"('inhospitable', 'hospitable')",-0.1354678,-0.1565518,-0.021084
20,0.563586,0.48023474,"('rough', 'thoughtful')",0.563586,0.4802347,-0.0833513
21,-0.03794178,0.22585835,"('immoral', 'moral')",-0.0379418,0.2258583,0.2638001
22,-0.79290247,-0.61963844,"('untrustworthy', 'trustworthy')",-0.7929025,-0.6196384,0.1732641
23,6.9233913,7.1116686,"('insincere', 'sincere')",6.9233913,7.1116686,0.1882773
24,1.9142106,2.0444624,"('dishonest', 'honest')",1.9142106,2.0444624,0.1302518
25,1.0601171,0.9961872,"('egoistic', 'altruistic')",1.0601171,0.9961872,-0.0639299
26,1.8617412,1.3757906,"('hardhearted', 'benevolent')",1.8617412,1.3757906,-0.4859506
27,1.583771,1.4949178,"('hardhearted', 'softhearted')",1.583771,1.4949178,-0.0888532
28,1.3448803,1.2366321,"('disloyal', 'loyal')",1.3448803,1.2366321,-0.1082482
29,-0.5712385,-0.7000275,"('unfair', 'fair')",-0.5712385,-0.7000275,-0.128789
30,0.8873371,0.97283965,"('intolerant', 'tolerant')",0.8873371,0.9728397,0.0855026
31,-1.5279869,-1.7420301,"('evil', 'good')",-1.5279869,-1.7420301,-0.2140432
32,1.1161425,1.0312023,"('unkind', 'kind')",1.1161425,1.0312023,-0.0849402
33,0.0669425,0.021396114,"('wrong', 'right')",0.0669425,0.0213961,-0.0455464
34,4.783434,5.037809,"('mean', 'honorable')",4.7834339,5.0378089,0.254375
35,-0.81235665,-1.1142074,"('corrupt', 'incorrupt')",-0.8123567,-1.1142074,-0.3018507
36,-0.60405236,-0.974516,"('hostile', 'amicable')",-0.6040524,-0.974516,-0.3704636
37,1.1357187,1.1735497,"('fake', 'genuine')",1.1357187,1.1735497,0.037831
38,0.6347978,0.62355274,"('untruthful', 'truthful')",0.6347978,0.6235527,-0.0112451
39,0.4680771,0.54598415,"('exploitative', 'cooperative')",0.4680771,0.5459841,0.077907
40,-1.5382324,-1.5828599,"('stingy', 'generous')",-1.5382324,-1.5828599,-0.0446275
41,0.76917607,0.4831717,"('unforgiving', 'forgiving')",0.7691761,0.4831717,-0.2860044
42,-3.478776,-3.2208726,"('unreliable', 'reliable')",-3.478776,-3.2208726,0.2579034
43,1.5462875,1.5881224,"('irresponsible', 'responsible')",1.5462875,1.5881224,0.0418349
44,-1.8204149,-1.814588,"('prejudiced', 'unprejudiced')",-1.8204149,-1.814588,0.0058269
45,0.08220374,0.15313654,"('incompetent', 'competent')",0.0822037,0.1531365,0.0709328
